대분류,통계명,통계표조회,출처,수록기간,경로,경로(LIST_ID),통계표 아이디(TBL_ID)
인구,     고령인구비율(시도/시/군/구),통계표 보기,행정안전부(주민과),"년 (2000 ~ 2024) , 월 (200801 ~ 202505)",e-지방지표(주제별) > 인구 > 고령인구비율(시도/시/군/구), > 101 > ,DT_1YL20631
인구,     남녀성비(시도/시/군/구),통계표 보기,행정안전부(주민과),"년 (2000 ~ 2024) , 월 (200801 ~ 202505)",e-지방지표(주제별) > 인구 > 남녀성비(시도/시/군/구), > 101 > ,DT_1YL20701
인구,     노령화지수(시도),통계표 보기,"통계청,「장래인구추계」",년 (1970 ~ 2052),e-지방지표(주제별) > 인구 > 노령화지수(시도), > 101 > ,DT_1YL12501E
인구,     농가인구(시도/시/군/구),통계표 보기,"통계청,「농림어업조사」",년 (2010 ~ 2024),e-지방지표(주제별) > 인구 > 농가인구(시도/시/군/구), > 101 > ,INH_1EA1011_01
인구,     등록외국인 현황(시도/시/군/구),통계표 보기,법무부,년 (2003 ~ 2023),e-지방지표(주제별) > 인구 > 등록외국인 현황(시도/시/군/구), > 101 > ,DT_1YL21261
인구,     인구 천명당 외국인수(시도/시/군/구),통계표 보기,법무부,년 (2003 ~ 2023),e-지방지표(주제별) > 인구 > 인구 천명당 외국인수(시도/시/군/구), > 101 > ,DT_1YL21271
인구,     사망률(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (1997 ~ 2023),e-지방지표(주제별) > 인구 > 사망률(시도/시/군/구), > 101 > ,INH_1B80A18
인구,     사망자수(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」","년 (1997 ~ 2023) , 월 (199701 ~ 202312)",e-지방지표(주제별) > 인구 > 사망자수(시도/시/군/구), > 101 > ,INH_1B82A01
인구,     순이동인구(시도/시/군/구),통계표 보기,"통계청,「국내인구이동통계」","년 (1970 ~ 2024) , 분기 (197001 ~ 202501) , 월 (197001 ~ 202504)",e-지방지표(주제별) > 인구 > 순이동인구(시도/시/군/구), > 101 > ,INH_1B26001_A021
인구,     어가인구(시도),통계표 보기,"통계청,「농림어업조사」",년 (2010 ~ 2024),e-지방지표(주제별) > 인구 > 어가인구(시도), > 101 > ,INH_1ZB7024
인구,     인구증가율(시도/시/군/구),통계표 보기,행정안전부(주민과),년 (2000 ~ 2023),e-지방지표(주제별) > 인구 > 인구증가율(시도/시/군/구), > 101 > ,DT_1YL20621
인구,     인구총조사 인구(시도/시/군/구),통계표 보기,"통계청,「인구총조사」",년 (2015 ~ 2023),e-지방지표(주제별) > 인구 > 인구총조사 인구(시도/시/군/구), > 101 > ,INH_1IN1503_01
인구,     전입인구(시도/시/군/구),통계표 보기,"통계청,「국내인구이동통계」","년 (1970 ~ 2024) , 분기 (197001 ~ 202501) , 월 (197001 ~ 202504)",e-지방지표(주제별) > 인구 > 전입인구(시도/시/군/구), > 101 > ,INH_1B26001_A022
인구,     전출인구(시도/시/군/구),통계표 보기,"통계청,「국내인구이동통계」","년 (1970 ~ 2024) , 분기 (197001 ~ 202501) , 월 (197001 ~ 202504)",e-지방지표(주제별) > 인구 > 전출인구(시도/시/군/구), > 101 > ,INH_1B26001_A023
인구,     주민등록인구(시도/시/군/구),통계표 보기,"행정안전부,「주민등록인구현황」","년 (1992 ~ 2024) , 월 (201101 ~ 202505)",e-지방지표(주제별) > 인구 > 주민등록인구(시도/시/군/구), > 101 > ,DT_1YL20651E
인구,     추계인구(시도),통계표 보기,"통계청,「장래인구추계」",년 (1970 ~ 2052),e-지방지표(주제별) > 인구 > 추계인구(시도), > 101 > ,DT_1BPB001E
인구,     추계인구(시/군/구),통계표 보기,통계청(지역통계기획팀),년 (2022 ~ 2042),e-지방지표(주제별) > 인구 > 추계인구(시/군/구), > 101 > ,DT_1BPB002E
인구,     출생아수(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」","년 (1997 ~ 2023) , 월 (199701 ~ 202312)",e-지방지표(주제별) > 인구 > 출생아수(시도/시/군/구), > 101 > ,INH_1B81A01
인구,     평균연령(시도/시/군/구),통계표 보기,"통계청,「인구총조사」",년 (2015 ~ 2023),e-지방지표(주제별) > 인구 > 평균연령(시도/시/군/구), > 101 > ,INH_1IN1503_02
인구,     평균 재혼연령(시도),통계표 보기,"통계청,「인구동향조사」",년 (1990 ~ 2024),e-지방지표(주제별) > 인구 > 평균 재혼연령(시도), > 101 > ,INH_1B83A10
인구,     평균 초혼연령(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2000 ~ 2024),e-지방지표(주제별) > 인구 > 평균 초혼연령(시도/시/군/구), > 101 > ,INH_1B83A09
인구,     합계출산율(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2000 ~ 2023),e-지방지표(주제별) > 인구 > 합계출산율(시도/시/군/구), > 101 > ,INH_1B81A17
인구,     인구총조사 연평균 인구증감률(시도/시/군/구),통계표 보기,"통계청,「인구총조사」",년 (2019 ~ 2023),e-지방지표(주제별) > 인구 > 인구총조사 연평균 인구증감률(시도/시/군/구), > 101 > ,DT_1YL20622
인구,     인구총조사 고령인구비율(시도/시/군/구),통계표 보기,"통계청,「인구총조사」",년 (2015 ~ 2023),e-지방지표(주제별) > 인구 > 인구총조사 고령인구비율(시도/시/군/구), > 101 > ,DT_1YL20632
인구,     인구총조사 청년인구비율(시도/시/군/구),통계표 보기,"통계청,「인구총조사」",년 (2015 ~ 2023),e-지방지표(주제별) > 인구 > 인구총조사 청년인구비율(시도/시/군/구), > 101 > ,DT_1YL20643
인구,     청년순이동률(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2001 ~ 2024),e-지방지표(주제별) > 인구 > 청년순이동률(시도/시/군/구), > 101 > ,DT_1YL20642
가족,     1인가구비율(시도/시/군/구),통계표 보기,통계청(인구총조사과),년 (2000 ~ 2023),e-지방지표(주제별) > 가족 > 1인가구비율(시도/시/군/구), > 102 > ,DT_1YL21161
가족,     가족관계 만족도(시도),통계표 보기,"통계청,「사회조사」",2년 (2008 ~ 2024),e-지방지표(주제별) > 가족 > 가족관계 만족도(시도), > 102 > ,INH_1SSFA139R
가족,     다문화 혼인건수(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2008 ~ 2023),e-지방지표(주제별) > 가족 > 다문화 혼인건수(시도/시/군/구), > 102 > ,INH_1BB0002
가족,     독거노인가구비율(시도/시/군/구),통계표 보기,통계청(인구총조사과),년 (2000 ~ 2023),e-지방지표(주제별) > 가족 > 독거노인가구비율(시도/시/군/구), > 102 > ,DT_1YL12701
가족,     부모 생활비 마련 방법(시도),통계표 보기,"통계청,「사회조사」",2년 (2008 ~ 2024),e-지방지표(주제별) > 가족 > 부모 생활비 마련 방법(시도), > 102 > ,INH_1SSFA021R
가족,     생활여건의변화(시도),통계표 보기,"통계청,「사회조사」",2년 (2009 ~ 2023),e-지방지표(주제별) > 가족 > 생활여건의변화(시도), > 102 > ,INH_1SSWE011R
가족,     신혼부부수(시도/시/군/구),통계표 보기,"통계청,「신혼부부통계」",년 (2015 ~ 2023),e-지방지표(주제별) > 가족 > 신혼부부수(시도/시/군/구), > 102 > ,INH_1NW1037
가족,     유아 천명당 보육시설수(시도/시/군/구),통계표 보기, 보건복지부(보육정책과),년 (2008 ~ 2024),e-지방지표(주제별) > 가족 > 유아 천명당 보육시설수(시도/시/군/구), > 102 > ,DT_1YL20951
가족,     이혼건수(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」","년 (1997 ~ 2024) , 월 (199701 ~ 202412)",e-지방지표(주제별) > 가족 > 이혼건수(시도/시/군/구), > 102 > ,INH_1B85033
가족,     조이혼율(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2000 ~ 2024),e-지방지표(주제별) > 가족 > 조이혼율(시도/시/군/구), > 102 > ,INH_1B8000I_01
가족,     조혼인율(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2000 ~ 2024),e-지방지표(주제별) > 가족 > 조혼인율(시도/시/군/구), > 102 > ,INH_1B8000I_02
가족,     혼인건수(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」","년 (1997 ~ 2024) , 월 (199701 ~ 202412)",e-지방지표(주제별) > 가족 > 혼인건수(시도/시/군/구), > 102 > ,INH_1B83A35
가족,     혼인형태(시도/시/군/구),통계표 보기,"통계청,「인구동향조사」",년 (2000 ~ 2024),e-지방지표(주제별) > 가족 > 혼인형태(시도/시/군/구), > 102 > ,INH_1B83A23
건강,     EQ-5D(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2008 ~ 2019),e-지방지표(주제별) > 건강 > EQ-5D(시도/시/군/구), > 103 > ,DT_1YL21021E
건강,     건강생활실천율(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 건강생활실천율(시도/시/군/구), > 103 > ,DT_1YL202102E
건강,     결핵신고 신환자수(시도),통계표 보기,"질병관리청,「결핵환자신고현황」",년 (2006 ~ 2024),e-지방지표(주제별) > 건강 > 결핵신고 신환자수(시도), > 103 > ,DT_1YL11001E
건강,     고위험음주율(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 고위험음주율(시도/시/군/구), > 103 > ,DT_1YL20291E
건강,     기대여명(시도),통계표 보기,,부정기 (2005 ~ 2023),e-지방지표(주제별) > 건강 > 기대여명(시도), > 103 > ,DT_1YL0301E
건강,     미충족의료율(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2019 ~ 2024),e-지방지표(주제별) > 건강 > 미충족의료율(시도/시/군/구), > 103 > ,DT_1YL202104E
건강,     비만유병률(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2018 ~ 2019),e-지방지표(주제별) > 건강 > 비만유병률(시도/시/군/구), > 103 > ,DT_1YL202002E
건강,     스트레스인지율(시도/시/군/구),통계표 보기,질병관리청@만성질환관리국 만성질환관리과,년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 스트레스인지율(시도/시/군/구), > 103 > ,DT_1YL21041E
건강,     음주율(시도/시/군/구),통계표 보기,질병관리청@만성질환관리국 만성질환관리과,년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 음주율(시도/시/군/구), > 103 > ,DT_1YL20991E
건강,     의료기관 수술인원(시도),통계표 보기,국민건강보험공단@빅데이터사업실 통계관리부 1팀,년 (2006 ~ 2023),e-지방지표(주제별) > 건강 > 의료기관 수술인원(시도), > 103 > ,DT_1YL8101E
건강,     의료서비스 만족도(시도),통계표 보기,"통계청,「사회조사」",2년 (2020 ~ 2024),e-지방지표(주제별) > 건강 > 의료서비스 만족도(시도), > 103 > ,INH_1SSHE109R
건강,     인구 천명당 의료기관 종사 의사수(시도/시/군/구),통계표 보기,건강보험심사평가원 자원평가실,년 (2007 ~ 2024),e-지방지표(주제별) > 건강 > 인구 천명당 의료기관 종사 의사수(시도/시/군/구), > 103 > ,DT_1YL20981
건강,     인구 천명당 의료기관병상수(시도/시/군/구),통계표 보기,건강보험심사평가원 자원평가실,년 (2003 ~ 2023),e-지방지표(주제별) > 건강 > 인구 천명당 의료기관병상수(시도/시/군/구), > 103 > ,DT_1YL20971
건강,     인플루엔자 예방접종률(시도/시/군/구),통계표 보기,"질병관리청,「지역사회건강조사」",년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 인플루엔자 예방접종률(시도/시/군/구), > 103 > ,DT_1YL202103E
건강,     주관적 건강수준인지율(시도/시/군/구),통계표 보기,질병관리청@만성질환관리국 만성질환관리과,년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 주관적 건강수준인지율(시도/시/군/구), > 103 > ,DT_1YL21011E
건강,     흡연율(시도/시/군/구),통계표 보기,질병관리청@만성질환관리국 만성질환관리과,년 (2008 ~ 2024),e-지방지표(주제별) > 건강 > 흡연율(시도/시/군/구), > 103 > ,DT_1YL21001E
교육,     교원 1인당 학생수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2007 ~ 2024),e-지방지표(주제별) > 교육 > 교원 1인당 학생수(시도/시/군/구), > 104 > ,DT_1YL21171
교육,     대학교 수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2003 ~ 2024),e-지방지표(주제별) > 교육 > 대학교 수(시도/시/군/구), > 104 > ,DT_1YL21181
교육,     대학교 교원수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2007 ~ 2024),e-지방지표(주제별) > 교육 > 대학교 교원수(시도/시/군/구), > 104 > ,DT_1YL8901
교육,     대학교 학생수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2007 ~ 2024),e-지방지표(주제별) > 교육 > 대학교 학생수(시도/시/군/구), > 104 > ,DT_1YL8801
교육,     인구 천명당 사설학원수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2003 ~ 2024),e-지방지표(주제별) > 교육 > 인구 천명당 사설학원수(시도/시/군/구), > 104 > ,DT_1YL21191
교육,     유치원 수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 유치원 수(시도/시/군/구), > 104 > ,DT_1YL21201
교육,     유치원 교원수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 유치원 교원수(시도/시/군/구), > 104 > ,DT_1YL21221
교육,     유치원 원아수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 유치원 원아수(시도/시/군/구), > 104 > ,DT_1YL21211
교육,     초등학교 수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 초등학교 수(시도/시/군/구), > 104 > ,DT_1YL21231
교육,     초등학교 교원수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 초등학교 교원수(시도/시/군/구), > 104 > ,DT_1YL21251
교육,     초등학교 학생수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2000 ~ 2024),e-지방지표(주제별) > 교육 > 초등학교 학생수(시도/시/군/구), > 104 > ,DT_1YL21241
교육,     학급당 학생수(시도/시/군/구),통계표 보기,한국교육개발원,년 (2011 ~ 2024),e-지방지표(주제별) > 교육 > 학급당 학생수(시도/시/군/구), > 104 > ,DT_1YL15001
