item,category,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
부안군 - 교원수＜br＞(B),Statistics,714.0,720.0,705.0,732.0,717.0,712.0,696.0,715.0,721.0,730.0,730.0,715.0,698.0,686.0,676.0,679.0,659.0
부안군 - 재적학생수＜br＞(A),Statistics,7783.0,7439.0,7174.0,6932.0,6644.0,6377.0,6206.0,5970.0,5736.0,5394.0,5036.0,4696.0,4451.0,4318.0,4108.0,3989.0,3786.0
부여군 - 교원1인당 학생수＜br＞(A÷B),Statistics,12.18,11.9,11.51,11.37,10.66,9.86,10.05,9.83,9.56,8.93,8.03,7.95,7.66,7.39,7.01,6.68,6.61
부여군 - 교원수＜br＞(B),Statistics,831.0,816.0,798.0,761.0,775.0,806.0,833.0,816.0,789.0,790.0,831.0,807.0,799.0,789.0,785.0,788.0,761.0
부여군 - 재적학생수＜br＞(A),Statistics,10119.0,9707.0,9185.0,8654.0,8259.0,7944.0,8372.0,8020.0,7541.0,7057.0,6672.0,6416.0,6120.0,5833.0,5500.0,5264.0,5032.0
부천시 - 교원1인당 학생수＜br＞(A÷B),Statistics,23.32,22.48,21.56,20.39,19.46,18.78,18.05,17.65,17.22,16.75,16.59,16.27,15.92,15.67,15.48,15.1,14.69
부천시 - 교원수＜br＞(B),Statistics,7914.0,8002.0,8017.0,8154.0,8268.0,8272.0,8256.0,8074.0,7910.0,7849.0,7696.0,7551.0,7459.0,7353.0,7252.0,7215.0,7238.0
부천시 - 재적학생수＜br＞(A),Statistics,184542.0,179878.0,172856.0,166256.0,160876.0,155325.0,148991.0,142522.0,136191.0,131458.0,127681.0,122846.0,118729.0,115256.0,112297.0,108931.0,106314.0
부평구 - 교원1인당 학생수＜br＞(A÷B),Statistics,20.09,19.45,18.58,17.28,16.38,15.52,14.86,14.65,14.27,13.81,13.26,13.0,12.63,12.66,12.24,12.1,12.18
부평구 - 교원수＜br＞(B),Statistics,4731.0,4716.0,4714.0,4771.0,4763.0,4759.0,4727.0,4609.0,4515.0,4379.0,4306.0,4172.0,4126.0,3963.0,3963.0,3959.0,3903.0
부평구 - 재적학생수＜br＞(A),Statistics,95047.0,91749.0,87596.0,82446.0,78008.0,73838.0,70250.0,67517.0,64444.0,60488.0,57107.0,54219.0,52127.0,50178.0,48502.0,47887.0,47535.0
북구 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.57,21.42,21.24,19.7,18.49,18.25,17.67,17.11,16.68,15.76,15.35,14.99,14.09,13.64,13.16,12.84,12.85
북구 - 교원수＜br＞(B),Statistics,2938.0,2936.0,2838.0,2796.0,2810.0,2787.0,2743.0,2699.0,2670.0,2641.0,2596.0,2490.0,2483.0,2448.0,2421.0,2383.0,2312.0
북구 - 재적학생수＜br＞(A),Statistics,66324.0,62878.0,60286.0,55077.0,51962.0,50855.0,48463.0,46175.0,44529.0,41611.0,39838.0,37323.0,34985.0,33390.0,31852.0,30603.0,29698.0
사상구 - 교원1인당 학생수＜br＞(A÷B),Statistics,28.92,28.17,28.04,27.5,26.82,26.15,24.89,24.59,24.4,23.99,23.83,24.08,23.79,22.86,21.76,20.67,20.08
사상구 - 교원수＜br＞(B),Statistics,2644.0,2641.0,2587.0,2578.0,2565.0,2550.0,2590.0,2554.0,2480.0,2454.0,2405.0,2324.0,2281.0,2240.0,2198.0,2113.0,2068.0
사상구 - 재적학생수＜br＞(A),Statistics,76467.0,74409.0,72550.0,70897.0,68800.0,66691.0,64470.0,62793.0,60502.0,58879.0,57313.0,55962.0,54258.0,51214.0,47837.0,43683.0,41518.0
사천시 - 교원1인당 학생수＜br＞(A÷B),Statistics,15.87,15.35,14.83,13.97,13.61,13.22,12.96,12.67,12.14,11.79,11.66,11.29,11.2,11.06,10.88,10.58,10.5
사천시 - 교원수＜br＞(B),Statistics,1073.0,1079.0,1087.0,1119.0,1119.0,1129.0,1141.0,1144.0,1148.0,1155.0,1139.0,1150.0,1125.0,1135.0,1138.0,1144.0,1137.0
사천시 - 재적학생수＜br＞(A),Statistics,17026.0,16563.0,16121.0,15636.0,15226.0,14923.0,14790.0,14492.0,13941.0,13616.0,13280.0,12985.0,12601.0,12551.0,12376.0,12101.0,11934.0
사하구 - 교원1인당 학생수＜br＞(A÷B),Statistics,24.74,24.35,23.78,22.99,22.1,21.31,20.47,20.03,19.5,18.9,18.48,18.51,18.51,18.17,17.51,16.21,16.26
사하구 - 교원수＜br＞(B),Statistics,3689.0,3671.0,3663.0,3701.0,3741.0,3782.0,3808.0,3745.0,3681.0,3626.0,3562.0,3423.0,3320.0,3281.0,3299.0,2903.0,2809.0
사하구 - 재적학생수＜br＞(A),Statistics,91277.0,89376.0,87111.0,85090.0,82688.0,80612.0,77938.0,75026.0,71764.0,68520.0,65818.0,63369.0,61459.0,59602.0,57760.0,47070.0,45661.0
산청군 - 교원1인당 학생수＜br＞(A÷B),Statistics,8.21,8.28,8.2,7.83,7.59,7.3,7.17,6.88,6.41,6.26,6.47,6.06,6.21,6.02,5.78,5.47,5.15
산청군 - 교원수＜br＞(B),Statistics,417.0,415.0,415.0,422.0,435.0,441.0,436.0,437.0,445.0,446.0,416.0,430.0,408.0,406.0,402.0,410.0,407.0
산청군 - 재적학생수＜br＞(A),Statistics,3425.0,3438.0,3402.0,3305.0,3300.0,3220.0,3124.0,3008.0,2854.0,2793.0,2691.0,2606.0,2533.0,2443.0,2324.0,2241.0,2096.0
삼척시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.91,19.84,19.75,19.86,19.64,19.56,19.31,19.01,18.52,18.0,17.59,17.34,16.63,16.63,16.46,16.26,15.95
삼척시 - 교원수＜br＞(B),Statistics,955.0,969.0,977.0,969.0,989.0,993.0,1003.0,996.0,987.0,984.0,982.0,978.0,973.0,940.0,923.0,888.0,876.0
삼척시 - 재적학생수＜br＞(A),Statistics,21877.0,19222.0,19298.0,19247.0,19422.0,19423.0,19363.0,18935.0,18278.0,17708.0,17278.0,16958.0,16178.0,15631.0,15195.0,14441.0,13973.0
상주시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.23,17.47,16.8,16.2,15.78,11.11,10.78,10.39,10.07,9.71,9.45,9.04,8.58,8.25,7.79,10.44,9.96
상주시 - 교원수＜br＞(B),Statistics,1280.0,1270.0,1271.0,1267.0,1235.0,1135.0,1138.0,1141.0,1137.0,1131.0,1111.0,1107.0,1117.0,1133.0,1174.0,1230.0,1245.0
상주시 - 재적학생수＜br＞(A),Statistics,23336.0,22192.0,21355.0,20520.0,19484.0,12611.0,12263.0,11854.0,11454.0,10986.0,10502.0,10012.0,9588.0,9344.0,9141.0,12846.0,12399.0
서구 - 교원1인당 학생수＜br＞(A÷B),Statistics,17.42,16.6,16.15,15.5,14.32,13.78,13.14,12.73,12.48,12.08,11.86,11.57,10.91,11.0,10.72,14.21,14.15
서구 - 교원수＜br＞(B),Statistics,1088.0,1092.0,1057.0,1034.0,1038.0,1010.0,1002.0,974.0,933.0,907.0,884.0,864.0,876.0,869.0,870.0,1348.0,1332.0
서구 - 재적학생수＜br＞(A),Statistics,18952.0,18132.0,17072.0,16032.0,14867.0,13918.0,13163.0,12403.0,11648.0,10956.0,10486.0,10000.0,9560.0,9558.0,9328.0,19153.0,18852.0
서귀포시 - 교원1인당 학생수＜br＞(A÷B),Statistics,15.98,15.6,14.97,14.38,13.66,12.69,12.14,11.79,11.61,11.74,11.36,11.23,10.95,10.98,10.74,10.28,9.79
서귀포시 - 교원수＜br＞(B),Statistics,1574.0,1563.0,1577.0,1590.0,1602.0,1652.0,1663.0,1694.0,1716.0,1693.0,1756.0,1750.0,1768.0,1797.0,1867.0,1921.0,1958.0
서귀포시 - 재적학생수＜br＞(A),Statistics,25147.0,24390.0,23611.0,22863.0,21888.0,20969.0,20188.0,19977.0,19915.0,19880.0,19950.0,19660.0,19356.0,19732.0,20053.0,19756.0,19172.0
서대문구 - 교원1인당 학생수＜br＞(A÷B),Statistics,25.52,25.14,24.71,24.04,23.02,22.31,21.96,21.24,20.54,19.58,19.37,19.74,19.75,19.62,19.28,19.27,19.31
서대문구 - 교원수＜br＞(B),Statistics,4611.0,4588.0,4595.0,4600.0,4716.0,4829.0,4819.0,4793.0,4891.0,5075.0,5092.0,5000.0,4997.0,5049.0,5087.0,4711.0,4657.0
서대문구 - 재적학생수＜br＞(A),Statistics,117668.0,115341.0,113546.0,110583.0,108548.0,107748.0,105837.0,101806.0,100468.0,99382.0,98644.0,98721.0,98693.0,99063.0,98058.0,90768.0,89923.0
서산시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.27,20.81,20.38,19.96,19.49,18.92,17.75,17.58,17.0,16.7,15.54,15.76,15.41,14.93,14.56,13.11,12.82
서산시 - 교원수＜br＞(B),Statistics,1747.0,1780.0,1807.0,1818.0,1825.0,1860.0,1954.0,1918.0,1929.0,1919.0,2022.0,1955.0,1977.0,2043.0,2074.0,2055.0,2047.0
서산시 - 재적학생수＜br＞(A),Statistics,37159.0,37036.0,36835.0,36290.0,35578.0,35196.0,34678.0,33721.0,32788.0,32044.0,31421.0,30807.0,30457.0,30492.0,30197.0,26934.0,26243.0
서울특별시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.78,21.1,20.43,19.64,19.01,18.3,17.94,17.4,16.94,16.58,16.21,16.03,15.84,15.67,15.33,14.96,14.98
서울특별시 - 교원수＜br＞(B),Statistics,90461.0,91716.0,93334.0,94566.0,95938.0,96762.0,96520.0,96635.0,96185.0,95770.0,95398.0,94010.0,93406.0,92882.0,92977.0,90561.0,89165.0
서울특별시 - 재적학생수＜br＞(A),Statistics,1970346.0,1935551.0,1906491.0,1856823.0,1823696.0,1770749.0,1731660.0,1681048.0,1629305.0,1587612.0,1546841.0,1507375.0,1479479.0,1455703.0,1425037.0,1354363.0,1335257.0
서천군 - 교원1인당 학생수＜br＞(A÷B),Statistics,11.51,11.33,10.99,10.26,9.84,9.38,9.09,8.84,8.34,7.9,7.2,6.86,6.81,6.34,6.07,5.77,5.59
서천군 - 교원수＜br＞(B),Statistics,659.0,639.0,642.0,660.0,664.0,664.0,654.0,635.0,636.0,623.0,648.0,630.0,609.0,639.0,647.0,655.0,640.0
서천군 - 재적학생수＜br＞(A),Statistics,7585.0,7242.0,7055.0,6772.0,6535.0,6231.0,5946.0,5615.0,5302.0,4923.0,4663.0,4321.0,4145.0,4051.0,3926.0,3782.0,3578.0
서초구 - 교원1인당 학생수＜br＞(A÷B),Statistics,15.35,14.83,14.96,14.43,13.86,13.33,12.99,12.79,12.34,12.14,11.73,11.44,11.28,11.2,10.91,10.48,10.39
서초구 - 교원수＜br＞(B),Statistics,3732.0,3826.0,3866.0,3966.0,4015.0,4114.0,4180.0,4245.0,4299.0,4333.0,4374.0,4351.0,4309.0,4330.0,4356.0,4383.0,4341.0
서초구 - 재적학생수＜br＞(A),Statistics,57284.0,56756.0,57825.0,57237.0,55653.0,54833.0,54317.0,54288.0,53041.0,52582.0,51320.0,49771.0,48613.0,48477.0,47543.0,45917.0,45116.0
성남시 - 교원1인당 학생수＜br＞(A÷B),Statistics,23.18,22.26,21.44,20.35,19.81,19.21,18.42,18.27,17.69,16.93,16.58,16.43,16.07,15.79,15.3,15.53,15.28
성남시 - 교원수＜br＞(B),Statistics,8515.0,8586.0,9003.0,9305.0,9584.0,9700.0,9840.0,9666.0,9660.0,9825.0,9768.0,9518.0,9493.0,9518.0,9685.0,9225.0,9288.0
성남시 - 재적학생수＜br＞(A),Statistics,197405.0,191098.0,193025.0,189351.0,189889.0,186290.0,181258.0,176589.0,170898.0,166326.0,161959.0,156409.0,152569.0,150295.0,148143.0,143254.0,141908.0
성동구 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.42,21.36,20.58,19.5,18.78,18.73,18.08,17.45,17.28,17.23,16.57,16.51,16.71,16.41,16.11,15.88,15.97
성동구 - 교원수＜br＞(B),Statistics,3091.0,3144.0,3192.0,3282.0,3324.0,3227.0,3249.0,3247.0,3278.0,3257.0,3350.0,3288.0,3158.0,3148.0,3152.0,3141.0,3065.0
성동구 - 재적학생수＜br＞(A),Statistics,69288.0,67158.0,65692.0,64010.0,62434.0,60434.0,58735.0,56673.0,56649.0,56128.0,55521.0,54277.0,52763.0,51649.0,50768.0,49867.0,48956.0
성북구 - 교원1인당 학생수＜br＞(A÷B),Statistics,25.76,25.22,24.89,24.36,23.68,22.7,22.93,22.29,21.62,21.59,21.3,21.28,20.99,20.48,20.1,19.75,19.84
성북구 - 교원수＜br＞(B),Statistics,5852.0,5987.0,6051.0,6146.0,6293.0,6476.0,6296.0,6318.0,6356.0,6229.0,6228.0,6139.0,6141.0,6223.0,6215.0,6107.0,6045.0
성북구 - 재적학생수＜br＞(A),Statistics,150745.0,150987.0,150595.0,149709.0,149000.0,146983.0,144383.0,140838.0,137409.0,134510.0,132643.0,130633.0,128923.0,127456.0,124945.0,120600.0,119938.0
성주군 - 교원1인당 학생수＜br＞(A÷B),Statistics,11.22,10.73,10.06,9.57,8.92,8.76,8.2,7.98,7.77,7.57,7.41,6.92,6.74,6.56,6.12,5.99,5.9
성주군 - 교원수＜br＞(B),Statistics,434.0,435.0,438.0,436.0,436.0,421.0,432.0,419.0,406.0,395.0,386.0,402.0,399.0,390.0,404.0,398.0,398.0
성주군 - 재적학생수＜br＞(A),Statistics,4870.0,4666.0,4405.0,4174.0,3890.0,3689.0,3544.0,3342.0,3154.0,2990.0,2860.0,2780.0,2691.0,2559.0,2471.0,2383.0,2347.0
세종특별자치시 - 교원1인당 학생수＜br＞(A÷B),Statistics,,,,,,23.6,20.15,17.74,16.27,15.28,14.65,14.26,13.9,13.65,13.22,13.03,13.19
세종특별자치시 - 교원수＜br＞(B),Statistics,,,,,,1751.0,2151.0,3009.0,3746.0,4315.0,4986.0,5460.0,5859.0,6135.0,6518.0,6740.0,6705.0
세종특별자치시 - 재적학생수＜br＞(A),Statistics,,,,,,41328.0,43340.0,53376.0,60952.0,65937.0,73067.0,77844.0,81449.0,83743.0,86198.0,87834.0,88422.0
속초시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.55,21.55,21.34,20.97,19.86,17.96,16.45,15.22,13.96,13.65,13.14,12.62,12.32,12.07,11.95,11.73,11.22
속초시 - 교원수＜br＞(B),Statistics,818.0,826.0,810.0,796.0,789.0,796.0,777.0,764.0,751.0,724.0,722.0,720.0,704.0,714.0,713.0,706.0,714.0
속초시 - 재적학생수＜br＞(A),Statistics,18447.0,17803.0,17289.0,16690.0,15666.0,14295.0,12785.0,11625.0,10482.0,9885.0,9490.0,9084.0,8674.0,8621.0,8519.0,8279.0,8010.0
송파구 - 교원1인당 학생수＜br＞(A÷B),Statistics,19.77,19.46,18.6,17.84,17.03,16.23,15.86,15.08,14.46,14.14,13.59,13.16,12.93,12.96,12.67,12.41,12.26
송파구 - 교원수＜br＞(B),Statistics,4986.0,5251.0,5357.0,5413.0,5468.0,5487.0,5466.0,5469.0,5450.0,5451.0,5491.0,5514.0,5472.0,5402.0,5504.0,5509.0,5484.0
송파구 - 재적학생수＜br＞(A),Statistics,98550.0,102199.0,99631.0,96587.0,93093.0,89058.0,86701.0,82479.0,78790.0,77057.0,74622.0,72581.0,70765.0,69991.0,69743.0,68343.0,67216.0
수성구 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.85,21.15,20.74,19.74,18.81,17.8,17.18,16.48,15.87,15.11,14.39,13.68,13.67,13.33,13.06,13.06,13.31
수성구 - 교원수＜br＞(B),Statistics,4352.0,4439.0,4511.0,4617.0,4706.0,4820.0,4845.0,4880.0,4884.0,4857.0,4813.0,4774.0,4634.0,4643.0,4603.0,4507.0,4400.0
수성구 - 재적학생수＜br＞(A),Statistics,95079.0,93897.0,93577.0,91126.0,88537.0,85799.0,83253.0,80435.0,77509.0,73386.0,69272.0,65332.0,63368.0,61882.0,60109.0,58870.0,58546.0
수영구 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.84,18.4,17.78,16.86,16.03,15.62,14.85,14.44,14.14,13.81,13.24,13.0,12.89,12.54,12.46,12.18,12.12
수영구 - 교원수＜br＞(B),Statistics,1153.0,1140.0,1118.0,1132.0,1135.0,1121.0,1114.0,1102.0,1074.0,1070.0,1074.0,1049.0,1030.0,1028.0,1017.0,1029.0,1030.0
수영구 - 재적학생수＜br＞(A),Statistics,21726.0,20976.0,19882.0,19080.0,18191.0,17514.0,16544.0,15913.0,15182.0,14778.0,14220.0,13632.0,13275.0,12887.0,12675.0,12531.0,12487.0
수원시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.24,21.4,21.1,19.94,19.16,18.42,17.55,17.35,16.82,16.46,16.06,15.61,15.23,14.88,14.52,14.22,13.84
수원시 - 교원수＜br＞(B),Statistics,11792.0,12035.0,11388.0,11695.0,11997.0,12405.0,12823.0,12745.0,12811.0,12774.0,12813.0,12786.0,12797.0,12825.0,12820.0,13683.0,13862.0
수원시 - 재적학생수＜br＞(A),Statistics,262207.0,257493.0,240323.0,233211.0,229892.0,228553.0,225090.0,221157.0,215506.0,210232.0,205724.0,199608.0,194843.0,190772.0,186118.0,194557.0,191809.0
순창군 - 교원1인당 학생수＜br＞(A÷B),Statistics,9.18,8.95,8.83,8.13,7.78,7.61,7.4,7.11,6.93,6.78,6.5,6.24,6.0,5.58,5.53,5.12,5.11
순창군 - 교원수＜br＞(B),Statistics,369.0,372.0,373.0,392.0,393.0,393.0,401.0,407.0,406.0,401.0,404.0,407.0,409.0,424.0,412.0,431.0,419.0
순창군 - 재적학생수＜br＞(A),Statistics,3386.0,3328.0,3292.0,3185.0,3059.0,2991.0,2969.0,2892.0,2815.0,2717.0,2627.0,2540.0,2454.0,2364.0,2277.0,2207.0,2140.0
순천시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.78,21.53,21.67,20.94,20.23,19.7,18.75,18.12,17.68,17.22,16.18,15.56,15.04,14.5,14.03,13.77,13.33
순천시 - 교원수＜br＞(B),Statistics,3546.0,3518.0,3438.0,3450.0,3440.0,3459.0,3530.0,3543.0,3528.0,3467.0,3583.0,3621.0,3644.0,3695.0,3721.0,3678.0,3718.0
순천시 - 재적학생수＜br＞(A),Statistics,77231.0,75731.0,74505.0,72235.0,69596.0,68138.0,66191.0,64193.0,62369.0,59714.0,57974.0,56331.0,54811.0,53570.0,52197.0,50653.0,49548.0
시흥시 - 교원1인당 학생수＜br＞(A÷B),Statistics,25.32,23.98,22.68,21.31,20.35,19.74,18.96,19.02,18.47,17.76,17.13,16.93,16.56,16.25,15.77,15.49,15.08
시흥시 - 교원수＜br＞(B),Statistics,3711.0,3857.0,4002.0,4140.0,4235.0,4238.0,4277.0,4155.0,4199.0,4307.0,4517.0,4693.0,4888.0,5163.0,5367.0,5513.0,5634.0
시흥시 - 재적학생수＜br＞(A),Statistics,93961.0,92483.0,90749.0,88222.0,86177.0,83659.0,81073.0,79009.0,77543.0,76475.0,77389.0,79433.0,80948.0,83920.0,84641.0,85411.0,84943.0
신안군 - 교원1인당 학생수＜br＞(A÷B),Statistics,6.19,6.0,6.0,5.65,5.4,5.15,4.99,4.88,4.98,4.56,4.4,4.23,4.03,3.98,3.77,3.55,3.39
신안군 - 교원수＜br＞(B),Statistics,526.0,519.0,499.0,506.0,505.0,511.0,509.0,493.0,464.0,485.0,489.0,496.0,502.0,499.0,496.0,498.0,499.0
신안군 - 재적학생수＜br＞(A),Statistics,3256.0,3116.0,2996.0,2860.0,2728.0,2632.0,2542.0,2405.0,2309.0,2211.0,2154.0,2096.0,2023.0,1985.0,1869.0,1769.0,1690.0
아산시 - 교원1인당 학생수＜br＞(A÷B),Statistics,26.11,25.15,24.99,23.98,23.62,22.31,21.27,20.35,19.51,18.81,18.3,18.14,17.98,17.43,17.01,18.02,17.26
아산시 - 교원수＜br＞(B),Statistics,3125.0,3381.0,3552.0,3791.0,3938.0,4113.0,4341.0,4513.0,4688.0,4833.0,4944.0,4977.0,5043.0,5203.0,5401.0,4943.0,5215.0
아산시 - 재적학생수＜br＞(A),Statistics,81582.0,85047.0,88774.0,90908.0,93026.0,91772.0,92344.0,91828.0,91450.0,90894.0,90480.0,90280.0,90659.0,90679.0,91883.0,89061.0,90007.0
안동시 - 교원1인당 학생수＜br＞(A÷B),Statistics,22.09,21.56,21.34,20.73,19.77,19.02,18.66,18.26,18.07,17.24,16.83,16.09,15.91,15.21,14.41,14.07,13.52
안동시 - 교원수＜br＞(B),Statistics,2036.0,2045.0,2056.0,2102.0,2108.0,2111.0,2109.0,2106.0,2093.0,2130.0,2129.0,2150.0,2136.0,2141.0,2168.0,2121.0,2144.0
안동시 - 재적학생수＜br＞(A),Statistics,44969.0,44098.0,43881.0,43582.0,41684.0,40155.0,39346.0,38459.0,37814.0,36722.0,35838.0,34594.0,33986.0,32559.0,31250.0,29853.0,28978.0
안산시 - 교원1인당 학생수＜br＞(A÷B),Statistics,25.07,23.87,22.8,21.48,20.8,20.12,19.15,18.44,17.99,17.43,16.97,16.71,16.3,15.94,15.33,15.25,14.84
안산시 - 교원수＜br＞(B),Statistics,6894.0,7063.0,7187.0,7423.0,7408.0,7384.0,7454.0,7390.0,7264.0,7143.0,6931.0,6696.0,6616.0,6587.0,6646.0,6494.0,6519.0
안산시 - 재적학생수＜br＞(A),Statistics,172837.0,168570.0,163885.0,159446.0,154054.0,148574.0,142728.0,136253.0,130699.0,124497.0,117647.0,111902.0,107872.0,104989.0,101910.0,99016.0,96769.0
안성시 - 교원1인당 학생수＜br＞(A÷B),Statistics,30.79,29.94,28.91,27.79,26.21,25.5,24.79,24.51,23.9,23.02,21.6,20.78,20.06,19.4,18.77,17.99,17.17
안성시 - 교원수＜br＞(B),Statistics,2025.0,2099.0,2185.0,2281.0,2371.0,2422.0,2436.0,2403.0,2379.0,2374.0,2428.0,2414.0,2426.0,2399.0,2382.0,2314.0,2374.0
안성시 - 재적학생수＜br＞(A),Statistics,62353.0,62837.0,63159.0,63382.0,62151.0,61766.0,60391.0,58889.0,56851.0,54641.0,52456.0,50161.0,48661.0,46546.0,44715.0,41627.0,40773.0
안양시 - 교원1인당 학생수＜br＞(A÷B),Statistics,25.0,23.95,23.68,22.46,21.43,20.93,20.24,19.7,19.27,18.95,18.86,18.16,17.84,17.42,17.28,17.14,16.62
안양시 - 교원수＜br＞(B),Statistics,6181.0,6287.0,6234.0,6335.0,6385.0,6319.0,6293.0,6176.0,6002.0,5903.0,5659.0,5598.0,5542.0,5553.0,5485.0,5448.0,5535.0
안양시 - 재적학생수＜br＞(A),Statistics,154510.0,150593.0,147625.0,142310.0,136810.0,132256.0,127395.0,121655.0,115680.0,111843.0,106748.0,101670.0,98896.0,96739.0,94765.0,93354.0,91980.0
양구군 - 교원1인당 학생수＜br＞(A÷B),Statistics,10.35,9.95,9.31,9.33,9.48,9.08,8.86,8.48,8.28,7.93,7.49,7.31,7.18,7.19,6.92,6.63,6.41
양구군 - 교원수＜br＞(B),Statistics,288.0,288.0,314.0,317.0,326.0,337.0,341.0,351.0,344.0,344.0,351.0,350.0,342.0,330.0,336.0,339.0,341.0
양구군 - 재적학생수＜br＞(A),Statistics,2982.0,2867.0,2923.0,2958.0,3091.0,3061.0,3020.0,2978.0,2850.0,2727.0,2629.0,2560.0,2457.0,2372.0,2326.0,2247.0,2187.0
양산시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.73,20.55,19.94,19.16,17.96,17.55,17.23,16.6,16.35,16.22,16.0,15.81,15.49,15.19,14.7,13.36,13.19
양산시 - 교원수＜br＞(B),Statistics,2481.0,2574.0,2638.0,2746.0,2876.0,2924.0,2984.0,3111.0,3188.0,3269.0,3423.0,3481.0,3547.0,3647.0,3761.0,4212.0,4261.0
양산시 - 재적학생수＜br＞(A),Statistics,53921.0,52883.0,52611.0,52625.0,51660.0,51302.0,51413.0,51655.0,52133.0,53020.0,54772.0,55019.0,54953.0,55393.0,55278.0,56261.0,56218.0
양양군 - 교원1인당 학생수＜br＞(A÷B),Statistics,11.08,10.17,9.84,9.61,9.36,8.59,8.25,7.71,7.36,7.03,6.74,6.77,6.89,7.09,6.71,6.17,6.28
양양군 - 교원수＜br＞(B),Statistics,305.0,317.0,316.0,316.0,306.0,320.0,317.0,325.0,322.0,323.0,320.0,310.0,295.0,288.0,289.0,298.0,285.0
양양군 - 재적학생수＜br＞(A),Statistics,3379.0,3224.0,3108.0,3036.0,2863.0,2748.0,2615.0,2506.0,2371.0,2272.0,2157.0,2098.0,2034.0,2043.0,1940.0,1840.0,1791.0
양주시 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.47,21.05,20.36,19.77,19.79,19.74,19.17,19.13,18.79,18.54,18.13,18.11,18.11,17.37,16.78,16.71,16.76
양주시 - 교원수＜br＞(B),Statistics,1401.0,1467.0,1596.0,1736.0,1802.0,1835.0,1943.0,2006.0,2039.0,2091.0,2169.0,2212.0,2275.0,2433.0,2525.0,2651.0,2842.0
양주시 - 재적학생수＜br＞(A),Statistics,30074.0,30877.0,32488.0,34314.0,35666.0,36230.0,37242.0,38373.0,38320.0,38774.0,39321.0,40057.0,41195.0,42271.0,42382.0,44287.0,47645.0
양천구 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.18,19.99,19.38,18.24,17.39,16.66,16.2,15.57,15.08,14.59,14.12,13.71,13.46,13.45,13.12,12.76,12.86
양천구 - 교원수＜br＞(B),Statistics,4120.0,4241.0,4250.0,4332.0,4391.0,4380.0,4311.0,4322.0,4293.0,4297.0,4254.0,4205.0,4181.0,4128.0,4112.0,4078.0,3961.0
양천구 - 재적학생수＜br＞(A),Statistics,87278.0,84774.0,82375.0,78995.0,76363.0,72966.0,69823.0,67282.0,64758.0,62713.0,60063.0,57631.0,56265.0,55528.0,53936.0,52043.0,50954.0
양평군 - 교원1인당 학생수＜br＞(A÷B),Statistics,14.53,14.01,13.76,13.67,13.41,13.25,12.69,12.91,12.74,12.25,11.76,11.25,10.69,10.66,10.28,9.7,9.35
양평군 - 교원수＜br＞(B),Statistics,923.0,943.0,944.0,956.0,970.0,985.0,1033.0,1016.0,1024.0,1056.0,1079.0,1101.0,1122.0,1117.0,1143.0,1172.0,1197.0
양평군 - 재적학생수＜br＞(A),Statistics,13407.0,13210.0,12989.0,13071.0,13007.0,13052.0,13108.0,13116.0,13043.0,12935.0,12686.0,12390.0,11989.0,11906.0,11749.0,11363.0,11195.0
여수시 - 교원1인당 학생수＜br＞(A÷B),Statistics,18.26,17.85,17.61,16.94,16.29,15.77,15.23,15.08,14.15,14.08,13.59,12.96,12.44,12.16,11.84,11.65,11.36
여수시 - 교원수＜br＞(B),Statistics,3279.0,3256.0,3170.0,3158.0,3140.0,3115.0,3109.0,3031.0,3100.0,3014.0,3028.0,3064.0,3078.0,3085.0,3115.0,3121.0,3129.0
여수시 - 재적학생수＜br＞(A),Statistics,59884.0,58107.0,55808.0,53510.0,51151.0,49113.0,47337.0,45710.0,43860.0,42427.0,41147.0,39695.0,38287.0,37514.0,36892.0,36368.0,35554.0
여주시 - 교원1인당 학생수＜br＞(A÷B),Statistics,,,,,,,18.39,18.03,17.73,16.61,16.17,15.3,14.87,13.89,12.89,12.22,11.12
여주시 - 교원수＜br＞(B),Statistics,,,,,,,1312.0,1301.0,1277.0,1308.0,1306.0,1332.0,1325.0,1324.0,1346.0,1332.0,1345.0
여주시 - 재적학생수＜br＞(A),Statistics,,,,,,,24122.0,23451.0,22643.0,21728.0,21122.0,20385.0,19705.0,18389.0,17356.0,16271.0,14957.0
연수구 - 교원1인당 학생수＜br＞(A÷B),Statistics,21.03,20.29,20.95,21.61,21.19,20.91,19.64,18.91,18.12,17.85,17.18,16.62,16.44,16.27,16.1,16.32,16.32
