item,category,2016,2017,2018,2019,2020,2021,2022,2023
경기 동두천시 - 화재 - 등급,Statistics,2.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0
경기 부천시 - 감염병 - 등급,Statistics,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0
경기 부천시 - 교통사고 - 등급,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
경기 부천시 - 범죄 - 등급,Statistics,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
경기 부천시 - 생활안전 - 등급,Statistics,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
경기 부천시 - 자살 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 부천시 - 화재 - 등급,Statistics,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0
경기 성남시 - 감염병 - 등급,Statistics,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0
경기 성남시 - 교통사고 - 등급,Statistics,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
경기 성남시 - 범죄 - 등급,Statistics,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0
경기 성남시 - 생활안전 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
경기 성남시 - 자살 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
경기 성남시 - 화재 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
경기 수원시 - 감염병 - 등급,Statistics,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
경기 수원시 - 교통사고 - 등급,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
경기 수원시 - 범죄 - 등급,Statistics,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0
경기 수원시 - 생활안전 - 등급,Statistics,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
경기 수원시 - 자살 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 수원시 - 화재 - 등급,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
경기 시흥시 - 감염병 - 등급,Statistics,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
경기 시흥시 - 교통사고 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 시흥시 - 범죄 - 등급,Statistics,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
경기 시흥시 - 생활안전 - 등급,Statistics,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
경기 시흥시 - 자살 - 등급,Statistics,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 시흥시 - 화재 - 등급,Statistics,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0
경기 안산시 - 감염병 - 등급,Statistics,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0
경기 안산시 - 교통사고 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 안산시 - 범죄 - 등급,Statistics,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
경기 안산시 - 생활안전 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
경기 안산시 - 자살 - 등급,Statistics,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
경기 안산시 - 화재 - 등급,Statistics,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
경기 안성시 - 감염병 - 등급,Statistics,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
경기 안성시 - 교통사고 - 등급,Statistics,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0
경기 안성시 - 범죄 - 등급,Statistics,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
경기 안성시 - 생활안전 - 등급,Statistics,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
경기 안성시 - 자살 - 등급,Statistics,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
