item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
천안시 - 조혼인율 (천명당),Statistics,7.3,6.9,7.1,7.8,7.6,8.6,8.5,7.8,7.1,7.6,7.9,7.8,7.2,6.9,7.1,7.0,6.3,6.4,5.7,5.1,4.6,4.2,4.4,4.9
철원군 - 조혼인율 (천명당),Statistics,5.8,4.9,5.7,5.2,5.5,5.9,6.0,5.7,5.8,5.5,5.2,6.2,5.3,5.8,6.0,6.1,5.8,6.2,5.5,4.6,4.3,4.2,3.9,4.8
청도군 - 조혼인율 (천명당),Statistics,4.6,3.9,3.8,3.9,4.6,4.7,5.0,4.7,4.1,4.1,4.0,4.2,4.6,3.8,3.5,3.3,2.8,3.0,2.5,2.1,1.7,2.1,2.2,1.9
청송군 - 조혼인율 (천명당),Statistics,4.5,4.3,4.1,3.9,4.2,4.3,5.4,4.5,4.2,4.5,5.0,3.6,4.2,4.4,3.9,4.3,3.5,3.4,3.2,2.5,2.6,2.7,2.4,2.1
청양군 - 조혼인율 (천명당),Statistics,4.3,4.7,4.0,4.9,4.3,4.3,4.9,4.2,4.9,4.7,4.5,4.3,3.8,4.0,3.5,3.5,3.3,2.9,2.9,2.3,2.3,2.2,2.6,2.7
청원구 - 조혼인율 (천명당),Statistics,,,,,,,,,,,,,,8.0,8.2,7.8,7.1,6.7,6.4,5.4,4.7,5.0,4.8,5.0
청원군 - 조혼인율 (천명당),Statistics,6.5,6.6,6.1,6.1,6.1,7.8,8.7,7.8,6.9,7.3,8.0,8.1,7.5,,,,,,,,,,,
청주시 - 조혼인율 (천명당),Statistics,6.9,6.5,6.2,6.2,5.9,6.4,6.8,6.5,5.8,6.2,6.6,6.2,6.4,6.2,6.2,5.8,5.5,5.3,5.0,4.7,4.1,4.2,4.3,4.8
춘천시 - 조혼인율 (천명당),Statistics,5.7,5.6,5.4,5.2,5.3,5.6,5.9,5.9,5.4,5.8,5.6,5.4,5.3,4.9,5.1,4.8,4.6,4.5,4.3,3.7,3.7,3.7,3.6,4.3
충주시 - 조혼인율 (천명당),Statistics,6.1,5.5,5.2,5.3,5.0,5.5,5.9,6.2,5.2,5.4,5.1,5.1,5.6,4.9,5.2,4.5,4.6,4.8,4.2,3.9,3.6,3.8,3.6,4.0
충청남도 - 조혼인율 (천명당),Statistics,5.8,5.4,5.5,5.9,6.2,6.8,6.9,6.7,6.3,6.4,6.4,6.4,6.2,5.9,6.0,5.7,5.2,5.2,4.7,4.0,3.8,3.8,3.9,4.3
충청북도 - 조혼인율 (천명당),Statistics,6.2,5.8,5.6,5.7,5.6,6.2,6.6,6.3,5.7,6.0,6.2,6.0,6.0,5.6,5.6,5.3,5.0,4.9,4.6,4.2,3.7,3.9,3.9,4.3
칠곡군 - 조혼인율 (천명당),Statistics,9.4,7.7,8.0,8.1,8.2,8.7,10.0,9.2,8.0,10.0,10.5,7.9,7.4,7.0,8.2,7.8,6.7,5.5,4.4,3.5,3.2,3.3,3.3,3.7
태백시 - 조혼인율 (천명당),Statistics,5.8,5.3,4.9,5.7,6.4,6.3,6.8,5.8,6.5,6.2,5.9,5.0,4.9,4.9,4.6,4.2,4.6,3.6,3.9,3.5,2.1,2.5,3.2,3.5
태안군 - 조혼인율 (천명당),Statistics,5.3,5.1,4.3,5.1,5.1,5.7,5.8,5.7,5.3,5.1,4.8,5.3,4.6,4.8,4.7,4.3,3.8,3.6,4.2,3.3,3.5,3.6,2.9,3.8
통영시 - 조혼인율 (천명당),Statistics,5.7,5.4,5.5,5.9,6.2,6.6,7.8,8.2,7.6,8.0,7.6,6.7,6.3,5.9,5.8,5.3,4.3,4.1,3.4,3.1,2.7,2.9,2.3,2.5
파주시 - 조혼인율 (천명당),Statistics,7.1,5.9,5.9,5.9,6.7,7.3,7.2,6.9,6.0,6.6,6.9,6.7,6.2,6.2,6.1,5.5,5.4,5.3,4.7,4.1,4.0,4.1,3.6,4.0
팔달구 - 조혼인율 (천명당),Statistics,8.9,8.9,8.3,8.0,7.8,8.2,8.9,8.0,7.5,7.8,7.6,7.5,7.1,6.9,6.5,6.6,6.0,5.8,5.1,4.4,4.9,4.9,5.5,6.0
평창군 - 조혼인율 (천명당),Statistics,5.0,4.3,4.4,4.9,5.8,5.1,5.5,5.7,5.0,4.5,5.2,4.8,4.7,3.8,4.5,4.3,4.3,3.9,3.1,3.0,2.7,2.8,3.3,2.7
평택시 - 조혼인율 (천명당),Statistics,7.1,6.5,6.5,6.9,7.3,7.9,7.9,7.3,6.6,6.6,6.9,6.9,7.0,6.6,6.4,6.3,6.1,6.0,6.1,5.5,5.3,5.1,5.4,5.7
포천군 - 조혼인율 (천명당),Statistics,7.0,6.2,,,,,,,,,,,,,,,,,,,,,,
포천시 - 조혼인율 (천명당),Statistics,,,6.2,6.3,6.8,6.5,6.4,6.3,5.5,6.3,5.6,5.9,5.8,5.4,4.9,4.9,4.8,4.8,4.3,3.9,3.5,4.1,3.8,4.1
포항시 - 조혼인율 (천명당),Statistics,5.6,5.2,5.1,5.1,5.0,5.7,5.9,6.0,5.9,6.3,6.3,6.4,6.5,5.9,5.8,5.0,4.7,4.5,4.3,3.7,3.7,3.5,3.6,4.5
하남시 - 조혼인율 (천명당),Statistics,6.3,5.7,5.8,6.4,6.6,6.7,7.2,6.2,6.5,6.4,6.0,5.8,5.5,5.5,5.7,6.0,5.4,5.6,5.0,4.8,5.3,4.3,4.4,4.6
하동군 - 조혼인율 (천명당),Statistics,4.7,4.1,4.5,4.8,4.6,5.1,5.7,4.6,4.8,4.8,4.4,4.0,4.0,3.8,4.0,3.7,2.4,2.9,3.2,2.4,2.1,2.1,2.5,2.3
함안군 - 조혼인율 (천명당),Statistics,5.9,5.6,5.5,5.7,5.9,6.2,7.3,6.7,5.6,5.7,5.6,5.5,5.7,6.0,5.3,4.7,4.1,3.2,3.3,2.7,2.1,2.0,2.3,2.2
함양군 - 조혼인율 (천명당),Statistics,4.5,3.9,4.0,4.2,4.3,6.3,5.1,4.3,4.3,5.1,4.1,3.9,4.2,3.6,3.7,3.1,2.7,3.0,2.9,2.1,1.8,2.4,2.4,1.8
함평군 - 조혼인율 (천명당),Statistics,4.4,3.7,4.7,4.4,4.0,4.2,5.0,4.7,4.9,4.3,3.6,3.9,4.2,3.8,3.1,3.4,2.8,3.6,3.0,2.6,1.9,2.5,2.2,2.8
합천군 - 조혼인율 (천명당),Statistics,4.4,3.7,3.6,4.1,4.2,4.6,4.4,4.0,3.5,4.1,4.3,3.8,4.5,3.2,3.0,2.5,3.1,2.8,2.7,1.9,1.7,2.1,2.3,2.1
해남군 - 조혼인율 (천명당),Statistics,4.7,4.0,3.8,4.5,4.8,5.6,4.6,4.5,4.1,4.4,4.4,4.7,4.5,4.1,3.9,3.3,3.7,3.9,3.7,3.4,2.3,2.8,2.7,3.0
해운대구 - 조혼인율 (천명당),Statistics,5.2,5.1,4.9,4.9,4.6,5.3,5.7,5.1,4.8,5.4,5.2,5.4,5.2,4.6,4.9,4.2,3.8,3.6,3.6,3.3,2.9,2.7,2.7,3.1
홍성군 - 조혼인율 (천명당),Statistics,4.3,3.9,4.3,4.7,5.1,5.3,5.4,5.0,4.4,5.1,4.6,4.9,4.6,4.5,4.9,5.4,4.9,4.9,4.1,3.5,3.0,3.3,3.3,3.4
홍천군 - 조혼인율 (천명당),Statistics,5.4,4.9,4.9,5.8,5.7,6.7,6.3,5.6,5.1,5.0,5.1,5.1,4.5,5.2,4.8,4.4,4.6,4.5,3.7,3.3,3.5,3.4,3.8,3.6
화성시 - 조혼인율 (천명당),Statistics,7.1,7.1,6.7,8.0,8.9,8.7,9.8,9.6,8.4,7.9,7.7,7.5,6.8,6.4,7.0,6.9,6.6,6.8,6.1,5.5,5.0,4.6,5.0,5.9
화순군 - 조혼인율 (천명당),Statistics,7.2,7.1,6.3,6.1,5.1,5.2,5.7,5.9,5.3,5.3,4.9,4.8,4.5,4.2,3.7,3.4,3.8,3.2,3.2,3.2,3.0,2.9,3.0,3.3
화천군 - 조혼인율 (천명당),Statistics,6.5,5.7,4.7,6.8,7.0,7.0,6.8,6.3,7.0,6.4,7.4,8.5,8.3,8.2,8.8,7.2,7.5,7.5,7.1,5.0,5.4,6.4,4.5,5.7
횡성군 - 조혼인율 (천명당),Statistics,4.5,4.7,5.4,5.0,5.4,5.6,4.9,5.5,4.6,4.6,4.1,4.4,4.4,4.7,3.8,3.7,3.8,3.8,4.0,2.8,2.5,2.3,2.7,2.9
흥덕구 - 조혼인율 (천명당),Statistics,7.5,6.8,6.4,6.2,6.2,6.5,7.2,7.0,6.1,6.6,7.1,6.7,6.8,6.4,6.5,6.2,5.9,5.6,5.7,5.3,4.6,4.8,4.7,5.9
