item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
보령시 - 사회복지시설수＜br＞(A),Statistics,5.0,6.0,7.0,10.0,13.0,13.0,15.0,17.0,15.0,16.0,17.0,17.0,18.0,18.0,16.0,16.0,19.0,18.0,18.0
보령시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,4.6,5.6,6.5,9.3,12.2,12.2,14.0,16.0,14.2,15.2,16.3,16.2,17.3,17.4,15.7,15.8,19.0,18.3,18.5
보령시 - 주민등록인구＜br＞(B),Statistics,108861.0,108056.0,107591.0,107637.0,106885.0,106754.0,107346.0,106421.0,105559.0,104938.0,104321.0,104754.0,103873.0,103198.0,101990.0,101114.0,100229.0,98408.0,97157.0
보성군 - 사회복지시설수＜br＞(A),Statistics,1.0,2.0,2.0,2.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,11.0
보성군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.8,3.8,3.9,3.9,8.0,10.2,16.4,18.8,19.1,17.2,17.4,17.6,18.0,18.3,18.7,16.9,17.3,17.8,28.6
보성군 - 주민등록인구＜br＞(B),Statistics,54288.0,53145.0,51948.0,50921.0,50004.0,49048.0,48792.0,47894.0,47050.0,46385.0,45882.0,45349.0,44469.0,43755.0,42803.0,41420.0,40482.0,39375.0,38471.0
보은군 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,2.0,6.0,7.0,8.0,8.0,9.0,9.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
보은군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,5.3,8.1,5.5,17.0,20.0,23.0,22.9,25.9,26.1,17.5,20.4,17.5,17.5,17.6,17.8,15.2,15.4,15.7,15.9
보은군 - 주민등록인구＜br＞(B),Statistics,38062.0,37114.0,36293.0,35354.0,35069.0,34845.0,34956.0,34717.0,34438.0,34318.0,34240.0,34296.0,34221.0,34053.0,33680.0,32949.0,32412.0,31878.0,31455.0
봉화군 - 사회복지시설수＜br＞(A),Statistics,1.0,1.0,1.0,1.0,3.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
봉화군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.7,2.7,2.8,2.9,8.7,17.5,17.4,11.7,14.7,14.8,17.6,17.7,17.9,18.0,18.3,18.7,19.1,19.5,19.9
봉화군 - 주민등록인구＜br＞(B),Statistics,37526.0,36599.0,35608.0,35046.0,34628.0,34297.0,34567.0,34192.0,33934.0,33894.0,34023.0,33808.0,33539.0,33259.0,32843.0,32150.0,31494.0,30762.0,30139.0
부산광역시 - 사회복지시설수＜br＞(A),Statistics,85.0,94.0,107.0,115.0,150.0,181.0,231.0,212.0,259.0,203.0,204.0,205.0,200.0,226.0,221.0,226.0,218.0,221.0,222.0
부산광역시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.3,2.6,3.0,3.2,4.2,5.1,6.5,6.0,7.3,5.8,5.8,5.8,5.7,6.5,6.4,6.6,6.4,6.6,6.7
부산광역시 - 주민등록인구＜br＞(B),Statistics,3666345.0,3638293.0,3611992.0,3587439.0,3564577.0,3543030.0,3567910.0,3550963.0,3538484.0,3527635.0,3519401.0,3513777.0,3498529.0,3470653.0,3441453.0,3413841.0,3391946.0,3350380.0,3317812.0
부산진구 - 사회복지시설수＜br＞(A),Statistics,3.0,3.0,2.0,3.0,4.0,6.0,13.0,9.0,15.0,12.0,15.0,11.0,10.0,11.0,11.0,12.0,13.0,13.0,12.0
부산진구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.7,0.7,0.5,0.7,1.0,1.5,3.3,2.3,3.8,3.1,3.9,2.9,2.7,3.0,3.0,3.4,3.6,3.7,3.4
부산진구 - 주민등록인구＜br＞(B),Statistics,405534.0,410610.0,405775.0,402359.0,400516.0,395689.0,395826.0,395044.0,392731.0,389765.0,387378.0,381572.0,376526.0,371703.0,362357.0,357880.0,359886.0,353159.0,355917.0
부안군 - 사회복지시설수＜br＞(A),Statistics,1.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,7.0,8.0,9.0,10.0,11.0,11.0,13.0,12.0
부안군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.5,3.1,6.3,4.8,4.9,5.0,6.7,8.5,10.2,10.1,8.7,12.3,14.0,16.0,18.4,20.6,21.1,25.6,24.0
부안군 - 주민등록인구＜br＞(B),Statistics,66766.0,65018.0,63243.0,61879.0,60872.0,60204.0,60138.0,59080.0,58869.0,59164.0,57534.0,56848.0,57005.0,56086.0,54441.0,53295.0,52140.0,50795.0,50094.0
부여군 - 사회복지시설수＜br＞(A),Statistics,4.0,6.0,5.0,5.0,9.0,8.0,11.0,10.0,9.0,10.0,13.0,17.0,18.0,20.0,19.0,19.0,20.0,16.0,20.0
부여군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,4.8,7.4,6.3,6.4,11.7,10.6,14.7,13.5,12.3,13.8,18.1,23.9,25.6,28.9,27.9,28.5,30.6,25.1,32.1
부여군 - 주민등록인구＜br＞(B),Statistics,83260.0,81430.0,79595.0,77916.0,76687.0,75564.0,75029.0,74004.0,73259.0,72547.0,71754.0,71143.0,70187.0,69086.0,68078.0,66740.0,65354.0,63774.0,62343.0
부천시 - 사회복지시설수＜br＞(A),Statistics,8.0,13.0,14.0,19.0,35.0,68.0,83.0,99.0,104.0,108.0,118.0,126.0,150.0,148.0,138.0,148.0,147.0,153.0,148.0
부천시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.9,1.5,1.6,2.2,4.0,7.8,9.5,11.3,12.0,12.5,13.8,14.8,17.6,17.4,16.4,17.8,18.0,19.0,18.7
부천시 - 주민등록인구＜br＞(B),Statistics,855697.0,855359.0,860020.0,864037.0,867678.0,869944.0,875204.0,872452.0,869944.0,863720.0,855586.0,848987.0,851380.0,850329.0,843768.0,829996.0,818383.0,806067.0,790128.0
부평구 - 사회복지시설수＜br＞(A),Statistics,10.0,11.0,13.0,21.0,31.0,41.0,57.0,59.0,65.0,82.0,85.0,91.0,85.0,83.0,87.0,83.0,87.0,89.0,89.0
부평구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.8,1.9,2.3,3.7,5.4,7.3,10.0,10.5,11.6,14.7,15.3,16.4,15.5,15.4,16.6,16.2,17.6,18.3,18.2
부평구 - 주민등록인구＜br＞(B),Statistics,557144.0,567347.0,570283.0,568905.0,569246.0,563920.0,567493.0,560936.0,559047.0,556985.0,556992.0,555844.0,549716.0,539941.0,524640.0,511577.0,494962.0,486765.0,489118.0
북구 - 사회복지시설수＜br＞(A),Statistics,4.0,4.0,4.0,5.0,11.0,12.0,18.0,15.0,17.0,17.0,18.0,16.0,15.0,16.0,13.0,15.0,15.0,16.0,16.0
북구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.2,1.2,1.2,1.5,3.4,3.8,5.8,4.9,5.4,5.5,5.9,5.2,4.8,5.3,4.4,5.2,5.3,5.6,5.7
북구 - 주민등록인구＜br＞(B),Statistics,333316.0,335699.0,330446.0,325302.0,318859.0,314227.0,312218.0,307988.0,312937.0,309719.0,306974.0,310484.0,310202.0,302924.0,296952.0,291132.0,283952.0,283211.0,278857.0
사상구 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,3.0,4.0,6.0,9.0,10.0,9.0,17.0,9.0,10.0,12.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0
사상구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.7,1.1,1.1,1.5,2.3,3.5,3.9,3.5,6.8,3.6,4.1,5.0,4.7,5.7,5.8,6.0,6.1,6.2,6.9
사상구 - 주민등록인구＜br＞(B),Statistics,282097.0,277481.0,271484.0,265512.0,260897.0,255274.0,257843.0,254413.0,250424.0,246797.0,242953.0,237711.0,232800.0,229219.0,223361.0,218094.0,212586.0,208298.0,203789.0
사천시 - 사회복지시설수＜br＞(A),Statistics,4.0,4.0,4.0,6.0,7.0,9.0,17.0,15.0,4.0,16.0,18.0,18.0,19.0,20.0,20.0,25.0,24.0,25.0,26.0
사천시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.6,3.6,3.6,5.3,6.2,8.0,14.9,13.1,3.5,13.7,15.5,15.6,16.5,17.5,17.6,22.3,21.6,22.7,23.8
사천시 - 주민등록인구＜br＞(B),Statistics,112670.0,111293.0,112300.0,112499.0,112828.0,112724.0,114148.0,114133.0,115321.0,116851.0,116485.0,115452.0,114912.0,114252.0,113888.0,111925.0,111105.0,109953.0,109369.0
사하구 - 사회복지시설수＜br＞(A),Statistics,7.0,7.0,9.0,9.0,11.0,11.0,15.0,12.0,19.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,15.0,16.0
사하구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.9,1.9,2.5,2.5,3.0,3.1,4.2,3.4,5.4,3.2,3.2,3.6,3.6,3.9,4.0,4.4,4.5,4.9,5.3
사하구 - 주민등록인구＜br＞(B),Statistics,374248.0,371909.0,366865.0,364693.0,365368.0,359800.0,358730.0,355443.0,352726.0,349110.0,343371.0,337781.0,334603.0,333301.0,327791.0,321004.0,311757.0,306003.0,301987.0
산청군 - 사회복지시설수＜br＞(A),Statistics,2.0,2.0,3.0,4.0,6.0,8.0,13.0,11.0,11.0,11.0,12.0,13.0,14.0,12.0,12.0,12.0,12.0,13.0,14.0
산청군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,5.4,5.5,8.4,11.3,17.1,22.9,36.5,30.9,30.8,30.6,33.5,36.0,38.8,33.0,33.4,33.9,34.4,37.8,41.1
산청군 - 주민등록인구＜br＞(B),Statistics,36849.0,36294.0,35704.0,35274.0,35043.0,34921.0,35591.0,35651.0,35691.0,35935.0,35849.0,36071.0,36098.0,36340.0,35952.0,35417.0,34857.0,34360.0,34028.0
삼척시 - 사회복지시설수＜br＞(A),Statistics,,2.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,10.0
삼척시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,2.7,5.6,7.1,7.0,8.3,8.3,8.3,8.3,8.2,8.3,9.9,10.1,10.2,10.2,11.9,13.8,15.8,15.8
삼척시 - 주민등록인구＜br＞(B),Statistics,74301.0,73134.0,71750.0,70791.0,70954.0,71935.0,72046.0,72312.0,72463.0,73023.0,72314.0,70839.0,69599.0,68514.0,68326.0,67228.0,65243.0,63429.0,63455.0
상주시 - 사회복지시설수＜br＞(A),Statistics,3.0,7.0,9.0,12.0,14.0,15.0,20.0,21.0,22.0,23.0,22.0,22.0,22.0,21.0,21.0,22.0,22.0,22.0,28.0
상주시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.7,6.3,8.3,11.3,13.3,14.1,18.9,20.1,21.1,22.3,21.4,21.5,21.6,20.8,20.9,21.8,22.6,23.0,29.5
상주시 - 주민등록인구＜br＞(B),Statistics,112585.0,110444.0,108280.0,106600.0,105381.0,106208.0,105607.0,104685.0,104182.0,103346.0,102892.0,102374.0,101799.0,100947.0,100297.0,100688.0,97228.0,95566.0,94823.0
서구 - 사회복지시설수＜br＞(A),Statistics,14.0,16.0,14.0,16.0,21.0,20.0,23.0,24.0,17.0,16.0,17.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,15.0
서구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,9.8,11.5,10.3,12.0,16.2,15.9,18.2,19.4,14.1,13.5,14.4,13.8,14.2,15.4,15.4,15.7,15.7,16.2,14.3
서구 - 주민등록인구＜br＞(B),Statistics,142460.0,139607.0,136226.0,132803.0,129385.0,125785.0,126040.0,123718.0,120828.0,118783.0,118115.0,115963.0,112973.0,110039.0,110534.0,108229.0,108135.0,105164.0,105192.0
서귀포시 - 사회복지시설수＜br＞(A),Statistics,5.0,10.0,13.0,15.0,15.0,17.0,19.0,22.0,22.0,25.0,22.0,28.0,28.0,28.0,29.0,28.0,29.0,29.0,23.0
서귀포시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,,8.4,9.8,9.8,11.2,12.4,14.3,14.3,16.1,13.9,17.0,16.4,15.7,16.0,15.4,15.9,15.8,12.4
서귀포시 - 주민등록인구＜br＞(B),Statistics,,,154895.0,153800.0,153120.0,152285.0,153716.0,153366.0,154057.0,155641.0,158512.0,164519.0,170932.0,178383.0,181245.0,181584.0,182169.0,183663.0,184770.0
서대문구 - 사회복지시설수＜br＞(A),Statistics,2.0,4.0,5.0,10.0,19.0,28.0,36.0,35.0,36.0,33.0,35.0,35.0,32.0,32.0,35.0,34.0,33.0,34.0,27.0
서대문구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.6,1.1,1.4,2.9,5.7,8.6,11.1,11.1,11.4,10.5,11.3,11.2,10.2,10.2,11.3,11.0,10.6,11.2,8.8
서대문구 - 주민등록인구＜br＞(B),Statistics,352071.0,349163.0,349020.0,348575.0,331688.0,327451.0,324541.0,314852.0,315113.0,314110.0,310376.0,312141.0,314194.0,312800.0,310313.0,309397.0,312173.0,304819.0,306337.0
서산시 - 사회복지시설수＜br＞(A),Statistics,3.0,4.0,4.0,4.0,9.0,13.0,19.0,17.0,20.0,21.0,25.0,26.0,28.0,27.0,28.0,28.0,32.0,34.0,36.0
서산시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.0,2.7,2.7,2.6,5.7,8.2,11.8,10.5,12.2,12.7,14.9,15.3,16.4,15.7,16.1,16.0,18.2,19.2,20.4
서산시 - 주민등록인구＜br＞(B),Statistics,150131.0,150294.0,150889.0,153569.0,156867.0,158886.0,160468.0,161489.0,163315.0,165837.0,167611.0,170099.0,170788.0,171678.0,174162.0,174690.0,175591.0,176645.0,176413.0
서울특별시 - 사회복지시설수＜br＞(A),Statistics,137.0,151.0,155.0,189.0,375.0,516.0,674.0,683.0,709.0,760.0,764.0,804.0,790.0,771.0,784.0,785.0,775.0,760.0,747.0
서울특별시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.3,1.5,1.5,1.9,3.7,5.1,6.5,6.7,7.0,7.5,7.6,8.0,8.0,7.8,8.0,8.1,8.0,8.0,7.9
서울특별시 - 주민등록인구＜br＞(B),Statistics,10173162.0,10167344.0,10181166.0,10192710.0,10200827.0,10208302.0,10312545.0,10249679.0,10195318.0,10143645.0,10103233.0,10022181.0,9930616.0,9857426.0,9765623.0,9729107.0,9668465.0,9509458.0,9428372.0
서천군 - 사회복지시설수＜br＞(A),Statistics,3.0,4.0,7.0,7.0,7.0,9.0,11.0,14.0,14.0,14.0,15.0,13.0,13.0,13.0,12.0,13.0,13.0,15.0,17.0
서천군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,4.6,6.2,11.2,11.4,11.6,15.0,18.3,23.5,23.8,24.0,26.0,22.8,23.2,23.6,22.3,24.6,25.1,29.6,34.0
서천군 - 주민등록인구＜br＞(B),Statistics,65650.0,64322.0,62629.0,61168.0,60507.0,60066.0,60085.0,59541.0,58920.0,58441.0,57713.0,56910.0,56012.0,55175.0,53922.0,52805.0,51866.0,50745.0,49964.0
서초구 - 사회복지시설수＜br＞(A),Statistics,1.0,1.0,2.0,2.0,7.0,11.0,15.0,15.0,16.0,14.0,13.0,13.0,12.0,12.0,9.0,10.0,10.0,11.0,11.0
서초구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.2,0.2,0.5,0.5,1.7,2.6,3.5,3.5,3.7,3.2,2.9,2.9,2.7,2.7,2.1,2.3,2.4,2.7,2.7
서초구 - 주민등록인구＜br＞(B),Statistics,400868.0,401736.0,408266.0,405969.0,406320.0,425481.0,434720.0,433564.0,435044.0,441763.0,449678.0,446764.0,447192.0,441102.0,433951.0,430826.0,425126.0,412279.0,404325.0
성남시 - 사회복지시설수＜br＞(A),Statistics,8.0,10.0,13.0,15.0,21.0,36.0,63.0,57.0,55.0,57.0,60.0,63.0,85.0,83.0,82.0,83.0,79.0,71.0,70.0
성남시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.8,1.0,1.3,1.6,2.2,3.7,6.4,5.8,5.6,5.8,6.2,6.5,8.7,8.6,8.6,8.8,8.4,7.6,7.6
성남시 - 주민등록인구＜br＞(B),Statistics,977166.0,983075.0,964831.0,953960.0,942447.0,962726.0,980190.0,979323.0,978615.0,979534.0,974608.0,971424.0,974580.0,967510.0,954347.0,942724.0,940064.0,930948.0,922518.0
성동구 - 사회복지시설수＜br＞(A),Statistics,1.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0
성동구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.3,0.6,0.6,0.6,1.3,1.6,1.9,2.3,2.0,2.3,2.4,3.0,3.0,3.0,2.9,3.0,3.1,3.5,3.9
성동구 - 주민등록인구＜br＞(B),Statistics,339113.0,337744.0,334437.0,333535.0,314212.0,308058.0,309093.0,300711.0,299604.0,299337.0,296086.0,297003.0,299259.0,304808.0,308221.0,300889.0,293556.0,285990.0,281000.0
성북구 - 사회복지시설수＜br＞(A),Statistics,9.0,8.0,8.0,9.0,20.0,26.0,27.0,27.0,31.0,35.0,37.0,46.0,45.0,44.0,42.0,45.0,43.0,44.0,45.0
성북구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.0,1.7,1.7,1.9,4.2,5.5,5.5,5.6,6.4,7.3,7.9,10.0,10.0,9.9,9.6,10.2,9.8,10.2,10.5
성북구 - 주민등록인구＜br＞(B),Statistics,451122.0,462879.0,472843.0,469973.0,473357.0,476028.0,488932.0,485171.0,481857.0,476589.0,466706.0,459275.0,450355.0,444055.0,435868.0,442650.0,437153.0,430528.0,430397.0
성주군 - 사회복지시설수＜br＞(A),Statistics,5.0,5.0,6.0,7.0,8.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0
성주군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,10.5,10.6,12.9,15.3,17.8,13.2,17.7,21.9,22.2,22.2,22.2,22.2,22.1,19.9,20.1,22.7,20.7,21.0,23.5
성주군 - 주민등록인구＜br＞(B),Statistics,47731.0,46960.0,46358.0,45680.0,45024.0,45616.0,45289.0,45640.0,45127.0,45067.0,44981.0,45029.0,45205.0,45138.0,44672.0,44015.0,43414.0,42842.0,42566.0
세종특별자치시 - 사회복지시설수＜br＞(A),Statistics,,,,,,,,,22.0,21.0,22.0,22.0,21.0,21.0,27.0,26.0,28.0,28.0,31.0
세종특별자치시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,,,,,,,,,19.4,17.2,14.1,10.4,8.6,7.5,8.6,7.6,7.9,7.5,8.1
세종특별자치시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,113117.0,122153.0,156125.0,210884.0,243048.0,280100.0,314126.0,340575.0,355831.0,371895.0,383591.0
속초시 - 사회복지시설수＜br＞(A),Statistics,2.0,5.0,5.0,7.0,9.0,12.0,13.0,16.0,15.0,16.0,17.0,17.0,18.0,18.0,18.0,16.0,16.0,15.0,14.0
속초시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,2.3,5.7,5.8,8.2,10.6,14.3,15.4,19.1,17.9,19.3,20.6,20.7,22.0,21.9,22.0,19.6,19.4,18.1,16.9
속초시 - 주민등록인구＜br＞(B),Statistics,87933.0,87124.0,86073.0,85370.0,84599.0,83822.0,84302.0,83745.0,83579.0,83109.0,82432.0,81992.0,81793.0,82273.0,81682.0,81786.0,82665.0,82791.0,82806.0
송파구 - 사회복지시설수＜br＞(A),Statistics,5.0,5.0,6.0,7.0,16.0,26.0,33.0,34.0,33.0,39.0,32.0,33.0,37.0,38.0,38.0,39.0,39.0,39.0,35.0
송파구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.8,0.8,1.0,1.1,2.4,3.8,4.8,5.0,4.9,5.8,4.8,5.0,5.6,5.7,5.7,5.8,5.8,5.9,5.3
송파구 - 주민등록인구＜br＞(B),Statistics,604293.0,605840.0,607005.0,623876.0,668962.0,681476.0,685279.0,682209.0,673115.0,668415.0,664738.0,660302.0,657831.0,664496.0,666635.0,675961.0,667960.0,658338.0,658801.0
수성구 - 사회복지시설수＜br＞(A),Statistics,14.0,17.0,15.0,16.0,19.0,14.0,18.0,23.0,23.0,36.0,38.0,38.0,37.0,38.0,36.0,34.0,34.0,35.0,37.0
수성구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.2,3.9,3.4,3.6,4.2,3.1,3.9,5.0,5.0,7.8,8.3,8.4,8.3,8.7,8.3,7.9,8.0,8.4,9.0
수성구 - 주민등록인구＜br＞(B),Statistics,443881.0,437356.0,440172.0,447164.0,451732.0,456196.0,461988.0,461083.0,459779.0,461004.0,456505.0,451786.0,447011.0,439211.0,432759.0,428614.0,424314.0,417097.0,411553.0
수영구 - 사회복지시설수＜br＞(A),Statistics,2.0,3.0,8.0,9.0,12.0,12.0,16.0,13.0,16.0,10.0,10.0,9.0,9.0,12.0,8.0,8.0,8.0,7.0,9.0
수영구 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.1,1.7,4.5,5.0,6.8,6.8,9.0,7.4,9.1,5.7,5.6,5.0,5.0,6.7,4.5,4.5,4.5,4.0,5.1
수영구 - 주민등록인구＜br＞(B),Statistics,180576.0,178684.0,177814.0,178253.0,177140.0,177292.0,178267.0,176691.0,176666.0,175098.0,178480.0,179795.0,179324.0,179996.0,176246.0,176148.0,176894.0,175095.0,174806.0
수원시 - 사회복지시설수＜br＞(A),Statistics,16.0,20.0,23.0,34.0,45.0,50.0,72.0,70.0,73.0,70.0,81.0,86.0,105.0,109.0,109.0,115.0,118.0,123.0,125.0
수원시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.5,1.9,2.2,3.2,4.2,4.7,6.7,6.4,6.5,6.1,6.9,7.3,8.8,9.1,9.1,9.6,9.9,10.4,10.5
수원시 - 주민등록인구＜br＞(B),Statistics,1033829.0,1045587.0,1068906.0,1067702.0,1067425.0,1073149.0,1077535.0,1088489.0,1120258.0,1148157.0,1174228.0,1184624.0,1194041.0,1202628.0,1201166.0,1194465.0,1186078.0,1183714.0,1190964.0
순창군 - 사회복지시설수＜br＞(A),Statistics,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0
순창군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,6.3,6.2,9.2,9.4,12.9,13.3,16.6,20.3,20.0,19.8,23.1,19.8,20.0,20.2,24.0,28.2,28.8,29.8,29.9
순창군 - 주민등록인구＜br＞(B),Statistics,31814.0,32012.0,32485.0,32035.0,30920.0,30179.0,30209.0,29497.0,30055.0,30272.0,30368.0,30248.0,29949.0,29698.0,29209.0,28382.0,27810.0,26855.0,26727.0
순천시 - 사회복지시설수＜br＞(A),Statistics,10.0,10.0,10.0,11.0,16.0,14.0,23.0,28.0,28.0,30.0,29.0,33.0,35.0,37.0,38.0,36.0,34.0,31.0,39.0
순천시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.7,3.7,3.7,4.1,5.9,5.2,8.4,10.3,10.2,10.9,10.5,11.8,12.6,13.2,13.6,12.9,12.0,11.0,14.0
순천시 - 주민등록인구＜br＞(B),Statistics,270059.0,270934.0,269940.0,270380.0,269429.0,269516.0,272620.0,272201.0,273798.0,275668.0,277188.0,278765.0,278548.0,279331.0,279389.0,279598.0,282189.0,281436.0,278737.0
시흥시 - 사회복지시설수＜br＞(A),Statistics,4.0,6.0,15.0,15.0,24.0,32.0,50.0,53.0,57.0,68.0,72.0,73.0,87.0,91.0,92.0,103.0,116.0,63.0,130.0
시흥시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,1.1,1.5,3.8,3.8,6.1,8.0,12.4,13.2,14.3,17.1,18.2,18.3,21.6,21.7,20.5,21.7,23.2,12.3,25.3
시흥시 - 주민등록인구＜br＞(B),Statistics,378613.0,387239.0,390477.0,390564.0,392756.0,397912.0,403797.0,401149.0,399485.0,396765.0,394639.0,398256.0,402888.0,419664.0,448687.0,473682.0,500895.0,512030.0,512912.0
신안군 - 사회복지시설수＜br＞(A),Statistics,2.0,2.0,2.0,2.0,4.0,8.0,10.0,10.0,10.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,11.0,11.0,14.0
신안군 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,4.2,4.3,4.3,4.4,8.7,17.7,22.0,22.5,22.8,20.4,16.0,18.5,21.1,21.4,21.8,24.8,28.3,28.8,37.0
신안군 - 주민등록인구＜br＞(B),Statistics,47591.0,46451.0,46714.0,45968.0,45718.0,45294.0,45428.0,44355.0,43898.0,44162.0,43747.0,43294.0,42652.0,42070.0,41263.0,40274.0,38938.0,38217.0,37858.0
아산시 - 사회복지시설수＜br＞(A),Statistics,6.0,9.0,12.0,15.0,14.0,20.0,33.0,31.0,33.0,39.0,45.0,45.0,47.0,50.0,51.0,51.0,51.0,53.0,57.0
아산시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,3.0,4.4,5.7,6.8,5.8,7.8,12.4,11.3,11.8,13.6,15.3,15.1,15.5,16.1,16.3,16.2,16.1,16.3,17.0
아산시 - 주민등록인구＜br＞(B),Statistics,200938.0,204431.0,211560.0,221490.0,240942.0,256449.0,265191.0,274523.0,280490.0,287073.0,293954.0,297737.0,302929.0,311453.0,312822.0,314395.0,316129.0,324580.0,334539.0
안동시 - 사회복지시설수＜br＞(A),Statistics,18.0,22.0,22.0,16.0,22.0,18.0,21.0,21.0,21.0,20.0,20.0,22.0,21.0,22.0,21.0,21.0,20.0,21.0,37.0
안동시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,10.3,12.8,13.0,9.5,13.2,10.8,12.5,12.5,12.5,11.9,11.9,13.0,12.4,13.2,12.9,13.1,12.6,13.4,23.9
안동시 - 주민등록인구＜br＞(B),Statistics,174037.0,171387.0,168733.0,167916.0,167300.0,167432.0,167886.0,168157.0,168302.0,168461.0,168697.0,169221.0,168798.0,166272.0,162180.0,160052.0,158907.0,156972.0,154610.0
안산시 - 사회복지시설수＜br＞(A),Statistics,2.0,10.0,14.0,25.0,40.0,65.0,78.0,97.0,103.0,117.0,119.0,118.0,148.0,152.0,145.0,151.0,161.0,162.0,178.0
안산시 - 인구십만명당 사회복지시설수＜br＞(A÷B×100000),Statistics,0.3,1.5,2.0,3.5,5.6,9.2,10.9,13.6,14.4,16.4,16.8,16.9,21.5,22.4,22.0,23.2,24.6,24.8,27.7
안산시 - 주민등록인구＜br＞(B),Statistics,666784.0,679011.0,698819.0,705040.0,708257.0,705346.0,714891.0,715586.0,715108.0,713666.0,707876.0,697885.0,689859.0,677710.0,660343.0,650918.0,654915.0,652726.0,641660.0
안성시 - 사회복지시설수＜br＞(A),Statistics,8.0,14.0,25.0,34.0,37.0,39.0,45.0,47.0,48.0,44.0,46.0,50.0,66.0,66.0,67.0,68.0,71.0,68.0,72.0
