item,category,2016,2017,2018,2019,2020,2021,2022,2023
사천시 - 신혼부부수,Statistics,2993.0,2822.0,2722.0,2391.0,2223.0,2085.0,1896.0,1850.0
사하구 - 신혼부부수,Statistics,8794.0,8469.0,7799.0,7009.0,6096.0,5546.0,5159.0,4700.0
산청군 - 신혼부부수,Statistics,543.0,522.0,509.0,461.0,426.0,388.0,356.0,342.0
삼척시 - 신혼부부수,Statistics,1428.0,1329.0,1438.0,1392.0,1267.0,1118.0,1077.0,1029.0
상당구 - 신혼부부수,Statistics,4016.0,3630.0,3674.0,3629.0,4168.0,4270.0,4148.0,4277.0
상록구 - 신혼부부수,Statistics,11048.0,10313.0,9189.0,7945.0,7485.0,7141.0,6707.0,5847.0
상주시 - 신혼부부수,Statistics,1764.0,1668.0,1603.0,1496.0,1380.0,1240.0,1229.0,1136.0
서구 - 신혼부부수,Statistics,2182.0,1999.0,1919.0,1764.0,1673.0,1542.0,1535.0,1432.0
서귀포시 - 신혼부부수,Statistics,4374.0,4602.0,4621.0,4456.0,4163.0,3932.0,3729.0,3373.0
서대문구 - 신혼부부수,Statistics,8146.0,7717.0,7093.0,6836.0,6939.0,6093.0,5626.0,5476.0
서북구 - 신혼부부수,Statistics,13382.0,14135.0,14308.0,13752.0,13435.0,12332.0,11033.0,9590.0
서산시 - 신혼부부수,Statistics,5267.0,5106.0,5128.0,4981.0,4709.0,4348.0,4070.0,3760.0
서울특별시 - 신혼부부수,Statistics,278294.0,263148.0,246867.0,232454.0,219101.0,200477.0,184084.0,172151.0
서원구 - 신혼부부수,Statistics,5641.0,5363.0,4812.0,4303.0,3802.0,3559.0,3571.0,3263.0
서천군 - 신혼부부수,Statistics,851.0,827.0,773.0,683.0,619.0,553.0,534.0,546.0
서초구 - 신혼부부수,Statistics,12356.0,11202.0,10230.0,9637.0,8693.0,7835.0,6866.0,6630.0
성남시 - 신혼부부수,Statistics,29591.0,27280.0,24779.0,22622.0,21695.0,20280.0,18812.0,18222.0
성동구 - 신혼부부수,Statistics,9678.0,10033.0,10040.0,9344.0,8566.0,7595.0,6724.0,6121.0
성북구 - 신혼부부수,Statistics,11050.0,10210.0,9480.0,9563.0,9196.0,8498.0,7977.0,7352.0
성산구 - 신혼부부수,Statistics,6538.0,6106.0,6084.0,5649.0,4733.0,5122.0,4871.0,4457.0
성주군 - 신혼부부수,Statistics,747.0,723.0,661.0,631.0,618.0,589.0,538.0,522.0
세종시 - 신혼부부수,Statistics,9898.0,11031.0,12432.0,12966.0,12225.0,11475.0,10959.0,9999.0
세종특별자치시 - 신혼부부수,Statistics,9898.0,11031.0,12432.0,12966.0,12225.0,11475.0,10959.0,9999.0
속초시 - 신혼부부수,Statistics,2117.0,2052.0,2006.0,1955.0,1944.0,1797.0,1752.0,1680.0
송파구 - 신혼부부수,Statistics,19125.0,19226.0,18674.0,18169.0,16472.0,14829.0,13696.0,12490.0
수성구 - 신혼부부수,Statistics,7790.0,7168.0,6580.0,6152.0,5778.0,5422.0,5063.0,4575.0
수영구 - 신혼부부수,Statistics,4768.0,4530.0,4210.0,3956.0,3717.0,3346.0,3037.0,2826.0
수원시 - 신혼부부수,Statistics,39415.0,37713.0,35627.0,32346.0,29889.0,28110.0,27194.0,26268.0
수정구 - 신혼부부수,Statistics,7110.0,6776.0,6237.0,5999.0,6177.0,5626.0,5046.0,4965.0
수지구 - 신혼부부수,Statistics,9520.0,9205.0,8993.0,9088.0,9118.0,8206.0,7601.0,7052.0
순창군 - 신혼부부수,Statistics,544.0,542.0,526.0,492.0,444.0,358.0,301.0,295.0
순천시 - 신혼부부수,Statistics,6980.0,6732.0,6588.0,6550.0,6214.0,5899.0,5578.0,5394.0
시흥시 - 신혼부부수,Statistics,11901.0,12437.0,13947.0,14884.0,15328.0,14836.0,13803.0,13316.0
신안군 - 신혼부부수,Statistics,716.0,721.0,675.0,613.0,566.0,493.0,490.0,448.0
아산시 - 신혼부부수,Statistics,11608.0,11342.0,10667.0,10028.0,8662.0,8359.0,8421.0,8537.0
안동시 - 신혼부부수,Statistics,3852.0,3597.0,3324.0,3060.0,2826.0,2637.0,2400.0,2325.0
안산시 - 신혼부부수,Statistics,19820.0,18398.0,16783.0,15881.0,15179.0,14467.0,13498.0,12055.0
안성시 - 신혼부부수,Statistics,5136.0,4836.0,4699.0,4517.0,4290.0,4196.0,3917.0,3636.0
안양시 - 신혼부부수,Statistics,17076.0,16363.0,15141.0,14118.0,12682.0,12170.0,12151.0,11252.0
양구군 - 신혼부부수,Statistics,753.0,745.0,722.0,715.0,642.0,578.0,506.0,481.0
양산시 - 신혼부부수,Statistics,10659.0,11727.0,11788.0,10735.0,9809.0,9003.0,7960.0,7454.0
양양군 - 신혼부부수,Statistics,494.0,493.0,492.0,506.0,491.0,462.0,428.0,403.0
양주시 - 신혼부부수,Statistics,5657.0,5733.0,5595.0,5758.0,5833.0,5503.0,5211.0,6539.0
양천구 - 신혼부부수,Statistics,11717.0,10880.0,9991.0,9055.0,8523.0,7711.0,7023.0,6358.0
양평군 - 신혼부부수,Statistics,2304.0,2357.0,2252.0,2086.0,1983.0,1838.0,1737.0,1750.0
여수시 - 신혼부부수,Statistics,7645.0,7387.0,6862.0,6406.0,5932.0,5427.0,5230.0,4986.0
여주시 - 신혼부부수,Statistics,2715.0,2602.0,2420.0,2301.0,2118.0,1970.0,1959.0,1936.0
연수구 - 신혼부부수,Statistics,9131.0,9009.0,8812.0,9833.0,10128.0,9427.0,8188.0,7797.0
연제구 - 신혼부부수,Statistics,4955.0,4953.0,4691.0,4872.0,4703.0,4090.0,3801.0,3562.0
연천군 - 신혼부부수,Statistics,1102.0,1083.0,1040.0,987.0,915.0,836.0,750.0,726.0
영광군 - 신혼부부수,Statistics,1130.0,1111.0,1031.0,1123.0,1133.0,1036.0,996.0,966.0
영덕군 - 신혼부부수,Statistics,661.0,658.0,658.0,619.0,536.0,446.0,401.0,347.0
영도구 - 신혼부부수,Statistics,2350.0,2084.0,1878.0,1736.0,1498.0,1429.0,1351.0,1288.0
영동군 - 신혼부부수,Statistics,832.0,836.0,807.0,768.0,676.0,564.0,504.0,458.0
영등포구 - 신혼부부수,Statistics,12349.0,11904.0,11509.0,10936.0,11199.0,10587.0,9578.0,9014.0
영암군 - 신혼부부수,Statistics,1518.0,1365.0,1190.0,1103.0,1016.0,893.0,889.0,897.0
영양군 - 신혼부부수,Statistics,308.0,282.0,263.0,259.0,237.0,203.0,194.0,166.0
영월군 - 신혼부부수,Statistics,661.0,661.0,631.0,604.0,577.0,517.0,469.0,438.0
영주시 - 신혼부부수,Statistics,2072.0,2008.0,1884.0,1736.0,1591.0,1447.0,1395.0,1313.0
영천시 - 신혼부부수,Statistics,2120.0,2078.0,1933.0,2005.0,1882.0,1798.0,1766.0,1628.0
영통구 - 신혼부부수,Statistics,12959.0,12719.0,12110.0,11673.0,11050.0,9831.0,9052.0,8603.0
