item,category,2016,2017,2018,2019,2020,2021,2022,2023
고창군 - 주택소유가구비율,Statistics,49.8,54.4,55.7,57.1,59.0,58.2,55.5,56.3
고창군 - 총가구(일반가구),Statistics,23505.0,23614.0,23647.0,23540.0,23512.0,23648.0,23836.0,23871.0
고흥군 - 무주택가구,Statistics,14026.0,12110.0,11865.0,11445.0,11550.0,11824.0,12560.0,12242.0
고흥군 - 무주택가구비율,Statistics,48.0,41.8,40.9,39.6,39.1,39.8,41.7,40.8
고흥군 - 주택소유가구,Statistics,15172.0,16849.0,17128.0,17488.0,17970.0,17915.0,17547.0,17782.0
고흥군 - 주택소유가구비율,Statistics,52.0,58.2,59.1,60.4,60.9,60.2,58.3,59.2
고흥군 - 총가구(일반가구),Statistics,29198.0,28959.0,28993.0,28933.0,29520.0,29739.0,30107.0,30024.0
곡성군 - 무주택가구,Statistics,4807.0,4407.0,4052.0,4140.0,4100.0,4160.0,4301.0,4284.0
곡성군 - 무주택가구비율,Statistics,37.8,34.4,32.5,32.8,32.3,32.5,33.3,32.9
곡성군 - 주택소유가구,Statistics,7914.0,8403.0,8412.0,8490.0,8589.0,8641.0,8600.0,8734.0
곡성군 - 주택소유가구비율,Statistics,62.2,65.6,67.5,67.2,67.7,67.5,66.7,67.1
곡성군 - 총가구(일반가구),Statistics,12721.0,12810.0,12464.0,12630.0,12689.0,12801.0,12901.0,13018.0
공주시 - 무주택가구,Statistics,18925.0,18831.0,18413.0,18413.0,19680.0,19498.0,19396.0,19840.0
공주시 - 무주택가구비율,Statistics,43.1,42.5,41.3,41.1,42.6,42.0,41.4,41.8
공주시 - 주택소유가구,Statistics,24996.0,25467.0,26139.0,26403.0,26485.0,26913.0,27503.0,27612.0
공주시 - 주택소유가구비율,Statistics,56.9,57.5,58.7,58.9,57.4,58.0,58.6,58.2
공주시 - 총가구(일반가구),Statistics,43921.0,44298.0,44552.0,44816.0,46165.0,46411.0,46899.0,47452.0
과천시 - 무주택가구,Statistics,9689.0,8746.0,8859.0,9287.0,9877.0,10388.0,11018.0,10494.0
과천시 - 무주택가구비율,Statistics,45.7,47.3,47.4,49.1,48.2,43.7,41.2,37.9
과천시 - 주택소유가구,Statistics,11522.0,9745.0,9819.0,9614.0,10627.0,13373.0,15735.0,17208.0
과천시 - 주택소유가구비율,Statistics,54.3,52.7,52.6,50.9,51.8,56.3,58.8,62.1
과천시 - 총가구(일반가구),Statistics,21211.0,18491.0,18678.0,18901.0,20504.0,23761.0,26753.0,27702.0
관악구 - 무주택가구,Statistics,143696.0,144891.0,149028.0,154685.0,160636.0,163391.0,170871.0,174195.0
관악구 - 무주택가구비율,Statistics,62.3,62.4,62.9,63.9,64.5,64.7,65.7,66.2
관악구 - 주택소유가구,Statistics,86874.0,87321.0,87733.0,87469.0,88323.0,89228.0,89204.0,88971.0
관악구 - 주택소유가구비율,Statistics,37.7,37.6,37.1,36.1,35.5,35.3,34.3,33.8
관악구 - 총가구(일반가구),Statistics,230570.0,232212.0,236761.0,242154.0,248959.0,252619.0,260075.0,263166.0
광명시 - 무주택가구,Statistics,48029.0,48551.0,48078.0,47482.0,45689.0,45692.0,44216.0,42593.0
광명시 - 무주택가구비율,Statistics,41.2,41.6,41.1,41.1,41.0,41.3,40.2,39.6
광명시 - 주택소유가구,Statistics,68641.0,68057.0,69008.0,67932.0,65694.0,64986.0,65743.0,64852.0
