item,category,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
대구광역시 - 기타작물,Statistics,1028.0,875.0,996.0,1000.0,1456.0,976.0,767.0,805.0,521.0,2899.0,1806.0,1684.0,2243.0,2784.0
대구광역시 - 논벼,Statistics,5966.0,6330.0,6214.0,6194.0,5018.0,3710.0,3694.0,3566.0,3942.0,6633.0,6453.0,6000.0,5632.0,4819.0
대구광역시 - 식량작물,Statistics,1080.0,937.0,796.0,891.0,1636.0,195.0,313.0,347.0,575.0,2517.0,1761.0,1434.0,1223.0,605.0
대구광역시 - 채소·산나물,Statistics,3792.0,4439.0,4405.0,3952.0,3364.0,6089.0,5587.0,5502.0,4828.0,4672.0,6444.0,6463.0,4836.0,5084.0
대구광역시 - 축산,Statistics,663.0,490.0,448.0,402.0,471.0,641.0,743.0,523.0,589.0,418.0,347.0,401.0,356.0,501.0
대구시부 - 계,Statistics,10808.0,11196.0,11049.0,10724.0,10790.0,11017.0,10791.0,10425.0,10250.0,18863.0,17612.0,16874.0,15154.0,14323.0
대구시부 - 과수,Statistics,4077.0,4272.0,4407.0,4397.0,4124.0,4198.0,4435.0,4066.0,4275.0,6996.0,6374.0,6283.0,5887.0,5384.0
대구시부 - 기타작물,Statistics,875.0,671.0,853.0,847.0,1092.0,906.0,604.0,583.0,409.0,2284.0,1357.0,1208.0,1792.0,2084.0
대구시부 - 논벼,Statistics,2435.0,2556.0,2372.0,2118.0,2190.0,1449.0,1300.0,1387.0,1446.0,3968.0,3655.0,3307.0,3034.0,2888.0
대구시부 - 식량작물,Statistics,684.0,446.0,502.0,595.0,1082.0,134.0,216.0,194.0,396.0,1840.0,1375.0,1101.0,892.0,401.0
대구시부 - 채소·산나물,Statistics,2349.0,2978.0,2610.0,2503.0,2009.0,3897.0,3802.0,3836.0,3323.0,3494.0,4624.0,4715.0,3305.0,3207.0
대구시부 - 축산,Statistics,387.0,273.0,305.0,264.0,293.0,435.0,435.0,359.0,400.0,281.0,228.0,260.0,244.0,358.0
대전광역시 - 계,Statistics,9130.0,9264.0,9518.0,9357.0,9428.0,9398.0,9127.0,8852.0,8920.0,13491.0,12241.0,11298.0,10999.0,11767.0
대전광역시 - 과수,Statistics,1867.0,1819.0,1829.0,1808.0,1909.0,2047.0,2041.0,1686.0,1571.0,2534.0,2742.0,2216.0,2127.0,2459.0
대전광역시 - 기타작물,Statistics,1057.0,1031.0,816.0,852.0,1337.0,949.0,1381.0,1434.0,1092.0,2529.0,1828.0,2704.0,2463.0,2283.0
대전광역시 - 논벼,Statistics,3645.0,3794.0,3830.0,3739.0,3077.0,2996.0,2697.0,2382.0,3077.0,3629.0,3569.0,3242.0,3214.0,3667.0
대전광역시 - 식량작물,Statistics,843.0,1066.0,1004.0,1027.0,1519.0,723.0,939.0,1156.0,1162.0,2545.0,1702.0,902.0,916.0,1567.0
대전광역시 - 채소·산나물,Statistics,1638.0,1451.0,1968.0,1840.0,1411.0,2466.0,1907.0,2085.0,1938.0,2068.0,2222.0,2055.0,2152.0,1581.0
대전광역시 - 축산,Statistics,81.0,102.0,71.0,92.0,175.0,217.0,162.0,110.0,81.0,186.0,178.0,177.0,126.0,209.0
대전시부 - 계,Statistics,9130.0,9264.0,9518.0,9357.0,9428.0,9398.0,9127.0,8852.0,8920.0,13491.0,12241.0,11298.0,10999.0,11767.0
대전시부 - 과수,Statistics,1867.0,1819.0,1829.0,1808.0,1909.0,2047.0,2041.0,1686.0,1571.0,2534.0,2742.0,2216.0,2127.0,2459.0
대전시부 - 기타작물,Statistics,1057.0,1031.0,816.0,852.0,1337.0,949.0,1381.0,1434.0,1092.0,2529.0,1828.0,2704.0,2463.0,2283.0
대전시부 - 논벼,Statistics,3645.0,3794.0,3830.0,3739.0,3077.0,2996.0,2697.0,2382.0,3077.0,3629.0,3569.0,3242.0,3214.0,3667.0
대전시부 - 식량작물,Statistics,843.0,1066.0,1004.0,1027.0,1519.0,723.0,939.0,1156.0,1162.0,2545.0,1702.0,902.0,916.0,1567.0
대전시부 - 채소·산나물,Statistics,1638.0,1451.0,1968.0,1840.0,1411.0,2466.0,1907.0,2085.0,1938.0,2068.0,2222.0,2055.0,2152.0,1581.0
대전시부 - 축산,Statistics,81.0,102.0,71.0,92.0,175.0,217.0,162.0,110.0,81.0,186.0,178.0,177.0,126.0,209.0
동두천시 - 계,Statistics,780.0,712.0,703.0,726.0,789.0,736.0,719.0,673.0,673.0,837.0,744.0,695.0,630.0,619.0
동두천시 - 과수,Statistics,5.0,12.0,5.0,8.0,27.0,19.0,36.0,19.0,19.0,37.0,24.0,19.0,15.0,24.0
동두천시 - 기타작물,Statistics,115.0,113.0,98.0,95.0,179.0,187.0,205.0,221.0,208.0,222.0,240.0,285.0,235.0,258.0
동두천시 - 논벼,Statistics,129.0,101.0,79.0,120.0,157.0,119.0,138.0,106.0,95.0,152.0,82.0,72.0,62.0,72.0
동두천시 - 식량작물,Statistics,131.0,93.0,95.0,131.0,201.0,100.0,69.0,72.0,85.0,250.0,68.0,132.0,91.0,92.0
동두천시 - 채소·산나물,Statistics,307.0,309.0,349.0,290.0,164.0,254.0,214.0,199.0,210.0,131.0,274.0,145.0,176.0,128.0
동두천시 - 축산,Statistics,94.0,85.0,78.0,83.0,61.0,57.0,57.0,57.0,57.0,45.0,56.0,41.0,51.0,46.0
동해시 - 계,Statistics,2252.0,2353.0,2420.0,2317.0,2463.0,2601.0,2414.0,2238.0,2243.0,2155.0,1871.0,1856.0,1741.0,1711.0
동해시 - 과수,Statistics,201.0,161.0,113.0,218.0,305.0,342.0,279.0,176.0,211.0,233.0,225.0,150.0,193.0,267.0
동해시 - 기타작물,Statistics,96.0,106.0,71.0,156.0,367.0,293.0,348.0,199.0,68.0,225.0,256.0,390.0,264.0,267.0
동해시 - 논벼,Statistics,331.0,269.0,147.0,208.0,260.0,188.0,232.0,172.0,165.0,155.0,175.0,206.0,206.0,117.0
동해시 - 식량작물,Statistics,734.0,918.0,1103.0,894.0,869.0,708.0,701.0,604.0,934.0,1004.0,620.0,685.0,703.0,584.0
동해시 - 채소·산나물,Statistics,861.0,845.0,935.0,805.0,606.0,1029.0,809.0,1037.0,830.0,492.0,517.0,342.0,283.0,368.0
동해시 - 축산,Statistics,29.0,55.0,51.0,36.0,56.0,40.0,45.0,49.0,35.0,46.0,78.0,84.0,93.0,109.0
목포시 - 계,Statistics,1371.0,1184.0,1259.0,1190.0,1379.0,1357.0,1383.0,1341.0,1357.0,2086.0,1652.0,1506.0,1437.0,1404.0
목포시 - 과수,Statistics,263.0,220.0,224.0,208.0,336.0,381.0,397.0,434.0,396.0,402.0,207.0,192.0,261.0,119.0
목포시 - 기타작물,Statistics,172.0,62.0,55.0,56.0,76.0,86.0,101.0,60.0,35.0,217.0,15.0,141.0,137.0,174.0
목포시 - 논벼,Statistics,435.0,357.0,342.0,365.0,343.0,309.0,337.0,300.0,332.0,581.0,378.0,333.0,288.0,249.0
목포시 - 식량작물,Statistics,15.0,27.0,96.0,108.0,200.0,83.0,95.0,84.0,132.0,337.0,214.0,210.0,138.0,56.0
목포시 - 채소·산나물,Statistics,464.0,498.0,499.0,409.0,380.0,451.0,388.0,390.0,389.0,492.0,812.0,630.0,562.0,806.0
목포시 - 축산,Statistics,22.0,20.0,43.0,43.0,44.0,48.0,65.0,73.0,73.0,57.0,26.0,0.0,51.0,0.0
무안군 - 계,Statistics,8204.0,8042.0,8685.0,8457.0,7822.0,7984.0,7553.0,7155.0,7242.0,7152.0,7043.0,7172.0,7159.0,7049.0
무안군 - 과수,Statistics,135.0,124.0,163.0,216.0,139.0,290.0,263.0,225.0,184.0,134.0,124.0,149.0,196.0,138.0
무안군 - 기타작물,Statistics,234.0,300.0,210.0,277.0,199.0,180.0,158.0,115.0,227.0,279.0,205.0,433.0,313.0,491.0
무안군 - 논벼,Statistics,3183.0,3164.0,3485.0,3678.0,2883.0,2746.0,2615.0,2878.0,2539.0,2613.0,2962.0,2857.0,2671.0,2230.0
무안군 - 식량작물,Statistics,574.0,618.0,1063.0,1006.0,491.0,467.0,363.0,295.0,559.0,633.0,358.0,438.0,460.0,653.0
무안군 - 채소·산나물,Statistics,3416.0,3276.0,3208.0,2732.0,3571.0,3643.0,3594.0,3148.0,3277.0,2950.0,2842.0,2811.0,3031.0,2957.0
무안군 - 축산,Statistics,663.0,559.0,556.0,549.0,539.0,658.0,560.0,495.0,457.0,543.0,551.0,485.0,488.0,581.0
무주군 - 계,Statistics,4160.0,4276.0,4207.0,4087.0,3912.0,3675.0,3438.0,3413.0,3532.0,4544.0,4323.0,3995.0,3973.0,3868.0
무주군 - 과수,Statistics,924.0,1014.0,1071.0,1139.0,893.0,972.0,1034.0,1073.0,1250.0,1270.0,1174.0,1150.0,1269.0,1311.0
무주군 - 기타작물,Statistics,355.0,228.0,264.0,447.0,508.0,435.0,475.0,395.0,267.0,825.0,718.0,1248.0,622.0,672.0
무주군 - 논벼,Statistics,740.0,776.0,885.0,870.0,800.0,739.0,426.0,430.0,413.0,852.0,544.0,667.0,709.0,625.0
무주군 - 식량작물,Statistics,215.0,127.0,119.0,115.0,341.0,182.0,192.0,139.0,231.0,594.0,338.0,281.0,297.0,310.0
무주군 - 채소·산나물,Statistics,1750.0,1955.0,1727.0,1354.0,1264.0,1230.0,1182.0,1272.0,1190.0,876.0,1449.0,632.0,1017.0,894.0
무주군 - 축산,Statistics,176.0,176.0,143.0,163.0,106.0,118.0,130.0,104.0,181.0,127.0,99.0,17.0,60.0,56.0
문경시 - 계,Statistics,8115.0,8150.0,8282.0,8174.0,7581.0,7381.0,7138.0,6802.0,6700.0,6894.0,7313.0,7635.0,7539.0,7326.0
문경시 - 과수,Statistics,1870.0,1872.0,1857.0,1910.0,1685.0,1546.0,1486.0,1279.0,1431.0,1674.0,1914.0,1783.0,1907.0,1965.0
문경시 - 기타작물,Statistics,669.0,668.0,776.0,820.0,1035.0,1451.0,1064.0,1066.0,852.0,957.0,713.0,1382.0,1307.0,1071.0
문경시 - 논벼,Statistics,3567.0,3645.0,3658.0,3421.0,3040.0,2839.0,2730.0,2689.0,2552.0,2587.0,2119.0,1950.0,1728.0,1759.0
문경시 - 식량작물,Statistics,1148.0,1133.0,1110.0,1270.0,1064.0,724.0,1104.0,856.0,921.0,936.0,1099.0,921.0,1096.0,1125.0
문경시 - 채소·산나물,Statistics,312.0,220.0,316.0,252.0,373.0,409.0,342.0,414.0,615.0,387.0,1036.0,1063.0,1040.0,946.0
문경시 - 축산,Statistics,549.0,611.0,566.0,500.0,384.0,413.0,413.0,496.0,330.0,353.0,431.0,537.0,462.0,460.0
밀양시 - 계,Statistics,10982.0,10228.0,10654.0,10358.0,9993.0,10163.0,10928.0,10800.0,10569.0,9169.0,9854.0,9631.0,9431.0,9060.0
밀양시 - 과수,Statistics,3244.0,3092.0,3282.0,3122.0,2832.0,2817.0,2808.0,2671.0,2691.0,2509.0,2364.0,2509.0,2467.0,2459.0
밀양시 - 기타작물,Statistics,161.0,161.0,287.0,265.0,534.0,868.0,892.0,823.0,423.0,1057.0,1490.0,612.0,455.0,1338.0
밀양시 - 논벼,Statistics,3374.0,3099.0,2778.0,2964.0,2997.0,2296.0,2207.0,2015.0,2207.0,2706.0,2158.0,2441.0,2283.0,2100.0
밀양시 - 식량작물,Statistics,504.0,539.0,591.0,634.0,746.0,1224.0,1471.0,1591.0,1484.0,550.0,1356.0,1144.0,1062.0,937.0
밀양시 - 채소·산나물,Statistics,3254.0,2934.0,3193.0,2988.0,2458.0,2532.0,2921.0,2861.0,3006.0,1987.0,2175.0,2616.0,2849.0,1916.0
밀양시 - 축산,Statistics,446.0,403.0,523.0,385.0,426.0,426.0,629.0,839.0,758.0,360.0,311.0,309.0,316.0,311.0
보령시 - 계,Statistics,8808.0,8447.0,8400.0,8178.0,8646.0,8675.0,8418.0,8098.0,7502.0,7792.0,6998.0,6822.0,6670.0,6338.0
보령시 - 과수,Statistics,261.0,226.0,389.0,308.0,239.0,412.0,387.0,390.0,347.0,181.0,96.0,78.0,131.0,140.0
보령시 - 기타작물,Statistics,220.0,245.0,501.0,511.0,347.0,245.0,593.0,250.0,120.0,555.0,175.0,405.0,422.0,361.0
보령시 - 논벼,Statistics,6153.0,5840.0,5309.0,5075.0,5670.0,5139.0,5393.0,5207.0,4991.0,5269.0,4304.0,4255.0,4390.0,4058.0
보령시 - 식량작물,Statistics,626.0,659.0,512.0,579.0,886.0,236.0,734.0,293.0,471.0,898.0,686.0,495.0,543.0,557.0
보령시 - 채소·산나물,Statistics,1178.0,1093.0,1018.0,1156.0,1104.0,2341.0,1067.0,1698.0,1362.0,629.0,1480.0,1376.0,980.0,966.0
보령시 - 축산,Statistics,370.0,384.0,671.0,549.0,400.0,303.0,244.0,259.0,211.0,260.0,259.0,213.0,204.0,257.0
보성군 - 계,Statistics,7793.0,7819.0,7603.0,7463.0,7056.0,7050.0,6938.0,6814.0,6841.0,5568.0,7185.0,7093.0,6681.0,6723.0
보성군 - 과수,Statistics,236.0,413.0,365.0,344.0,445.0,639.0,334.0,412.0,503.0,313.0,493.0,481.0,533.0,447.0
보성군 - 기타작물,Statistics,392.0,140.0,191.0,148.0,274.0,81.0,316.0,347.0,203.0,660.0,398.0,365.0,252.0,403.0
보성군 - 논벼,Statistics,4381.0,4356.0,4239.0,4324.0,4098.0,3406.0,3519.0,3136.0,3084.0,3233.0,3567.0,3211.0,3232.0,3201.0
보성군 - 식량작물,Statistics,1598.0,430.0,452.0,222.0,1037.0,449.0,1115.0,561.0,1177.0,501.0,524.0,2180.0,508.0,600.0
보성군 - 채소·산나물,Statistics,773.0,2107.0,2020.0,2144.0,846.0,2182.0,1259.0,2167.0,1566.0,625.0,1924.0,640.0,1876.0,1820.0
보성군 - 축산,Statistics,412.0,373.0,336.0,280.0,356.0,292.0,395.0,191.0,309.0,236.0,279.0,215.0,281.0,253.0
보은군 - 계,Statistics,5549.0,5585.0,5617.0,5530.0,5105.0,4632.0,4543.0,4439.0,4479.0,4099.0,4280.0,4435.0,4326.0,4161.0
보은군 - 과수,Statistics,911.0,962.0,1025.0,1151.0,1100.0,919.0,932.0,713.0,897.0,952.0,1366.0,1384.0,1268.0,1318.0
보은군 - 기타작물,Statistics,623.0,505.0,424.0,279.0,441.0,167.0,361.0,291.0,405.0,528.0,486.0,518.0,458.0,415.0
보은군 - 논벼,Statistics,2146.0,2245.0,2029.0,2119.0,2221.0,2023.0,2156.0,2216.0,2130.0,1615.0,1472.0,1618.0,1708.0,1560.0
보은군 - 식량작물,Statistics,540.0,411.0,803.0,869.0,516.0,596.0,450.0,369.0,230.0,442.0,311.0,303.0,227.0,248.0
보은군 - 채소·산나물,Statistics,697.0,892.0,884.0,745.0,468.0,367.0,162.0,371.0,467.0,258.0,393.0,400.0,451.0,385.0
보은군 - 축산,Statistics,633.0,570.0,452.0,368.0,359.0,559.0,483.0,479.0,350.0,304.0,252.0,212.0,213.0,235.0
봉화군 - 계,Statistics,6497.0,6283.0,6177.0,6097.0,5896.0,5665.0,5613.0,5612.0,5506.0,5190.0,5522.0,5667.0,5715.0,5702.0
봉화군 - 과수,Statistics,1583.0,1354.0,1571.0,1630.0,1281.0,1329.0,1247.0,1111.0,1124.0,1295.0,1414.0,1521.0,1602.0,1560.0
봉화군 - 기타작물,Statistics,385.0,331.0,385.0,385.0,445.0,710.0,966.0,504.0,360.0,555.0,189.0,335.0,602.0,396.0
봉화군 - 논벼,Statistics,1117.0,999.0,908.0,926.0,911.0,693.0,890.0,631.0,718.0,839.0,414.0,503.0,554.0,340.0
봉화군 - 식량작물,Statistics,656.0,650.0,523.0,452.0,839.0,518.0,769.0,703.0,685.0,708.0,697.0,750.0,549.0,710.0
봉화군 - 채소·산나물,Statistics,2535.0,2776.0,2517.0,2461.0,2148.0,2201.0,1546.0,2545.0,2535.0,1575.0,2508.0,2216.0,2180.0,2470.0
봉화군 - 축산,Statistics,222.0,173.0,274.0,243.0,272.0,215.0,196.0,119.0,84.0,218.0,301.0,342.0,227.0,227.0
부산광역시 - 계,Statistics,7854.0,7784.0,7178.0,7070.0,8068.0,8159.0,7716.0,7487.0,7314.0,11967.0,11137.0,10771.0,10670.0,9902.0
부산광역시 - 과수,Statistics,744.0,800.0,699.0,775.0,1172.0,1417.0,1528.0,1362.0,1274.0,2683.0,2573.0,2490.0,2637.0,1908.0
부산광역시 - 기타작물,Statistics,1041.0,805.0,703.0,692.0,572.0,238.0,363.0,430.0,363.0,1188.0,555.0,426.0,566.0,405.0
부산광역시 - 논벼,Statistics,2330.0,2205.0,2170.0,2123.0,2347.0,2074.0,1616.0,1623.0,1668.0,3120.0,2189.0,2102.0,2011.0,1749.0
부산광역시 - 식량작물,Statistics,453.0,243.0,340.0,306.0,874.0,339.0,597.0,404.0,391.0,1525.0,1141.0,548.0,600.0,740.0
부산광역시 - 채소·산나물,Statistics,3229.0,3618.0,3190.0,3109.0,2991.0,3853.0,3472.0,3503.0,3494.0,3360.0,4542.0,5062.0,4721.0,4939.0
부산광역시 - 축산,Statistics,57.0,112.0,76.0,66.0,112.0,238.0,139.0,164.0,125.0,91.0,137.0,141.0,135.0,160.0
부산시부 - 계,Statistics,5751.0,5641.0,5056.0,5005.0,6016.0,6147.0,5803.0,5608.0,5441.0,10117.0,9338.0,8793.0,8678.0,8012.0
부산시부 - 과수,Statistics,581.0,650.0,554.0,661.0,935.0,1133.0,1289.0,1127.0,1074.0,2472.0,2392.0,2307.0,2381.0,1710.0
부산시부 - 기타작물,Statistics,782.0,519.0,440.0,479.0,459.0,171.0,253.0,310.0,167.0,966.0,469.0,355.0,493.0,328.0
부산시부 - 논벼,Statistics,1763.0,1734.0,1718.0,1639.0,1753.0,1669.0,1349.0,1370.0,1388.0,2728.0,1890.0,1758.0,1740.0,1515.0
부산시부 - 식량작물,Statistics,282.0,138.0,232.0,198.0,677.0,181.0,516.0,346.0,239.0,1143.0,958.0,496.0,415.0,559.0
부산시부 - 채소·산나물,Statistics,2303.0,2561.0,2084.0,1999.0,2121.0,2839.0,2360.0,2409.0,2536.0,2758.0,3519.0,3768.0,3546.0,3771.0
부산시부 - 축산,Statistics,40.0,40.0,30.0,30.0,71.0,154.0,38.0,45.0,38.0,50.0,110.0,110.0,104.0,129.0
부안군 - 계,Statistics,7660.0,7594.0,7584.0,7466.0,9226.0,7338.0,7026.0,6883.0,7021.0,7364.0,6908.0,6858.0,6582.0,6422.0
부안군 - 과수,Statistics,623.0,669.0,787.0,589.0,357.0,195.0,162.0,155.0,171.0,260.0,115.0,110.0,21.0,57.0
부안군 - 기타작물,Statistics,162.0,325.0,293.0,396.0,465.0,448.0,612.0,432.0,572.0,581.0,112.0,478.0,184.0,333.0
부안군 - 논벼,Statistics,4005.0,3391.0,3333.0,3345.0,4337.0,3997.0,3854.0,3478.0,3830.0,3789.0,3441.0,3220.0,3190.0,3108.0
부안군 - 식량작물,Statistics,687.0,541.0,822.0,701.0,1509.0,465.0,772.0,586.0,671.0,1299.0,1039.0,812.0,1369.0,1056.0
부안군 - 채소·산나물,Statistics,1550.0,1927.0,1660.0,1667.0,2226.0,1974.0,1360.0,1943.0,1611.0,1066.0,1807.0,1889.0,1609.0,1587.0
부안군 - 축산,Statistics,633.0,741.0,689.0,767.0,332.0,259.0,267.0,290.0,165.0,369.0,393.0,349.0,208.0,281.0
부여군 - 계,Statistics,10856.0,10247.0,9978.0,10046.0,9607.0,8904.0,8902.0,8615.0,8335.0,9279.0,7995.0,7119.0,6952.0,6908.0
부여군 - 과수,Statistics,901.0,966.0,1017.0,938.0,855.0,725.0,558.0,439.0,455.0,906.0,500.0,527.0,550.0,511.0
부여군 - 기타작물,Statistics,1005.0,479.0,453.0,480.0,666.0,946.0,480.0,266.0,519.0,863.0,577.0,547.0,682.0,314.0
부여군 - 논벼,Statistics,6323.0,5437.0,5476.0,5647.0,4943.0,4615.0,5040.0,5534.0,5053.0,4895.0,4831.0,4064.0,4306.0,4359.0
부여군 - 식량작물,Statistics,398.0,410.0,357.0,481.0,552.0,708.0,313.0,508.0,370.0,688.0,475.0,270.0,208.0,36.0
부여군 - 채소·산나물,Statistics,2022.0,2595.0,2455.0,2318.0,2126.0,1558.0,2208.0,1539.0,1680.0,1551.0,1354.0,1361.0,885.0,1464.0
부여군 - 축산,Statistics,208.0,361.0,219.0,182.0,465.0,352.0,303.0,329.0,257.0,376.0,258.0,351.0,321.0,224.0
부천시 - 계,Statistics,824.0,780.0,750.0,695.0,997.0,935.0,928.0,886.0,889.0,1474.0,1291.0,1139.0,1036.0,1003.0
부천시 - 과수,Statistics,41.0,41.0,41.0,41.0,119.0,137.0,130.0,116.0,130.0,179.0,170.0,121.0,94.0,135.0
부천시 - 기타작물,Statistics,55.0,25.0,25.0,25.0,56.0,107.0,107.0,72.0,77.0,115.0,115.0,89.0,199.0,182.0
부천시 - 논벼,Statistics,354.0,344.0,305.0,305.0,439.0,402.0,374.0,374.0,359.0,585.0,497.0,433.0,443.0,360.0
부천시 - 식량작물,Statistics,52.0,52.0,25.0,,197.0,49.0,49.0,98.0,149.0,418.0,305.0,409.0,201.0,194.0
부천시 - 채소·산나물,Statistics,317.0,313.0,348.0,323.0,165.0,226.0,247.0,212.0,168.0,160.0,184.0,67.0,79.0,113.0
부천시 - 축산,Statistics,4.0,4.0,4.0,,21.0,14.0,21.0,14.0,7.0,17.0,20.0,20.0,20.0,20.0
사천시 - 계,Statistics,8051.0,8088.0,8054.0,8025.0,7143.0,6682.0,6360.0,6096.0,6007.0,5785.0,5478.0,5948.0,5654.0,5353.0
사천시 - 과수,Statistics,1222.0,1270.0,1221.0,1151.0,934.0,981.0,829.0,836.0,890.0,722.0,1017.0,1018.0,893.0,726.0
사천시 - 기타작물,Statistics,154.0,244.0,324.0,349.0,286.0,210.0,155.0,179.0,112.0,449.0,273.0,260.0,279.0,195.0
사천시 - 논벼,Statistics,4386.0,4014.0,3604.0,3435.0,3735.0,3584.0,3348.0,3128.0,2977.0,3020.0,2190.0,2505.0,1998.0,2042.0
사천시 - 식량작물,Statistics,646.0,904.0,1081.0,1015.0,641.0,227.0,257.0,436.0,446.0,589.0,828.0,654.0,895.0,409.0
사천시 - 채소·산나물,Statistics,1406.0,1364.0,1571.0,1851.0,1239.0,1512.0,1625.0,1406.0,1448.0,834.0,1059.0,1397.0,1478.0,1876.0
사천시 - 축산,Statistics,237.0,292.0,252.0,225.0,308.0,168.0,146.0,111.0,135.0,171.0,111.0,113.0,112.0,105.0
산청군 - 계,Statistics,6523.0,6464.0,6370.0,6319.0,6100.0,5889.0,5641.0,5640.0,5668.0,5128.0,5121.0,5097.0,5376.0,5268.0
산청군 - 과수,Statistics,1720.0,1705.0,1732.0,1680.0,1356.0,1247.0,1301.0,1288.0,1382.0,1070.0,989.0,905.0,1078.0,1079.0
산청군 - 기타작물,Statistics,157.0,130.0,151.0,262.0,216.0,355.0,260.0,205.0,287.0,383.0,539.0,444.0,596.0,454.0
산청군 - 논벼,Statistics,3270.0,3044.0,2830.0,2686.0,2865.0,2297.0,1981.0,1964.0,1923.0,2325.0,2061.0,1902.0,1838.0,1705.0
산청군 - 식량작물,Statistics,335.0,330.0,315.0,268.0,400.0,260.0,464.0,125.0,343.0,406.0,91.0,166.0,199.0,357.0
산청군 - 채소·산나물,Statistics,699.0,912.0,928.0,893.0,922.0,1222.0,1235.0,1634.0,1402.0,671.0,995.0,1148.0,1271.0,1233.0
산청군 - 축산,Statistics,341.0,342.0,414.0,530.0,341.0,509.0,399.0,424.0,331.0,273.0,446.0,531.0,394.0,440.0
삼척시 - 계,Statistics,4759.0,4624.0,4621.0,4549.0,4606.0,4752.0,4461.0,4286.0,4427.0,3974.0,3993.0,3952.0,3975.0,3778.0
삼척시 - 과수,Statistics,227.0,293.0,361.0,490.0,237.0,203.0,146.0,101.0,154.0,250.0,258.0,345.0,278.0,336.0
삼척시 - 기타작물,Statistics,164.0,170.0,257.0,354.0,253.0,391.0,412.0,283.0,555.0,297.0,264.0,748.0,547.0,474.0
삼척시 - 논벼,Statistics,451.0,313.0,328.0,411.0,626.0,463.0,533.0,466.0,293.0,460.0,524.0,428.0,427.0,287.0
삼척시 - 식량작물,Statistics,1739.0,1295.0,1364.0,1144.0,1786.0,1412.0,1283.0,1135.0,1236.0,1543.0,1165.0,1174.0,1081.0,1139.0
삼척시 - 채소·산나물,Statistics,1918.0,2306.0,2137.0,1916.0,1393.0,2032.0,1725.0,1986.0,1848.0,1192.0,1547.0,1068.0,1394.0,1288.0
삼척시 - 축산,Statistics,260.0,248.0,174.0,234.0,311.0,252.0,361.0,316.0,340.0,232.0,234.0,189.0,248.0,253.0
상주시 - 계,Statistics,14711.0,15258.0,14975.0,14547.0,14492.0,14285.0,13872.0,13885.0,13972.0,12582.0,12978.0,13615.0,13653.0,13410.0
상주시 - 과수,Statistics,5680.0,5680.0,5439.0,5662.0,5820.0,6050.0,5574.0,4627.0,5398.0,4717.0,4798.0,4924.0,4486.0,4821.0
상주시 - 기타작물,Statistics,1109.0,1095.0,1129.0,1032.0,577.0,731.0,933.0,587.0,428.0,631.0,736.0,897.0,1016.0,834.0
상주시 - 논벼,Statistics,5393.0,5853.0,5999.0,5359.0,5745.0,4748.0,4492.0,5597.0,4801.0,5167.0,3613.0,3808.0,4321.0,3926.0
상주시 - 식량작물,Statistics,558.0,576.0,636.0,747.0,741.0,540.0,506.0,993.0,554.0,665.0,1280.0,1397.0,1690.0,1935.0
상주시 - 채소·산나물,Statistics,956.0,1011.0,822.0,678.0,696.0,1082.0,1025.0,913.0,1402.0,583.0,1308.0,1425.0,1135.0,880.0
상주시 - 축산,Statistics,1016.0,1042.0,950.0,1069.0,913.0,1132.0,1342.0,1167.0,1389.0,819.0,1243.0,1164.0,1006.0,1015.0
서귀포시 - 계,Statistics,17077.0,16756.0,16341.0,16519.0,14816.0,13932.0,13930.0,13636.0,13167.0,12582.0,13554.0,13399.0,13186.0,12585.0
서귀포시 - 과수,Statistics,13195.0,13277.0,12887.0,13091.0,11647.0,11246.0,11112.0,10911.0,10422.0,10102.0,10593.0,10169.0,10592.0,10051.0
서귀포시 - 기타작물,Statistics,174.0,201.0,189.0,256.0,201.0,134.0,197.0,67.0,213.0,231.0,140.0,75.0,68.0,107.0
서귀포시 - 논벼,Statistics,,,,,2.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0
서귀포시 - 식량작물,Statistics,1777.0,1369.0,1157.0,1236.0,643.0,613.0,651.0,610.0,521.0,383.0,598.0,1105.0,803.0,962.0
서귀포시 - 채소·산나물,Statistics,1738.0,1661.0,1845.0,1727.0,2118.0,1614.0,1621.0,1701.0,1702.0,1706.0,2067.0,1885.0,1600.0,1465.0
서귀포시 - 축산,Statistics,193.0,248.0,264.0,209.0,205.0,325.0,348.0,348.0,309.0,153.0,157.0,166.0,123.0,0.0
서산시 - 계,Statistics,13107.0,13046.0,12846.0,12810.0,12229.0,11677.0,10319.0,9833.0,9510.0,11082.0,11054.0,10623.0,10561.0,10218.0
서산시 - 과수,Statistics,262.0,291.0,224.0,218.0,162.0,260.0,184.0,215.0,98.0,187.0,54.0,76.0,83.0,112.0
서산시 - 기타작물,Statistics,848.0,806.0,760.0,585.0,568.0,360.0,234.0,216.0,243.0,807.0,205.0,458.0,561.0,499.0
서산시 - 논벼,Statistics,7446.0,7343.0,7406.0,7296.0,7692.0,6823.0,5876.0,5212.0,5870.0,6563.0,6785.0,6086.0,6747.0,5544.0
서산시 - 식량작물,Statistics,823.0,761.0,727.0,922.0,1302.0,426.0,1045.0,567.0,1147.0,1351.0,742.0,841.0,1031.0,535.0
