item,category,1978,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
기타 - 상표 - 시도별 출원,Statistics,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,273.0,558.0,375.0,551.0,,,,,,,,,,,,,,,,,,,,
기타 - 실용신안 - 시도별 출원,Statistics,1.0,,,,1.0,,,,,,,,,,,,,,,,,15.0,14.0,26.0,9.0,5.0,19.0,29.0,20.0,59.0,42.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,,27.0,,,1.0,,
기타 - 출원서기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,273.0,558.0,369.0,372.0,9.0,75.0,30.0,27.0,103.0,111.0,6.0,2.0,8.0,2.0,7.0,7.0,9.0,21.0,31.0,71.0,100.0,91.0,45.0,33.0
기타 - 특허 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,,,258.0,490.0,326.0,281.0,292.0,36.0,76.0,112.0,200.0,138.0,21.0,15.0,14.0,28.0,25.0,23.0,17.0,7.0,13.0,19.0,7.0,11.0,12.0,11.0
대구 - 계 - 시도별 출원,Statistics,,,,,2105.0,2450.0,3135.0,3133.0,3528.0,2903.0,3261.0,3366.0,4110.0,4214.0,5049.0,5176.0,5072.0,5497.0,5705.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 - 다류상표기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,1441.0,2348.0,2636.0,3078.0,3142.0,3279.0,3038.0,3295.0,3238.0,3872.0,3759.0,3674.0,3454.0,3405.0,3563.0,4511.0,4775.0,4991.0,5043.0,4931.0,5321.0,5671.0,6606.0,7512.0,6988.0,7631.0
대구 - 디자인 - 시도별 출원,Statistics,,,,,975.0,1031.0,1412.0,1331.0,1549.0,1224.0,1284.0,1294.0,1613.0,1704.0,1920.0,1806.0,1709.0,1627.0,1588.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,1265.0,2143.0,1664.0,1952.0,1950.0,2266.0,2473.0,2166.0,2516.0,2744.0,3085.0,3197.0,3321.0,2856.0,3014.0,4016.0,4106.0,4508.0,4031.0,4022.0,3620.0,3570.0,3118.0,2801.0,2447.0,2193.0
대구 - 상표 - 시도별 출원,Statistics,,,,,371.0,420.0,562.0,677.0,642.0,666.0,877.0,874.0,1064.0,1053.0,1407.0,1553.0,1411.0,1721.0,1760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,4950.0,7260.0,7727.0,8787.0,8545.0,9129.0,,,,,,,,,,,,,,,,,,,,
대구 - 실용신안 - 시도별 출원,Statistics,,,,,707.0,921.0,1070.0,1036.0,1231.0,907.0,987.0,1017.0,1211.0,1195.0,1406.0,1375.0,1552.0,1585.0,1757.0,1515.0,1726.0,1985.0,2368.0,2142.0,2080.0,2088.0,2012.0,1838.0,1123.0,878.0,882.0,692.0,508.0,485.0,385.0,384.0,354.0,301.0,251.0,195.0,191.0,144.0,129.0,100.0,98.0
대구 - 출원서기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,4695.0,6532.0,7067.0,7971.0,7781.0,8160.0,2193.0,2023.0,2338.0,2620.0,2898.0,3130.0,3199.0,2757.0,2960.0,3721.0,3902.0,4375.0,3947.0,3903.0,3522.0,3452.0,2969.0,2754.0,2423.0,2178.0
대구 - 특허 - 시도별 출원,Statistics,,,,,52.0,78.0,91.0,89.0,106.0,106.0,113.0,181.0,222.0,262.0,316.0,442.0,400.0,564.0,600.0,729.0,1043.0,1442.0,1389.0,1311.0,1504.0,1678.0,2070.0,2571.0,2915.0,3230.0,3585.0,3459.0,3568.0,3835.0,4054.0,4470.0,4864.0,4735.0,4779.0,4619.0,4801.0,4782.0,5037.0,4683.0,4705.0
대전 - 계 - 시도별 출원,Statistics,,,,,,,,,,,16.0,612.0,1306.0,1494.0,2240.0,2775.0,3088.0,3131.0,2201.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대전 - 다류상표기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,952.0,1601.0,2939.0,2490.0,2659.0,2867.0,2612.0,3217.0,3259.0,2955.0,2679.0,3077.0,2905.0,3379.0,3632.0,3939.0,4158.0,4045.0,3973.0,4270.0,4828.0,5101.0,6116.0,6068.0,6094.0,6128.0
대전 - 디자인 - 시도별 출원,Statistics,,,,,,,,,,,,97.0,205.0,260.0,364.0,364.0,370.0,415.0,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대전 - 복수디자인기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,307.0,489.0,509.0,521.0,420.0,538.0,572.0,727.0,725.0,677.0,1057.0,1115.0,900.0,1224.0,1198.0,1284.0,1254.0,1303.0,1267.0,1471.0,1482.0,1241.0,1478.0,1446.0,1342.0,1233.0
대전 - 상표 - 시도별 출원,Statistics,,,,,,,,,,,16.0,123.0,287.0,352.0,597.0,628.0,818.0,908.0,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,
대전 - 상품류기준 - 시도별 출원,Statistics,,,,,,,,,,,,,,,,,,,,3538.0,5521.0,7473.0,7508.0,8098.0,8907.0,,,,,,,,,,,,,,,,,,,,
