item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
무안군 - 아파트월세가격지수,Statistics,101.6595926,100.7715335,102.4332583,102.1924734,100.7107264,99.83977932,99.83777308,101.8662604,96.73578102,98.33980799,100.5391008
문경시 - 아파트월세가격지수,Statistics,102.2029173,101.6225244,100.9279736,100.8146485,100.7966582,100.6943826,100.0339336,100.8079255,102.3465008,104.3035712,107.6894377
미추홀구 - 아파트월세가격지수,Statistics,102.0631726,101.7867581,101.6586689,101.499516,101.4650517,100.9638162,100.3236962,102.6511024,105.6522408,105.4298342,110.427908
밀양시 - 아파트월세가격지수,Statistics,100.6823909,100.4187531,99.78096263,99.63402262,98.83989107,100.3252304,99.73657604,103.3020089,105.8150103,108.8929053,111.0400337
보령시 - 아파트월세가격지수,Statistics,103.4713263,103.5058043,101.4941747,103.1624724,101.6824154,100.0309102,100.0406863,101.0903052,102.2557997,106.3814389,108.751072
부산광역시 - 아파트월세가격지수,Statistics,102.8598819,102.3033508,101.3734575,101.1404402,100.7713319,100.01971,99.60051447,102.1666094,105.1768199,104.7270542,105.6989438
부산진구 - 아파트월세가격지수,Statistics,104.7756377,103.7336046,102.8863068,102.3449926,102.3101166,101.1590724,100.4454583,104.1110561,106.7799647,101.8908813,101.3170449
부천시 - 아파트월세가격지수,Statistics,101.9457344,100.832183,100.2456891,100.1896672,100.2382854,100.1248719,99.35322661,99.86065841,105.92701,111.1389173,113.0726052
부평구 - 아파트월세가격지수,Statistics,104.387465,102.0231166,102.6512781,102.3307619,102.3329176,101.6952142,100.6529457,101.7198688,102.6651302,106.1155782,107.6959465
북구 - 아파트월세가격지수,Statistics,102.1270055,101.8502913,100.9911733,100.5586379,100.9312996,100.985917,99.98958333,100.434443,101.9146976,102.0981741,106.0009533
사상구 - 아파트월세가격지수,Statistics,104.3395156,105.1962162,105.4244819,105.4708233,105.0921322,102.0237487,100.9480501,101.028961,105.6109164,105.7029642,107.9548386
사천시 - 아파트월세가격지수,Statistics,100.736108,101.697411,102.8309865,103.1997091,101.2783817,100.3762597,99.77347418,101.3328888,102.6078489,104.7603699,107.0484809
사하구 - 아파트월세가격지수,Statistics,101.2009667,101.0601748,100.3109857,99.58979375,99.3424872,98.72476533,98.17853075,101.2669133,105.6186108,106.331312,107.8010352
삼척시 - 아파트월세가격지수,Statistics,102.9321897,102.6691543,102.4214729,101.9169363,99.26298554,99.42026384,99.62868848,99.59593386,100.1965948,102.5663501,102.9680015
상주시 - 아파트월세가격지수,Statistics,100.6435542,101.6077401,101.694814,101.352088,101.3458778,101.2655408,99.95903787,100.0253227,100.439869,101.7633079,110.4116586
서구 - 아파트월세가격지수,Statistics,101.4059198,101.2404224,100.7638738,100.3927953,100.2961595,100.2027516,99.13621109,101.5299281,104.9991832,105.3914746,114.5365703
서귀포시 - 아파트월세가격지수,Statistics,103.67055,107.8108436,107.9642697,106.7145624,104.2750706,101.4339825,100.0600878,102.7370096,106.1770971,105.5434813,104.1415481
서대문구 - 아파트월세가격지수,Statistics,105.9913558,103.6280663,101.0894747,99.98549021,99.98628365,99.88225026,99.95986966,99.86509963,104.9630073,107.4788936,110.0675904
서산시 - 아파트월세가격지수,Statistics,108.8390812,109.4391137,108.7933281,107.0183458,100.1798072,96.23528564,98.30563951,102.9604124,107.1412246,107.4801143,109.4349021
서울특별시 - 아파트월세가격지수,Statistics,105.0795178,103.2935255,101.8812347,100.7095876,100.3996315,100.0955082,100.0022049,101.9862775,103.4411768,105.6504792,108.0923876
서초구 - 아파트월세가격지수,Statistics,104.0393609,102.1056013,100.4533876,99.97322937,100.9365523,100.5956721,100.4476603,104.8400704,102.9445458,104.3974288,108.72502
성남시 - 아파트월세가격지수,Statistics,100.4200016,99.59132594,98.83699595,98.09071524,99.28334931,99.28075494,99.94707387,100.553402,101.7319327,107.7925697,111.0669117
성동구 - 아파트월세가격지수,Statistics,105.6373084,102.3971415,101.4016165,99.77110123,99.79338948,99.61516152,100.0239148,102.4829021,104.2410176,109.7779613,114.2023614
성북구 - 아파트월세가격지수,Statistics,105.393747,103.7801755,101.3998918,100.8260846,100.4585043,100.1479462,100.019009,101.6891449,105.1209669,108.0192685,110.9684233
세종특별자치시 - 아파트월세가격지수,Statistics,98.14283816,97.63046753,97.31979425,88.07235841,87.97431314,87.68243199,98.76232704,99.10830899,96.9454976,101.2252539,98.80511607
속초시 - 아파트월세가격지수,Statistics,102.0495085,102.0228823,100.6189738,100.6431281,101.0615352,100.8385207,100.0774908,102.8986659,104.7886134,104.3472091,105.6111125
송파구 - 아파트월세가격지수,Statistics,103.3141184,103.6618802,103.7166041,101.7983588,101.521918,101.1462483,100.6607568,101.1701535,99.57261308,99.45876095,100.9702064
수성구 - 아파트월세가격지수,Statistics,98.86635496,99.38230068,99.40641876,99.08422434,99.03270671,99.2002512,99.7276276,101.0974594,98.32433293,96.29730083,92.10177921
수영구 - 아파트월세가격지수,Statistics,101.5729524,101.680663,100.358313,100.1242307,99.70211803,99.9340578,99.74986505,101.3680596,103.4239683,102.7286471,107.4447283
수원시 - 아파트월세가격지수,Statistics,102.4585303,102.1588995,101.4442446,101.1518906,101.3787722,99.67289225,99.76763703,102.742276,105.5366249,110.2801782,113.0729109
순천시 - 아파트월세가격지수,Statistics,102.1803593,101.1656202,99.76364875,98.01756099,97.70551191,97.74533876,99.78860942,102.0640561,95.88018357,97.94806594,100.7404811
시흥시 - 아파트월세가격지수,Statistics,101.1213337,101.0704965,101.101891,101.0608269,101.5778379,101.4282291,101.0972174,107.2774027,108.8136333,109.1410542,111.4687427
아산시 - 아파트월세가격지수,Statistics,104.1195183,104.7465909,103.8140559,102.0822731,100.6292293,100.5940086,100.4077167,102.9311206,106.4012207,108.040824,106.3576509
안동시 - 아파트월세가격지수,Statistics,109.5967952,106.7236241,104.424123,104.3317355,100.2483903,99.73593623,99.45112611,102.7598217,106.9948381,110.7818941,114.3565241
안산시 - 아파트월세가격지수,Statistics,105.0904415,103.9766939,101.9171717,101.5458347,102.5115745,101.6098677,100.6369374,105.450767,109.8542322,113.5010782,115.7831422
안성시 - 아파트월세가격지수,Statistics,100.0396284,100.7838708,100.6637763,100.674965,99.92599327,100.2824904,99.97592962,109.45296,113.5167075,113.3362456,106.5335935
안양시 - 아파트월세가격지수,Statistics,102.6711615,101.7910592,99.92633184,99.64400278,99.84324021,99.95144161,100.0809537,100.6358849,104.3823893,108.2169059,110.2353714
양산시 - 아파트월세가격지수,Statistics,97.17391079,96.81617337,96.71066184,96.48354823,96.04259006,95.58639965,98.1777628,101.096254,101.462601,102.3682498,101.2164571
양주시 - 아파트월세가격지수,Statistics,104.1840119,102.0144242,101.9227226,101.9666559,102.0418827,100.2908587,99.37727995,101.0765819,102.1998276,92.3343358,94.35878243
양천구 - 아파트월세가격지수,Statistics,111.8974637,109.066094,106.2664694,104.5759251,101.9011261,99.72781414,99.87699568,104.1204718,105.6775246,106.5545949,108.5167499
여수시 - 아파트월세가격지수,Statistics,99.49545004,98.94279654,98.97851688,99.09243798,99.02127506,99.24676693,99.29211036,103.356867,95.88134791,99.08434326,102.1818842
여주시 - 아파트월세가격지수,Statistics,100.8001076,100.676517,99.90851642,99.80816371,99.11375199,99.54101581,99.79220806,101.8733096,104.7740173,104.0887233,105.3418836
연수구 - 아파트월세가격지수,Statistics,94.51003369,94.1859114,94.33779883,94.33818958,93.79778981,91.93985296,95.40212597,112.6117038,115.8101102,117.1392071,118.4632438
연제구 - 아파트월세가격지수,Statistics,109.7609196,106.2720927,102.8280297,102.148929,99.86788985,99.19049679,99.86620541,100.8330349,102.9989419,104.2201111,103.5860596
영도구 - 아파트월세가격지수,Statistics,100.7769049,101.4997179,101.2919493,100.9672475,100.753981,100.0971,100.0490377,101.1284957,100.6716236,99.55765504,100.1939094
영등포구 - 아파트월세가격지수,Statistics,105.0174656,102.7326527,101.5428494,100.4887742,100.7526159,100.1023435,100.0303706,100.6788061,102.3623585,106.2463795,108.2837352
영주시 - 아파트월세가격지수,Statistics,105.3803101,103.0836319,99.91311051,99.62001587,99.59350501,99.13331745,99.37128603,100.8362567,104.2181079,106.2429801,108.6302541
영천시 - 아파트월세가격지수,Statistics,102.2388909,102.2173514,101.6007549,100.4919571,100.7707712,101.2624978,99.96127436,99.93338426,100.8393425,104.2200742,110.5479386
예산군 - 아파트월세가격지수,Statistics,102.7737137,103.0353709,98.60149533,98.19646397,98.18668078,98.08754838,99.32745275,101.2099861,102.9574404,103.6692315,102.8679303
오산시 - 아파트월세가격지수,Statistics,105.3357513,104.6119081,105.0323439,105.1399662,102.7149496,99.79225496,99.7381562,104.8934547,102.8434799,108.966632,111.0361107
용산구 - 아파트월세가격지수,Statistics,101.8783285,100.8028577,99.80049765,99.34014555,99.36422059,99.56486488,99.74347806,101.2289267,103.0687239,107.8662376,112.7788746
용인시 - 아파트월세가격지수,Statistics,102.8335276,102.1371919,101.9095841,101.8749236,101.7357291,99.51262813,99.55903034,101.4933894,102.0730527,103.9815892,105.1718318
울산광역시 - 아파트월세가격지수,Statistics,109.3586976,109.2342132,107.38079,106.5188237,97.15254596,93.72761305,98.69075851,104.5937322,110.9520481,113.658224,115.9103392
울주군 - 아파트월세가격지수,Statistics,110.4521988,110.264981,109.0545987,109.1431974,103.4289541,100.3334471,100.1076983,105.9205151,109.8955637,112.5633394,116.3640657
원주시 - 아파트월세가격지수,Statistics,103.003607,102.4909302,102.1703455,101.9398257,98.9815394,94.95032405,98.63017076,99.44910873,100.1869431,102.18348,105.1732969
유성구 - 아파트월세가격지수,Statistics,98.31487994,97.93673737,97.04561156,95.89709018,95.73389537,95.42994978,97.87815738,103.7186531,103.1266679,108.1139873,108.7227357
은평구 - 아파트월세가격지수,Statistics,106.4233056,103.9357516,102.0871579,100.3896571,99.90570915,100.244434,100.1682332,100.1973623,100.792963,101.758542,103.8033897
음성군 - 아파트월세가격지수,Statistics,110.4641197,110.159529,108.9795985,102.9722462,96.881615,95.53814872,97.12518576,104.2484706,105.2917639,110.6523453,113.934746
의왕시 - 아파트월세가격지수,Statistics,100.9808229,100.2988049,100.1927825,99.8840827,100.0256483,100.6023,98.99752006,103.0631572,104.9765888,108.2296118,110.4780627
의정부시 - 아파트월세가격지수,Statistics,102.974068,100.7697157,99.89239131,99.86735362,99.86429239,99.78494759,99.4608206,102.583384,104.9081878,103.9360282,104.8799874
이천시 - 아파트월세가격지수,Statistics,101.1400619,100.4008291,100.6464195,100.6502305,100.4133343,100.2274753,100.1555174,102.1695426,108.4432008,105.8179334,107.1040994
익산시 - 아파트월세가격지수,Statistics,100.486816,100.8507502,100.8086568,100.6187599,100.2625594,100.1007591,99.85842994,99.0450281,101.752318,104.3316799,104.1620269
인천광역시 - 아파트월세가격지수,Statistics,100.2052102,99.50787621,99.55729852,99.46480436,99.41482918,98.70747474,98.90613246,103.5755193,105.6873834,106.7263655,111.0412537
