item,category,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
아산시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,14555.0,14306.0,14182.0,13900.0,13741.0,13610.0,13535.0,13368.0,13306.0,13077.0,12967.0,12711.0,12488.0,11995.0,12025.0,11810.0,11677.0,11481.0,11435.0,11061.0,11032.2463686864,10779.0,10327.8676,10120.8228,10001.5826,9967.6238,10402.8603,10354.49,10090.457,10058.7058
안동군 - 논,Statistics,10639.8,10874.0,10968.9,11009.2,10989.8,10966.0,10986.0,10907.0,10826.0,10486.0,10442.0,10113.0,10016.0,10021.0,9922.0,9330.0,9174.0,9052.0,8894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안동시 - 논,Statistics,324.2,313.2,312.2,329.4,312.0,309.0,305.0,318.0,316.0,590.0,590.0,642.0,644.0,646.0,641.0,627.0,629.0,632.0,618.0,8470.0,8165.0,7907.0,8004.0,8156.0,8253.0,8360.0,8316.0,8279.0,8263.0,8122.0,8148.0,7828.0,7711.0,7753.0,7695.0,7255.0,7305.0,7503.0,7209.0,6763.8676801411,6706.0,6475.9449,6308.1608,6361.4489,6409.2386,5165.6747,5207.62,4952.6107,4942.8667
안산시 - 논,Statistics,,,,,,,,,,,1017.0,1059.0,1033.0,1009.0,1013.0,1012.0,991.0,981.0,959.0,1212.0,1063.0,1049.0,1002.0,908.0,899.0,947.0,931.0,897.0,893.0,809.0,801.0,758.0,755.0,765.0,835.0,832.0,833.0,815.0,772.0,746.1796647609,723.0,709.0907,697.761,654.3107,651.185,1226.6337,1217.09,1176.5217,1166.7061
안성군 - 논,Statistics,13930.9,14197.7,14444.7,14577.9,14517.8,14491.0,14597.0,14062.0,13903.0,13916.0,13889.0,14001.0,13982.0,13978.0,13963.0,13838.0,13628.0,13293.0,13039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안성시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,12051.0,11187.0,10962.0,10857.0,10739.0,10673.0,10660.0,10467.0,10370.0,10202.0,10067.0,9725.0,9616.0,9407.0,9333.0,9313.0,8883.0,8901.0,8762.0,8575.0,8448.2978680866,8764.0,8482.0142,8336.577,8243.4936,8062.9123,7767.9038,7694.58,7381.5906,7343.4903
안양시 - 논,Statistics,564.9,501.6,447.8,426.2,403.7,404.0,354.0,354.0,459.0,448.0,427.0,385.0,383.0,384.0,76.0,75.0,75.0,69.0,63.0,32.0,31.0,25.0,25.0,24.0,25.0,23.0,23.0,19.0,19.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
양구군 - 논,Statistics,2394.7,2428.5,2433.5,2405.0,2383.6,2386.0,2382.0,2413.0,2417.0,2412.0,2452.0,3223.0,3302.0,3346.0,3409.0,3394.0,3281.0,3229.0,3127.0,2710.0,2892.0,2818.0,2742.0,2712.0,2778.0,2863.0,2827.0,2820.0,2821.0,2687.0,2632.0,2613.0,2435.0,2125.0,2056.0,1979.0,2051.0,1986.0,1837.0,1791.256605375,1690.0,1623.8946,1501.0656,1432.6158,1399.4228,1344.7129,1299.29,1256.816,1268.4872
양산군 - 논,Statistics,8895.2,8881.8,8738.4,8707.7,8514.6,8459.0,8433.0,7639.0,7603.0,7579.0,7545.0,8187.0,8115.0,7959.0,7791.0,7619.0,7282.0,7176.0,6792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양산시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,3591.0,2960.0,2534.0,2331.0,2286.0,2285.0,2249.0,2188.0,2122.0,2098.0,2058.0,2028.0,1959.0,1866.0,1893.0,1734.0,1629.0,1698.0,1619.0,1476.0,1412.8951550833,1392.0,1317.0811,1264.8479,1253.0396,1256.4329,621.011,604.7008,597.0394,591.9988
양양군 - 논,Statistics,3454.3,3467.7,3464.0,3438.1,3426.1,3423.0,3436.0,3394.0,3355.0,3345.0,3352.0,3491.0,3499.0,3456.0,3468.0,3434.0,3426.0,3333.0,3263.0,2962.0,2916.0,2902.0,2868.0,2782.0,2716.0,2654.0,2638.0,2611.0,2570.0,2567.0,2573.0,2563.0,2462.0,2327.0,2307.0,2284.0,2210.0,2202.0,2121.0,2072.9898873242,2028.0,1947.0413,1910.2141,1844.5349,1815.7302,1654.6153,1646.37,1612.8423,1590.3352
양주군 - 논,Statistics,10056.9,10064.4,10126.6,4887.2,4841.5,4488.0,4431.0,4133.0,4243.0,4256.0,4224.0,4453.0,4299.0,4298.0,4262.0,4185.0,4077.0,3934.0,3604.0,3444.0,3148.0,3062.0,3000.0,2995.0,2899.0,2767.0,2721.0,,,,,,,,,,,,,,,,,,,,,,
양주시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638.0,2594.0,2496.0,2300.0,2230.0,2180.0,2038.0,2009.0,1960.0,2023.0,2012.0,1870.0,1833.3617321507,1797.0,1599.7721,1494.6148,1477.1092,1418.752,1257.3534,1264.77,1235.0585,1139.4859
양평군 - 논,Statistics,8178.7,8312.2,8333.5,8359.6,8321.2,8332.0,8368.0,8393.0,8475.0,8512.0,8518.0,8552.0,8593.0,8533.0,8505.0,8398.0,8176.0,8020.0,7824.0,7465.0,6368.0,6151.0,6142.0,6099.0,6111.0,6109.0,5991.0,5944.0,5856.0,5614.0,5461.0,5424.0,5324.0,5165.0,5063.0,4969.0,5063.0,5065.0,4905.0,4704.7051405903,4530.0,4091.5543,3908.0333,3932.9251,3823.17,3318.9579,3302.17,3179.6445,3129.4891
여수시 - 논,Statistics,453.9,373.0,368.0,357.9,274.0,274.0,272.0,238.0,235.0,235.0,217.0,237.0,221.0,212.0,194.0,179.0,174.0,151.0,151.0,178.0,161.0,161.0,161.0,155.0,4172.0,4107.0,4093.0,4073.0,3942.0,3936.0,3796.0,3666.0,3634.0,3113.0,2825.0,2702.0,2701.0,2717.0,2676.0,2675.3738696163,2664.0,2592.4166,2441.6815,2306.7014,2297.694,2005.7769,1948.77,1895.5203,1830.7362
여주군 - 논,Statistics,11001.2,11764.1,12030.3,12181.5,12208.5,12250.0,12407.0,12537.0,12241.0,12338.0,12370.0,12388.0,12487.0,12522.0,12584.0,12509.0,12541.0,12581.0,12444.0,11789.0,10915.0,10715.0,10659.0,10617.0,10637.0,10648.0,10567.0,10417.0,10208.0,10073.0,9876.0,9684.0,9457.0,9094.0,8736.0,8669.0,8712.0,,,,,,,,,,,,
여주시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8688.0,8637.0,8622.9382204884,8608.0,8274.7254,7964.4879,7659.3606,7689.8745,7363.2965,7263.82,7177.2298,7107.7351
여천군 - 논,Statistics,4919.4,4820.3,4768.7,4719.6,4573.7,3372.0,3385.0,3378.0,3376.0,3377.0,3390.0,3555.0,3545.0,3542.0,3554.0,3554.0,3506.0,3495.0,3403.0,3230.0,3168.0,3149.0,3146.0,3147.0,,,,,,,,,,,,,,,,,,,,,,,,,
여천시 - 논,Statistics,,,,,,,,,,,1163.0,1244.0,1236.0,1229.0,1227.0,1181.0,1177.0,1161.0,1022.0,896.0,866.0,871.0,855.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,
여천출장소 - 논,Statistics,,,,,,1178.0,1176.0,1167.0,1159.0,1164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연기군 - 논,Statistics,6704.1,6741.1,6783.9,6824.6,6845.3,6888.0,6937.0,6915.0,6919.0,6904.0,6925.0,6876.0,6973.0,6986.0,6932.0,6808.0,6751.0,6651.0,6342.0,6422.0,6066.0,5923.0,5848.0,5847.0,5810.0,5805.0,5620.0,5533.0,5474.0,5436.0,5446.0,5362.0,5013.0,3991.0,3982.0,3888.0,4059.0,0.0,,,,,,,,,,,
연천군 - 논,Statistics,4342.4,4854.2,4906.6,4872.5,4907.0,5001.0,5105.0,4790.0,4591.0,4794.0,4797.0,4673.0,4859.0,4915.0,5005.0,5022.0,5562.0,5540.0,5356.0,5068.0,4821.0,4894.0,4972.0,5048.0,5171.0,5144.0,5092.0,5128.0,5129.0,4925.0,4676.0,4583.0,4564.0,4548.0,4335.0,4327.0,4325.0,4465.0,4346.0,4346.071204548,4155.0,3769.7906,3681.966,3554.4365,3299.5199,3863.9111,3818.83,3460.9744,3367.6035
영광군 - 논,Statistics,11023.3,11190.7,11232.6,11225.5,11342.0,11417.0,11940.0,12316.0,12634.0,12823.0,12936.0,11921.0,12086.0,12252.0,12327.0,12337.0,12317.0,12330.0,12332.0,12243.0,12245.0,12239.0,12299.0,12239.0,12196.0,12215.0,12172.0,12084.0,12071.0,12046.0,11995.0,12002.0,12019.0,11971.0,11889.0,11867.0,11792.0,11893.0,11757.0,11697.9451930983,11473.0,11316.0853,11195.1552,10913.6072,10854.2384,11005.3799,10794.47,10693.7084,10541.821
영덕군 - 논,Statistics,5118.0,5110.6,5150.4,5128.9,5091.2,5097.0,5048.0,4997.0,4885.0,4857.0,4830.0,4723.0,4699.0,4718.0,4710.0,4637.0,4585.0,4467.0,4324.0,3886.0,3731.0,3609.0,3568.0,3587.0,3524.0,3571.0,3556.0,3531.0,3525.0,3499.0,3450.0,3421.0,3354.0,3301.0,3170.0,3161.0,3195.0,3226.0,3189.0,2926.5659022784,3013.0,2973.8243,2958.1428,2973.0163,2958.7845,2007.9038,2013.17,1992.2907,2020.565
영동군 - 논,Statistics,6285.9,6331.9,6388.2,6350.2,6334.8,6339.0,6423.0,6499.0,6498.0,6501.0,6512.0,6766.0,6719.0,6686.0,6662.0,6466.0,6157.0,5784.0,5414.0,4123.0,3791.0,3734.0,3619.0,3487.0,3472.0,3442.0,3485.0,3343.0,3190.0,3133.0,2799.0,2760.0,2523.0,2434.0,1945.0,1771.0,1784.0,1781.0,1380.0,1346.4993907252,1392.0,1279.0527,1170.5666,1140.2013,1110.8985,1230.4435,1237.88,1153.1435,1099.276
영암군 - 논,Statistics,12156.2,12234.4,12455.2,12473.8,12492.4,12496.0,12630.0,13060.0,13245.0,13739.0,13984.0,12987.0,13242.0,13360.0,13402.0,15032.0,15549.0,15698.0,15432.0,17938.0,17855.0,17857.0,17777.0,17770.0,17833.0,17818.0,17813.0,17754.0,17719.0,17667.0,17527.0,17410.0,17165.0,17159.0,17031.0,16817.0,16942.0,16905.0,16915.0,16866.1631978289,16664.0,16327.4979,15797.6496,15617.5886,15648.1169,16056.6778,15851.09,15719.6897,15548.688
영양군 - 논,Statistics,2115.7,2141.1,2239.3,2235.2,2236.1,2232.0,2162.0,2150.0,2105.0,2035.0,2032.0,2096.0,2075.0,2054.0,2052.0,2012.0,1894.0,1799.0,1726.0,1651.0,1585.0,1593.0,1674.0,1712.0,1753.0,1780.0,1795.0,1805.0,1789.0,1771.0,1752.0,1736.0,1735.0,1737.0,1718.0,1620.0,1633.0,1658.0,1566.0,1438.8377575556,1453.0,1400.0992,1340.4322,1331.2849,1247.7873,607.9282,583.1668,587.1763,599.118
영월군 - 논,Statistics,1772.9,1824.9,1831.9,1833.2,1833.2,1815.0,1814.0,1806.0,1826.0,1837.0,1837.0,1769.0,1752.0,1749.0,1731.0,1699.0,1688.0,1683.0,1506.0,1360.0,1262.0,1242.0,1221.0,1199.0,1183.0,1158.0,1146.0,1122.0,1108.0,1083.0,983.0,937.0,888.0,947.0,886.0,715.0,797.0,729.0,662.0,647.5658102631,551.0,484.3003,475.6917,460.6043,421.6394,530.4572,479.7536,349.9363,335.3749
영일군 - 논,Statistics,12100.9,12126.1,12037.5,12245.6,12222.8,12184.0,12124.0,11994.0,11956.0,11892.0,11839.0,13009.0,13019.0,12825.0,12616.0,12369.0,12006.0,11783.0,11452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영주시 - 논,Statistics,,,,904.0,891.4,891.0,890.0,851.0,856.0,865.0,853.0,922.0,917.0,919.0,919.0,907.0,909.0,876.0,776.0,6813.0,6717.0,6510.0,6505.0,6579.0,6542.0,6652.0,6668.0,6652.0,6279.0,6316.0,6277.0,6088.0,5946.0,5934.0,5819.0,5809.0,5839.0,5888.0,5859.0,5436.6617410649,4931.0,4683.2065,4494.3089,4447.8432,4442.7496,3842.0902,3852.75,3768.5253,3733.7812
영천군 - 논,Statistics,10620.0,10734.9,10771.2,10438.2,10397.1,9245.0,9174.0,8827.0,8817.0,8803.0,8752.0,9640.0,9265.0,8827.0,8562.0,8174.0,7681.0,7206.0,6788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영천시 - 논,Statistics,,,,,,1143.0,1134.0,1353.0,1342.0,1337.0,1333.0,1367.0,1394.0,1465.0,1459.0,1399.0,1375.0,1224.0,1142.0,6600.0,6283.0,6038.0,5816.0,5708.0,5888.0,5981.0,5907.0,5808.0,5874.0,5809.0,5709.0,5540.0,5197.0,5024.0,4928.0,4795.0,4720.0,4859.0,4717.0,4181.5728177021,4566.0,4298.5368,4187.6626,4173.2401,4100.4255,2933.2485,2822.32,2763.3525,2771.1965
영풍군 - 논,Statistics,8212.7,8301.8,8345.5,7437.5,7427.7,7415.0,7412.0,7369.0,7359.0,7300.0,7289.0,7705.0,7616.0,7544.0,7413.0,7300.0,7048.0,6850.0,6397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예산군 - 논,Statistics,13452.9,13556.7,13642.2,13921.6,14017.6,14079.0,14274.0,14503.0,14738.0,15263.0,15387.0,14524.0,14626.0,14675.0,14709.0,14695.0,14628.0,14586.0,14243.0,13404.0,13241.0,13124.0,13095.0,13118.0,13204.0,13223.0,13085.0,12905.0,12910.0,12840.0,12805.0,12738.0,12435.0,12697.0,12586.0,12368.0,12432.0,12351.0,12332.0,12156.8575755599,12048.0,11960.7581,11737.4779,11580.8866,11569.8358,10699.7917,10696.91,10470.0757,10484.8626
예천군 - 논,Statistics,11404.3,11724.7,12092.4,12231.2,12368.5,12396.0,12367.0,12415.0,12432.0,12481.0,12566.0,11456.0,11560.0,11791.0,11886.0,12025.0,11859.0,11896.0,11704.0,11652.0,11682.0,11670.0,11670.0,11729.0,11852.0,11948.0,11964.0,11975.0,11199.0,11083.0,11080.0,11261.0,11072.0,10958.0,10722.0,10439.0,10576.0,10883.0,10421.0,10157.1178486215,10076.0,9934.1986,9684.3662,9633.6224,9584.8996,9714.9661,9827.15,9681.9189,9656.3732
오산시 - 논,Statistics,,,,,,,,,,,,,1118.0,1123.0,1125.0,1105.0,1094.0,1031.0,1028.0,977.0,869.0,827.0,829.0,823.0,793.0,787.0,761.0,761.0,724.0,603.0,518.0,496.0,481.0,377.0,373.0,372.0,365.0,359.0,354.0,353.5627910176,280.0,244.8831,235.8472,230.3675,220.3913,301.0397,285.7025,284.9502,241.391
옥구군 - 논,Statistics,14086.8,14121.9,14118.5,14119.1,14139.6,14153.0,14149.0,14106.0,14115.0,14147.0,14172.0,14910.0,12946.0,12977.0,12935.0,12938.0,12925.0,12958.0,12859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옥천군 - 논,Statistics,5707.5,5882.6,6054.5,5745.3,5780.0,5786.0,5809.0,5825.0,5820.0,5858.0,5854.0,5746.0,5843.0,5845.0,5851.0,5850.0,5623.0,5452.0,5260.0,4742.0,4353.0,4322.0,4222.0,4093.0,4008.0,3959.0,3848.0,3749.0,3684.0,3660.0,3353.0,3256.0,3094.0,2904.0,2762.0,2717.0,2725.0,2735.0,2399.0,2386.074706599,2392.0,2161.579,2052.4686,2032.7021,1982.8214,2023.4916,2053.08,1871.8252,1919.3362
온양시 - 논,Statistics,,,,,,,,,,,1415.0,1503.0,1484.0,1485.0,1488.0,1489.0,1492.0,1497.0,1502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
옹진군 - 논,Statistics,3056.2,3059.6,3064.5,3090.2,3120.8,3127.0,3159.0,3274.0,3063.0,3130.0,3129.0,3142.0,1866.0,1927.0,1941.0,1945.0,1948.0,1897.0,1861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
완도군 - 논,Statistics,3552.5,3573.9,3571.9,3554.1,3541.5,3546.0,3504.0,3522.0,3532.0,3513.0,3510.0,3600.0,3585.0,3574.0,3587.0,3556.0,3497.0,3452.0,3450.0,3422.0,3377.0,3555.0,3612.0,3636.0,3627.0,3598.0,3534.0,3501.0,3381.0,3444.0,3311.0,3247.0,3220.0,3159.0,3116.0,3020.0,3045.0,2824.0,2822.0,2780.6688479453,2615.0,2551.2465,2524.291,2466.7108,2467.0934,2123.4058,2090.98,2066.4304,2067.62
완주군 - 논,Statistics,12721.1,12790.0,12800.6,12719.7,12717.7,12762.0,12816.0,12881.0,12959.0,13058.0,13147.0,13835.0,11372.0,11466.0,11399.0,11395.0,11381.0,11264.0,11015.0,9724.0,9638.0,9388.0,9245.0,9242.0,9156.0,9075.0,8957.0,8539.0,8384.0,8323.0,8268.0,8194.0,7990.0,6297.0,5393.0,5573.0,5596.0,5801.0,5198.0,5049.3964217147,4907.0,4549.0008,4460.7479,4353.956,4220.3186,3812.4707,3861.74,3663.175,3468.9919
용인군 - 논,Statistics,9335.1,9446.1,9495.4,9548.7,9555.4,9526.0,9525.0,9249.0,9498.0,9524.0,9514.0,9837.0,9790.0,9458.0,9093.0,8701.0,8486.0,8240.0,8058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용인시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,7423.0,6885.0,6310.0,6399.0,6418.0,6293.0,6140.0,5858.0,5669.0,5555.0,5480.0,5234.0,5065.0,4946.0,4830.0,4816.0,4608.0,4653.0,4516.0,4537.0,4522.5006652409,4421.0,4219.7145,4005.7924,3849.4847,3847.3653,3714.8903,3600.34,3563.5638,3546.6047
울릉군 - 논,Statistics,48.0,48.0,50.0,50.0,48.0,48.0,47.0,47.0,48.0,48.0,48.0,52.0,52.0,52.0,52.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
울산 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,10342.0,9934.0,9812.0,9615.0,9452.0,9067.0,8737.0,8612.0,8556.0,8421.0,7802.0,7454.0,7209.0,6947.0,6950.0,6887.0,6508.0,6125.4167566704,5926.0,5636.127,5485.3462,5280.9937,5238.0909,4423.8467,4267.77,4075.8965,4012.3487
울산군 - 논,Statistics,,,,,,,,,,,,,11393.0,11382.0,11288.0,11156.0,11039.0,10899.0,10664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울산시 - 논,Statistics,2831.1,2804.6,2665.0,2505.3,2447.7,2385.0,2354.0,2317.0,2297.0,2268.0,2156.0,2186.0,2022.0,1859.0,1710.0,1596.0,1513.0,1401.0,1347.0,11183.0,10650.0,10391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
울주군 - 논,Statistics,10726.0,10678.4,10564.7,10499.6,10462.9,10474.0,10455.0,11196.0,11143.0,11095.0,11057.0,11467.0,,,,,,,,,,,,,,,,,,,6728.0,6628.0,6165.0,6031.0,5807.0,5647.0,5727.0,5730.0,5448.0,5216.4620149449,5060.0,4847.8303,4728.434,4548.6967,4514.4367,3943.095,3795.87,3629.9567,3577.0644
울주군외 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.0,1793.0,1637.0,1423.0,1402.0,1300.0,1223.0,1158.0,1061.0,908.9547417255,866.0,788.2967,756.9122,732.297,723.6542,480.7517,471.9025,445.9398,435.2843
울진군 - 논,Statistics,4857.0,4884.9,4868.1,4813.0,4714.5,4707.0,4642.0,4560.0,4573.0,4581.0,4563.0,4593.0,4617.0,4644.0,4642.0,4579.0,4476.0,4267.0,4222.0,3970.0,3855.0,3787.0,3788.0,3845.0,3930.0,3986.0,3989.0,4004.0,3927.0,3886.0,3880.0,3853.0,3701.0,3517.0,3280.0,3249.0,3275.0,3558.0,3558.0,3444.9864106396,3177.0,3043.0691,2977.9219,2968.7611,2955.0843,2357.0669,2328.38,2322.0192,2296.6885
원성군 - 논,Statistics,5590.8,5674.1,5704.3,5705.5,5705.5,5709.0,,6000.0,6016.0,6018.0,5982.0,6163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원주군 - 논,Statistics,,,,,,,5768.0,,,,,,6231.0,6277.0,6173.0,6126.0,5928.0,5836.0,5605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원주시 - 논,Statistics,1227.8,1209.5,1220.5,1218.4,1192.8,1182.0,1160.0,1187.0,1184.0,1175.0,1170.0,1237.0,1239.0,1233.0,1224.0,1196.0,1140.0,1135.0,1067.0,5707.0,5351.0,5277.0,5222.0,5226.0,5236.0,5227.0,5279.0,5207.0,5126.0,4991.0,5004.0,4950.0,4957.0,4475.0,4466.0,4180.0,4201.0,4237.0,4080.0,4012.3801211331,3966.0,3755.8339,3590.3466,3531.8701,3455.9222,3328.0338,3230.94,3217.5228,3156.0432
월성군 - 논,Statistics,14873.5,15312.9,15229.0,15209.5,15189.4,15211.0,15241.0,15240.0,15211.0,15168.0,15149.0,15200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
음성군 - 논,Statistics,9205.6,9439.4,9662.6,9897.4,9984.8,10015.0,10114.0,10282.0,10345.0,10366.0,10374.0,10037.0,10046.0,10005.0,10015.0,9997.0,9997.0,9813.0,9599.0,8943.0,8471.0,8319.0,8209.0,8214.0,8061.0,8075.0,8058.0,7962.0,7661.0,7283.0,7153.0,7075.0,6947.0,6601.0,6168.0,5823.0,5846.0,5710.0,5525.0,5426.5542235589,5013.0,4718.1498,4468.2956,4406.124,4403.6577,4219.0107,4170.47,4089.0614,4157.8559
의령군 - 논,Statistics,5952.0,5949.9,5947.9,5911.2,5885.3,5866.0,5878.0,6013.0,6018.0,6039.0,6050.0,6204.0,6250.0,6279.0,6308.0,6336.0,6280.0,6212.0,6107.0,5711.0,5679.0,5740.0,5643.0,5623.0,5680.0,5630.0,5610.0,5526.0,5439.0,5401.0,5313.0,5281.0,5260.0,5027.0,4745.0,4651.0,4652.0,4675.0,4677.0,4485.8456768316,4471.0,4269.2795,4255.9042,4243.5685,4236.7556,3222.6377,3157.77,3188.2232,3205.3227
의성군 - 논,Statistics,12510.6,13162.2,13278.1,13377.4,13457.3,13507.0,13593.0,13648.0,13696.0,13583.0,13522.0,14041.0,13859.0,13765.0,13756.0,13619.0,13194.0,13014.0,12776.0,12251.0,12103.0,11917.0,12057.0,12118.0,12175.0,12242.0,12350.0,12334.0,12315.0,12298.0,12268.0,12302.0,12200.0,12341.0,12190.0,12064.0,12160.0,12213.0,11268.0,10504.6763555541,10477.0,10230.0721,9996.9215,10100.938,10122.1021,9821.8527,9964.07,9892.224,9986.2732
의왕시 - 논,Statistics,,,,,,,,,,,,,593.0,571.0,569.0,478.0,418.0,402.0,360.0,219.0,196.0,189.0,178.0,176.0,157.0,158.0,155.0,160.0,170.0,163.0,153.0,157.0,153.0,148.0,148.0,148.0,150.0,147.0,131.0,130.3683155854,106.0,93.5008,83.5754,69.8267,63.8181,5.0515,6.6747,7.0803,4.7635
의정부시 - 논,Statistics,677.6,677.6,652.7,790.6,787.4,784.0,760.0,758.0,748.0,739.0,739.0,836.0,829.0,811.0,795.0,745.0,746.0,740.0,613.0,549.0,459.0,417.0,421.0,403.0,419.0,395.0,376.0,363.0,336.0,316.0,284.0,245.0,167.0,168.0,167.0,167.0,185.0,176.0,153.0,151.4008437439,150.0,128.371,93.2029,89.7286,87.9039,74.4774,74.5194,74.2805,73.7351
의창군 - 논,Statistics,,,,8993.4,8941.8,8953.0,8937.0,8285.0,8267.0,8181.0,8170.0,8636.0,8604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이리시 - 논,Statistics,2468.2,2471.6,2480.5,2456.2,2454.4,2431.0,2426.0,3935.0,4040.0,4020.0,4036.0,4199.0,4244.0,4240.0,4230.0,4212.0,4216.0,4146.0,4120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이천군 - 논,Statistics,12241.5,12502.2,12641.3,12710.2,12538.7,12525.0,12653.0,12656.0,12583.0,12657.0,12671.0,13007.0,12969.0,12923.0,12789.0,12717.0,12545.0,12350.0,11916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이천시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,11720.0,11017.0,10977.0,10969.0,10840.0,10821.0,10781.0,10758.0,10621.0,10424.0,10258.0,10192.0,10133.0,9993.0,9887.0,9747.0,9360.0,9295.0,9461.0,9439.0,9317.3035299455,9141.0,8901.2775,8697.3014,8650.889,8623.562,7837.0921,7779.99,7452.9112,7489.1606
익산군 - 논,Statistics,20920.0,21131.9,21182.9,21214.9,21279.6,21298.0,21416.0,20136.0,20264.0,20653.0,20742.0,21250.0,21343.0,21337.0,21341.0,21276.0,21130.0,20919.0,20780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
익산시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,22545.0,22310.0,22219.0,21996.0,21964.0,21839.0,21746.0,21689.0,21655.0,21591.0,21457.0,21455.0,21322.0,21343.0,20627.0,20227.0,19416.0,19361.0,19067.0,18998.0,18741.6920606238,18527.0,18201.3824,18067.5832,18078.6227,17912.3292,17898.1938,17870.6,17470.4821,17516.8179
인제군 - 논,Statistics,1976.7,2077.3,2082.8,2077.6,2070.3,2091.0,2075.0,2069.0,2058.0,2057.0,2042.0,2178.0,2158.0,2052.0,1996.0,1891.0,1767.0,1732.0,1664.0,1545.0,1459.0,1470.0,1427.0,1427.0,1468.0,1469.0,1468.0,1425.0,1406.0,1389.0,1320.0,1318.0,1314.0,1188.0,1150.0,1055.0,1064.0,1166.0,1061.0,1053.4464944662,1070.0,991.7584,949.3247,946.5986,894.6029,702.9878,707.5279,688.5687,632.5078
인천 - 논,Statistics,,,,,,2420.0,2361.0,2295.0,2634.0,2555.0,2424.0,2521.0,5352.0,5106.0,4876.0,4754.0,4731.0,4568.0,4151.0,19768.0,19334.0,18670.0,18372.0,18039.0,17696.0,17926.0,17814.0,17512.0,17167.0,16898.0,16647.0,15747.0,15401.0,14281.0,13662.0,13394.0,13541.0,13586.0,13589.0,13444.792711027,12720.0,12222.9811,11547.2614,11326.5996,11225.9984,12413.1861,12287.68,12189.1578,12168.7233
인천시 - 논,Statistics,2900.3,2836.2,2631.3,2583.6,2551.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임실군 - 논,Statistics,7205.1,7192.1,7194.0,7098.0,6994.1,6967.0,6985.0,7012.0,7001.0,7054.0,7153.0,7114.0,7185.0,7219.0,7237.0,7236.0,7145.0,7119.0,7039.0,6256.0,6165.0,6165.0,6099.0,6176.0,6162.0,6139.0,6117.0,6112.0,6083.0,6060.0,6034.0,6053.0,5848.0,5213.0,5064.0,5120.0,5158.0,4852.0,4472.0,4432.5816953704,4470.0,4324.4167,4257.1063,4266.0762,4256.8694,4156.1398,4136.66,4065.5919,4069.461
