item,category,2009,2011,2013,2015,2017,2019,2021,2023
대전광역시 - 여자 - 관광자 1인당 여행횟수,Statistics,6.0,4.9,5.2,5.4,5.9,5.9,5.296,5.98
대전광역시 - 여자 - 국내관광여행 경험없음,Statistics,31.1,34.6,17.3,29.7,23.7,22.7,48.867,
대전광역시 - 여자 - 국내관광여행 경험있음,Statistics,68.9,65.4,82.7,70.3,76.3,77.3,51.133,73.082
대전광역시 - 여자 - 인구 1인당 여행횟수,Statistics,4.2,3.2,4.3,3.8,4.5,4.6,2.708,4.371
부산광역시 - 계 - - 당일여행,Statistics,41.2,33.8,54.5,57.0,49.5,44.8,26.844,44.725
부산광역시 - 계 - - 숙박여행,Statistics,36.6,37.1,42.2,45.1,53.7,46.6,26.405,50.343
부산광역시 - 계 - · 관광자 1인당 여행횟수,Statistics,2.4,2.4,2.4,2.7,2.8,2.7,2.518,3.249
부산광역시 - 계 - · 인구 1인당 여행횟수,Statistics,0.9,0.9,1.0,1.2,1.5,1.3,0.665,1.636
부산광역시 - 계 - · 회당 평균 숙박일수,Statistics,2.4,2.6,2.4,2.5,2.5,2.5,2.9,2.552
부산광역시 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 계 - 관광자 1인당 여행횟수,Statistics,4.9,4.7,4.5,6.8,5.6,4.9,4.654,6.066
부산광역시 - 계 - 국내관광여행 경험없음,Statistics,43.0,46.1,33.3,31.9,29.0,33.9,61.561,
부산광역시 - 계 - 국내관광여행 경험있음,Statistics,57.0,53.9,66.7,68.1,71.0,66.1,38.439,64.289
부산광역시 - 계 - 인구 1인당 여행횟수,Statistics,2.8,2.5,3.0,4.7,3.9,3.2,1.789,3.9
부산광역시 - 남자 - - 당일여행,Statistics,36.8,33.2,51.3,55.2,46.8,43.1,27.103,42.808
부산광역시 - 남자 - - 숙박여행,Statistics,34.4,35.2,40.9,43.3,53.2,44.7,26.028,49.267
부산광역시 - 남자 - · 관광자 1인당 여행횟수,Statistics,2.6,2.4,2.4,2.6,3.0,2.6,2.47,3.526
부산광역시 - 남자 - · 인구 1인당 여행횟수,Statistics,0.9,0.8,1.0,1.1,1.6,1.2,0.643,1.737
부산광역시 - 남자 - · 회당 평균 숙박일수,Statistics,2.5,2.6,2.4,2.4,2.4,2.4,2.881,2.519
부산광역시 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
부산광역시 - 남자 - 관광자 1인당 여행횟수,Statistics,5.0,4.9,4.4,6.9,5.8,4.7,4.671,6.375
부산광역시 - 남자 - 국내관광여행 경험없음,Statistics,47.3,48.2,36.5,33.5,30.8,35.9,61.16,
부산광역시 - 남자 - 국내관광여행 경험있음,Statistics,52.7,51.8,63.5,66.5,69.2,64.1,38.84,62.414
부산광역시 - 남자 - 인구 1인당 여행횟수,Statistics,2.6,2.5,2.8,4.6,4.0,3.0,1.814,3.979
부산광역시 - 여자 - - 당일여행,Statistics,45.3,34.5,57.4,58.6,52.0,46.5,26.603,46.516
