item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
송파구 - 총재활용량＜br＞(A),Statistics,452.6,461.9,546.1,564.6,632.6,640.3,708.8,695.8,584.1,545.1,531.7,467.5,425.7,360.9,397.6,398.7,370.4,416.9,604.8,541.0,474.6,485.1,427.6
수성구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,45.4,46.4,45.6,44.4,54.6,54.0,59.1,60.5,56.6,61.7,59.2,55.5,54.4,53.6,53.2,68.3,81.9,79.6,78.0,68.9,66.7,61.4,63.8
수성구 - 생활계폐기물 총발생량＜br＞(B),Statistics,429.5,437.8,410.4,362.3,384.9,352.7,398.1,409.8,399.4,373.4,404.9,415.1,448.7,420.6,441.3,459.6,442.7,465.3,444.2,455.3,416.2,419.5,383.8
수성구 - 총재활용량＜br＞(A),Statistics,195.1,203.1,187.1,160.9,210.0,190.6,235.1,247.8,225.9,230.3,239.8,230.5,244.0,225.4,234.9,313.7,362.4,370.2,346.3,313.9,277.4,257.4,244.7
수영구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,67.5,65.5,64.9,68.6,72.3,69.6,70.5,74.1,74.5,72.1,73.8,73.5,71.8,90.7,89.2,79.1,74.5,88.7,84.2,83.7,73.4,68.0,84.0
수영구 - 생활계폐기물 총발생량＜br＞(B),Statistics,199.5,197.0,186.0,179.9,167.3,156.8,155.7,149.6,149.1,148.0,143.3,144.6,149.0,172.3,157.0,157.9,152.3,151.1,145.3,173.1,122.4,137.3,136.5
수영구 - 총재활용량＜br＞(A),Statistics,134.7,129.1,120.7,123.5,121.0,109.1,109.7,110.8,111.1,106.7,105.7,106.3,107.0,156.3,140.0,124.9,113.4,134.0,122.3,144.9,89.8,93.4,114.7
수원시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,55.8,55.0,55.1,57.0,55.4,53.5,54.2,62.5,56.3,58.8,59.2,55.6,59.8,56.2,56.3,59.9,63.1,62.3,52.9,66.3,48.8,64.5,64.8
수원시 - 생활계폐기물 총발생량＜br＞(B),Statistics,876.0,921.0,991.1,970.1,934.0,852.8,995.5,1021.3,964.9,1024.8,1027.2,1074.7,1050.0,1028.6,1101.5,1241.0,1143.6,1134.5,1019.8,1292.7,1422.1,1074.8,1075.2
수원시 - 총재활용량＜br＞(A),Statistics,488.6,506.8,546.5,552.6,517.4,456.0,539.1,638.3,543.6,602.4,607.8,598.0,627.5,577.6,620.1,743.6,721.4,707.2,539.5,857.6,694.2,692.9,697.1
순창군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,33.7,34.7,36.7,40.9,46.0,39.1,45.3,45.9,51.9,43.8,45.5,46.5,41.5,36.9,39.9,39.7,43.4,39.5,49.3,41.9,43.6,48.5,51.9
순창군 - 생활계폐기물 총발생량＜br＞(B),Statistics,19.3,19.0,16.9,17.6,17.6,19.2,23.2,19.6,21.4,22.4,22.4,22.6,17.6,13.0,14.3,15.1,15.9,15.7,20.1,20.3,25.0,24.1,21.4
순창군 - 총재활용량＜br＞(A),Statistics,6.5,6.6,6.2,7.2,8.1,7.5,10.5,9.0,11.1,9.8,10.2,10.5,7.3,4.8,5.7,6.0,6.9,6.2,9.9,8.5,10.9,11.7,11.1
순천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,20.1,19.5,29.8,57.9,58.5,61.0,36.7,40.5,35.3,28.9,38.1,63.3,62.8,60.2,86.0,93.6,77.5,77.0,60.6,69.4,93.2,86.3,87.2
순천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,237.5,261.4,469.4,625.2,388.1,345.9,276.5,230.1,237.4,274.1,245.6,371.1,321.0,342.0,268.7,240.9,293.6,293.9,254.6,316.9,155.3,271.7,311.9
순천시 - 총재활용량＜br＞(A),Statistics,47.7,51.0,140.1,362.0,227.1,211.1,101.5,93.1,83.9,79.3,93.5,234.8,201.6,205.9,231.1,225.4,227.5,226.4,154.2,219.9,144.7,234.6,272.0
시흥시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,42.0,42.7,40.9,45.5,61.6,62.5,66.4,55.6,55.6,58.9,60.7,59.5,61.6,48.4,50.5,70.3,71.5,68.1,51.1,54.3,60.5,57.5,54.8
시흥시 - 생활계폐기물 총발생량＜br＞(B),Statistics,221.1,269.7,301.5,298.0,270.9,312.2,314.2,272.5,319.5,303.0,300.4,302.4,312.3,349.2,371.2,465.7,479.5,432.1,479.4,490.9,541.2,623.3,561.6
시흥시 - 총재활용량＜br＞(A),Statistics,92.8,115.1,123.4,135.7,167.0,195.1,208.6,151.5,177.5,178.4,182.2,180.0,192.3,169.1,187.4,327.5,342.8,294.1,244.9,266.8,327.3,358.2,308.0
신안군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,23.4,22.8,22.4,23.4,24.3,28.4,47.6,45.3,32.3,31.1,29.7,37.7,39.7,38.3,33.9,37.6,43.4,40.2,56.3,52.8,62.3,55.2,44.3
신안군 - 생활계폐기물 총발생량＜br＞(B),Statistics,30.8,28.1,25.5,28.6,22.6,27.1,40.1,39.1,33.1,41.8,42.1,44.0,42.3,40.2,39.8,41.0,41.0,39.8,60.8,64.8,72.6,63.4,51.7
신안군 - 총재활용량＜br＞(A),Statistics,7.2,6.4,5.7,6.7,5.5,7.7,19.1,17.7,10.7,13.0,12.5,16.6,16.8,15.4,13.5,15.4,17.8,16.0,34.2,34.2,45.2,35.0,22.9
아산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,31.0,31.3,24.4,29.3,35.6,43.8,43.0,61.8,64.3,62.1,48.7,56.7,63.5,58.0,63.7,50.7,63.1,76.5,69.4,66.0,51.3,49.8,62.6
아산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,179.5,183.3,203.6,237.7,258.1,270.9,279.5,485.9,333.7,299.6,241.0,271.9,324.7,290.2,382.2,297.0,462.3,760.9,622.0,619.6,472.3,531.9,487.8
아산시 - 총재활용량＜br＞(A),Statistics,55.7,57.3,49.7,69.7,91.8,118.6,120.3,300.5,214.7,186.1,117.3,154.3,206.3,168.3,243.5,150.6,291.6,581.8,431.8,408.7,242.4,265.0,305.5
안동시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,22.8,25.4,27.1,34.8,46.3,46.3,47.5,48.6,57.1,54.4,52.6,44.4,88.8,90.9,64.3,37.4,58.4,44.0,52.4,39.0,47.6,55.2,47.0
안동시 - 생활계폐기물 총발생량＜br＞(B),Statistics,157.8,189.7,186.1,175.8,180.2,155.0,163.5,162.7,186.2,208.9,192.7,165.9,278.2,300.0,282.9,199.5,296.8,184.6,265.4,237.0,273.9,235.0,359.7
안동시 - 총재활용량＜br＞(A),Statistics,35.9,48.1,50.4,61.2,83.5,71.7,77.7,79.0,106.4,113.6,101.3,73.6,247.0,272.6,182.0,74.6,173.3,81.2,139.0,92.5,130.5,129.7,169.2
안산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,49.7,35.7,36.2,40.6,51.1,50.1,52.4,52.2,61.0,57.5,50.7,52.4,51.4,56.9,57.8,56.4,54.9,56.7,51.8,50.0,55.2,49.3,51.2
안산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,475.6,446.7,480.3,476.2,511.7,496.6,518.7,548.9,462.6,436.5,445.0,492.4,532.1,599.4,560.9,562.0,552.7,592.9,622.0,690.3,739.9,748.7,750.9
안산시 - 총재활용량＜br＞(A),Statistics,236.6,159.3,173.8,193.2,261.6,248.9,272.0,286.7,282.3,250.9,225.5,258.2,273.3,340.8,324.1,316.7,303.5,336.1,321.9,345.0,408.4,369.4,384.5
안성시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,47.3,37.2,51.0,47.2,50.2,36.0,53.0,80.2,77.0,75.1,77.4,74.4,49.3,50.5,49.9,52.5,53.9,61.9,59.5,59.7,65.9,70.2,68.9
안성시 - 생활계폐기물 총발생량＜br＞(B),Statistics,113.2,125.6,130.4,135.2,145.3,173.1,176.5,341.5,329.8,322.6,292.6,293.5,249.1,231.5,231.3,222.5,230.8,234.9,220.8,205.3,231.5,290.3,281.6
안성시 - 총재활용량＜br＞(A),Statistics,53.6,46.7,66.5,63.8,72.9,62.4,93.5,273.9,254.0,242.2,226.5,218.3,122.9,117.0,115.4,116.9,124.4,145.5,131.3,122.5,152.6,203.8,193.9
안양시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,33.5,33.8,38.4,43.5,56.3,58.8,46.7,54.0,54.1,55.9,58.6,51.7,57.8,48.2,59.0,55.7,44.7,34.1,33.1,45.8,46.4,53.1,88.4
안양시 - 생활계폐기물 총발생량＜br＞(B),Statistics,600.1,636.9,659.2,621.0,618.4,545.1,499.2,442.1,452.9,448.1,457.2,419.3,429.1,414.6,513.8,494.6,366.5,388.1,298.5,491.8,473.9,467.2,439.6
안양시 - 총재활용량＜br＞(A),Statistics,201.3,215.3,253.2,270.3,348.3,320.4,233.3,238.7,245.2,250.5,267.9,216.9,247.9,199.9,303.1,275.4,163.7,132.3,98.8,225.3,219.8,248.0,388.8
양구군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,43.8,43.0,43.2,17.1,29.2,25.6,27.0,32.7,33.5,26.6,38.7,39.4,38.7,38.6,61.5,58.3,61.8,27.2,37.3,35.2,35.4,46.6,62.2
양구군 - 생활계폐기물 총발생량＜br＞(B),Statistics,25.6,25.6,25.7,34.6,38.0,35.9,36.6,35.2,34.9,36.8,35.4,35.3,35.4,35.5,28.6,36.0,39.3,31.3,30.3,34.9,25.7,33.5,44.2
양구군 - 총재활용량＜br＞(A),Statistics,11.2,11.0,11.1,5.9,11.1,9.2,9.9,11.5,11.7,9.8,13.7,13.9,13.7,13.7,17.6,21.0,24.3,8.5,11.3,12.3,9.1,15.6,27.5
양산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,39.7,43.5,38.1,39.5,59.3,66.4,72.4,56.4,47.6,50.7,44.9,56.5,58.3,59.0,52.5,55.1,59.4,61.0,58.4,62.1,61.3,61.0,58.6
양산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,172.4,194.6,179.7,172.4,223.7,208.7,234.7,173.0,169.7,183.1,213.5,250.1,235.9,266.6,269.5,357.5,370.0,395.5,415.0,458.3,463.1,426.8,419.2
양산시 - 총재활용량＜br＞(A),Statistics,68.5,84.7,68.4,68.1,132.6,138.6,169.9,97.5,80.8,92.8,95.9,141.2,137.6,157.4,141.5,196.9,219.6,241.4,242.4,284.4,283.8,260.5,245.7
양양군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,24.6,25.0,24.8,17.4,15.5,22.5,47.9,33.2,47.8,25.1,26.7,20.3,21.6,22.0,15.6,17.0,21.0,22.6,26.1,63.3,24.6,40.1,70.6
양양군 - 생활계폐기물 총발생량＜br＞(B),Statistics,44.8,45.2,45.2,47.6,47.2,51.0,69.3,71.1,44.6,39.8,38.2,34.4,36.6,37.7,42.3,47.0,52.9,59.3,59.7,71.3,78.9,79.1,145.4
양양군 - 총재활용량＜br＞(A),Statistics,11.0,11.3,11.2,8.3,7.3,11.5,33.2,23.6,21.3,10.0,10.2,7.0,7.9,8.3,6.6,8.0,11.1,13.4,15.6,45.1,19.4,31.7,102.7
양주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,52.0,61.4,68.4,70.0,64.4,59.6,71.9,72.9,64.5,72.7,74.2,74.0,68.3,72.7,75.6,67.8,53.5,49.0,56.0,45.9,54.0
양주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,128.2,84.1,87.9,88.4,114.8,123.0,223.4,229.0,181.8,172.1,206.0,203.5,224.5,247.5,377.9,236.4,235.2,247.0,342.1,534.7,302.7
양주시 - 총재활용량＜br＞(A),Statistics,,,66.6,51.6,60.1,61.9,73.9,73.3,160.7,166.9,117.3,125.2,152.9,150.5,153.3,180.0,285.8,160.2,125.8,121.0,191.5,245.5,163.4
양천구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,56.6,54.4,58.8,66.9,69.2,69.1,77.2,67.1,68.0,79.6,71.5,63.1,64.9,66.3,69.0,65.1,65.7,67.2,65.0,72.5,67.2,65.2,68.1
양천구 - 생활계폐기물 총발생량＜br＞(B),Statistics,581.8,466.3,432.3,470.7,446.7,463.4,624.2,505.4,534.7,277.4,257.4,274.5,276.1,347.9,322.5,287.9,295.4,297.7,340.8,394.4,353.1,338.9,316.9
양천구 - 총재활용량＜br＞(A),Statistics,329.2,253.9,254.2,314.9,308.9,320.1,481.7,339.1,363.8,220.8,184.1,173.2,179.1,230.7,222.5,187.4,194.2,200.0,221.5,285.9,237.3,220.8,215.7
양평군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,50.3,53.3,55.9,54.0,59.3,59.0,53.6,63.3,62.2,57.2,60.1,55.5,49.8,39.5,41.0,39.9,37.0,39.0,50.2,53.4,82.6,57.3,93.7
양평군 - 생활계폐기물 총발생량＜br＞(B),Statistics,62.2,60.2,59.9,65.5,65.8,59.5,72.8,70.3,70.6,84.1,79.5,72.6,61.4,51.7,55.6,60.2,67.1,73.0,81.1,81.8,63.3,89.5,106.3
양평군 - 총재활용량＜br＞(A),Statistics,31.3,32.1,33.5,35.4,39.0,35.1,39.0,44.5,43.9,48.1,47.8,40.3,30.6,20.4,22.8,24.0,24.8,28.5,40.7,43.7,52.3,51.3,99.6
여수시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,39.8,39.7,39.2,44.8,37.8,44.8,34.5,27.8,27.1,27.4,32.5,28.3,31.3,25.2,30.7,36.4,27.5,32.7,28.1,42.0,39.4,46.3,44.7
여수시 - 생활계폐기물 총발생량＜br＞(B),Statistics,498.0,540.9,535.7,508.3,420.5,326.3,297.3,473.4,386.1,359.2,405.8,484.5,384.4,381.7,378.2,426.7,428.7,435.1,523.0,528.9,498.3,488.9,431.7
여수시 - 총재활용량＜br＞(A),Statistics,198.2,215.0,209.8,227.6,158.9,146.3,102.6,131.6,104.5,98.4,131.9,137.1,120.5,96.0,116.2,155.5,118.1,142.4,146.9,222.4,196.1,226.4,192.9
여주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,,,,,,,,,,,,,67.8,68.8,76.6,76.3,77.7,82.3,65.8,65.9,61.2,73.1,68.9
여주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,,,,,,,,,,,,,92.9,86.5,161.0,207.4,197.8,197.3,171.8,227.9,353.2,317.3,227.0
여주시 - 총재활용량＜br＞(A),Statistics,,,,,,,,,,,,,63.0,59.5,123.4,158.2,153.6,162.4,113.0,150.2,216.2,232.0,156.4
연수구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,35.3,43.1,41.2,53.2,62.1,51.5,58.0,60.0,58.3,65.6,63.8,64.5,60.4,52.8,59.1,56.4,54.9,60.0,70.9,70.1,75.6,72.2,71.2
연수구 - 생활계폐기물 총발생량＜br＞(B),Statistics,176.9,198.8,217.3,192.4,188.6,146.7,190.6,165.1,148.2,191.7,147.7,152.6,142.6,133.6,135.0,229.7,246.2,269.6,237.4,243.1,353.1,378.7,373.9
연수구 - 총재활용량＜br＞(A),Statistics,62.5,85.7,89.5,102.4,117.1,75.5,110.5,99.1,86.4,125.8,94.3,98.4,86.2,70.5,79.8,129.5,135.1,161.7,168.4,170.5,267.1,273.4,266.1
연제구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,57.3,59.0,57.3,59.4,69.3,67.1,68.2,69.8,71.6,71.3,72.3,72.1,72.3,90.0,89.2,79.6,75.8,89.7,85.3,86.9,73.7,81.8,83.9
연제구 - 생활계폐기물 총발생량＜br＞(B),Statistics,224.2,214.1,205.6,193.3,201.4,194.2,191.0,184.6,183.2,178.9,177.2,174.8,175.2,186.3,186.9,185.5,185.2,186.7,187.8,208.1,149.3,194.9,192.2
연제구 - 총재활용량＜br＞(A),Statistics,128.5,126.4,117.9,114.8,139.6,130.3,130.2,128.9,131.1,127.5,128.2,126.1,126.6,167.6,166.7,147.7,140.4,167.5,160.2,180.9,110.0,159.5,161.3
연천군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,57.0,63.2,61.7,64.2,61.0,61.5,60.6,51.6,56.9,54.8,54.1,52.6,47.5,54.0,37.3,19.1,26.3,30.4,73.5,55.0,52.4,56.1,42.6
연천군 - 생활계폐기물 총발생량＜br＞(B),Statistics,45.3,53.5,53.3,52.5,57.4,51.7,54.1,55.0,58.3,59.3,56.2,54.0,61.2,43.5,43.4,52.9,36.9,58.8,71.8,100.4,73.6,68.4,62.4
연천군 - 총재활용량＜br＞(A),Statistics,25.8,33.8,32.9,33.7,35.0,31.8,32.8,28.4,33.2,32.5,30.4,28.4,29.1,23.5,16.2,10.1,9.7,17.9,52.8,55.2,38.6,38.4,26.6
영광군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,37.1,39.6,40.0,37.2,39.2,42.6,45.1,32.8,35.9,32.9,33.6,35.8,37.4,14.1,6.4,9.9,10.1,61.7,11.0,29.9,31.1,34.5,39.1
영광군 - 생활계폐기물 총발생량＜br＞(B),Statistics,52.5,48.5,46.7,47.1,44.6,43.9,50.8,44.5,49.3,48.9,48.5,48.0,49.2,38.2,39.1,38.3,36.6,110.7,37.3,49.5,56.9,69.8,54.0
영광군 - 총재활용량＜br＞(A),Statistics,19.5,19.2,18.7,17.5,17.5,18.7,22.9,14.6,17.7,16.1,16.3,17.2,18.4,5.4,2.5,3.8,3.7,68.3,4.1,14.8,17.7,24.1,21.1
영덕군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,44.7,45.9,43.4,46.5,38.5,34.0,32.5,29.2,30.6,26.9,13.1,28.7,19.6,26.8,24.9,38.6,50.5,30.5,39.8,26.9,27.3,13.2,17.0
영덕군 - 생활계폐기물 총발생량＜br＞(B),Statistics,35.1,35.5,33.9,40.0,46.0,30.3,31.1,30.5,52.7,38.3,42.6,55.1,50.0,51.9,51.9,58.5,66.4,52.2,74.3,73.7,70.0,66.9,70.0
영덕군 - 총재활용량＜br＞(A),Statistics,15.7,16.3,14.7,18.6,17.7,10.3,10.1,8.9,16.1,10.3,5.6,15.8,9.8,13.9,12.9,22.6,33.5,15.9,29.6,19.8,19.1,8.8,11.9
영도구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,58.5,58.8,63.1,68.1,72.4,72.0,73.7,75.0,74.7,74.2,75.2,76.1,75.1,78.4,75.9,77.1,77.6,90.4,84.8,84.7,71.4,76.4,83.1
영도구 - 생활계폐기물 총발생량＜br＞(B),Statistics,184.7,179.4,167.3,160.9,150.1,149.5,146.1,139.3,132.2,128.0,123.2,120.1,117.8,129.0,124.6,126.3,120.5,121.1,118.5,134.3,84.4,92.7,91.2
영도구 - 총재활용량＜br＞(A),Statistics,108.0,105.5,105.5,109.5,108.6,107.6,107.7,104.5,98.8,95.0,92.7,91.4,88.5,101.1,94.6,97.4,93.5,109.5,100.5,113.8,60.3,70.8,75.8
영동군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,41.2,20.5,44.9,38.7,43.5,50.2,50.0,53.8,58.9,46.0,47.3,42.7,38.4,42.1,42.0,42.2,40.7,35.0,36.0,46.1,20.3,26.4,26.4
영동군 - 생활계폐기물 총발생량＜br＞(B),Statistics,34.2,73.0,28.3,28.4,32.2,32.5,33.8,34.4,38.4,37.2,37.6,35.1,38.3,46.8,47.9,46.2,45.4,39.4,43.0,68.4,39.4,38.6,40.9
영동군 - 총재활용량＜br＞(A),Statistics,14.1,15.0,12.7,11.0,14.0,16.3,16.9,18.5,22.6,17.1,17.8,15.0,14.7,19.7,20.1,19.5,18.5,13.8,15.5,31.5,8.0,10.2,10.8
영등포구 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,36.1,37.6,39.7,48.2,61.6,65.5,64.2,68.6,75.8,78.0,62.1,61.1,53.5,55.1,63.9,70.7,67.6,64.6,63.8,66.1,69.5,67.7,69.0
영등포구 - 생활계폐기물 총발생량＜br＞(B),Statistics,628.0,670.3,686.4,658.2,559.5,540.4,561.9,599.8,537.0,541.1,366.0,403.2,305.8,356.1,389.9,406.8,340.7,335.3,417.3,449.4,441.7,458.4,456.7
영등포구 - 총재활용량＜br＞(A),Statistics,226.4,252.3,272.8,317.3,344.7,354.2,360.5,411.5,407.1,422.1,227.3,246.5,163.7,196.2,249.0,287.7,230.2,216.6,266.4,297.2,307.1,310.3,315.0
영암군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,48.7,54.3,52.3,59.5,55.4,53.9,65.0,74.3,71.2,32.7,37.4,56.1,81.1,76.3,71.7,70.5,70.3,56.6,39.0,38.5,44.6,39.3,41.2
영암군 - 생활계폐기물 총발생량＜br＞(B),Statistics,53.4,53.4,53.5,57.5,44.4,45.3,52.9,49.9,42.4,39.7,35.0,48.7,111.5,118.9,113.4,99.0,101.0,73.2,49.5,98.0,77.6,71.8,66.2
영암군 - 총재활용량＜br＞(A),Statistics,26.0,29.0,28.0,34.2,24.6,24.4,34.4,37.1,30.2,13.0,13.1,27.3,90.4,90.7,81.3,69.8,71.0,41.4,19.3,37.7,34.6,28.2,27.3
영양군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,62.0,63.4,52.9,38.1,39.1,39.8,37.6,37.3,28.2,24.5,24.1,27.0,19.1,21.8,20.7,20.9,16.9,17.9,13.0,29.1,49.1,50.8,49.1
영양군 - 생활계폐기물 총발생량＜br＞(B),Statistics,15.0,16.1,13.6,13.4,13.3,12.8,11.7,11.8,14.9,14.3,14.1,12.6,13.1,13.3,13.5,14.8,14.8,15.1,20.0,26.1,34.8,23.6,27.3
영양군 - 총재활용량＜br＞(A),Statistics,9.3,10.2,7.2,5.1,5.2,5.1,4.4,4.4,4.2,3.5,3.4,3.4,2.5,2.9,2.8,3.1,2.5,2.7,2.6,7.6,17.1,12.0,13.4
영월군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,31.8,28.2,27.6,25.1,31.3,29.5,29.5,33.9,39.7,45.1,43.2,45.0,61.0,56.5,51.4,48.5,49.2,48.0,40.8,53.1,77.5,44.5,28.1
영월군 - 생활계폐기물 총발생량＜br＞(B),Statistics,40.3,42.2,41.6,42.7,40.6,40.4,40.3,38.7,40.1,40.6,41.4,40.0,43.9,35.2,32.3,32.6,30.9,34.6,31.4,46.5,135.8,40.2,66.8
영월군 - 총재활용량＜br＞(A),Statistics,12.8,11.9,11.5,10.7,12.7,11.9,11.9,13.1,15.9,18.3,17.9,18.0,26.8,19.9,16.6,15.8,15.2,16.6,12.8,24.7,105.3,17.9,18.8
영주시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,18.8,23.2,23.4,25.1,44.9,52.9,64.1,58.7,46.6,44.3,45.6,47.6,45.7,46.4,47.4,40.2,33.6,30.4,39.0,43.1,34.9,41.8,64.9
영주시 - 생활계폐기물 총발생량＜br＞(B),Statistics,98.9,97.5,100.8,96.6,101.6,188.4,185.8,180.0,171.9,170.2,169.0,181.8,172.4,175.7,162.1,195.5,174.3,177.0,219.0,162.1,141.1,133.0,134.8
영주시 - 총재활용량＜br＞(A),Statistics,18.6,22.6,23.6,24.2,45.6,99.6,119.1,105.7,80.1,75.4,77.1,86.6,78.8,81.6,76.8,78.5,58.5,53.8,85.5,69.9,49.3,55.6,87.5
영천시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,22.3,32.7,29.9,74.0,82.1,51.3,59.3,48.7,47.0,34.3,45.0,36.6,38.2,35.4,39.5,62.3,53.6,50.7,35.9,27.1,48.6,37.0,28.9
영천시 - 생활계폐기물 총발생량＜br＞(B),Statistics,78.1,76.1,76.0,68.2,68.6,55.2,62.1,62.2,60.4,88.4,65.4,59.9,61.2,66.4,81.0,129.0,128.8,115.1,148.3,155.6,247.2,191.7,172.5
영천시 - 총재활용량＜br＞(A),Statistics,17.4,24.9,22.7,50.5,56.3,28.3,36.8,30.3,28.4,30.3,29.4,21.9,23.4,23.5,32.0,80.4,69.0,58.4,53.3,42.2,120.1,70.9,49.8
예산군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,42.4,49.3,48.5,49.4,53.5,47.5,26.5,24.7,40.8,47.6,53.0,40.3,21.9,36.5,40.1,47.2,42.2,48.1,48.8,45.4,37.8,48.1,88.5
예산군 - 생활계폐기물 총발생량＜br＞(B),Statistics,84.5,81.8,80.6,77.5,75.0,73.4,51.4,68.7,77.9,69.7,68.3,63.8,48.3,52.1,55.9,72.0,81.0,83.1,84.2,78.8,94.4,102.4,89.2
예산군 - 총재활용량＜br＞(A),Statistics,35.8,40.3,39.1,38.3,40.1,34.9,13.6,17.0,31.8,33.2,36.2,25.7,10.6,19.0,22.4,34.0,34.2,40.0,41.1,35.8,35.7,49.3,78.9
예천군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,29.1,40.6,35.1,23.0,48.5,54.1,63.9,19.5,35.1,36.4,29.4,25.6,71.3,44.8,38.6,40.5,63.2,61.7,49.7,50.5,55.0,54.2,48.8
예천군 - 생활계폐기물 총발생량＜br＞(B),Statistics,33.3,34.5,36.8,37.0,40.2,39.0,56.0,40.1,51.6,46.1,30.9,28.1,90.4,47.8,33.2,34.8,46.2,53.5,34.2,39.0,48.0,48.7,57.0
예천군 - 총재활용량＜br＞(A),Statistics,9.7,14.0,12.9,8.5,19.5,21.1,35.8,7.8,18.1,16.8,9.1,7.2,64.5,21.4,12.8,14.1,29.2,33.0,17.0,19.7,26.4,26.4,27.8
오산시 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,45.4,53.9,52.4,55.1,61.3,25.9,58.1,58.6,60.9,59.3,64.9,65.1,69.9,65.2,62.0,60.9,56.9,58.9,57.0,50.7,54.7,67.3,72.2
오산시 - 생활계폐기물 총발생량＜br＞(B),Statistics,108.0,100.4,112.7,112.7,108.7,213.3,136.8,136.4,138.3,145.0,168.3,158.0,170.4,200.4,186.9,179.8,202.6,178.5,228.2,279.7,272.8,248.0,257.6
오산시 - 총재활용량＜br＞(A),Statistics,49.0,54.1,59.1,62.1,66.6,55.3,79.5,79.9,84.2,86.0,109.3,102.9,119.1,130.6,115.8,109.5,115.3,105.1,130.1,141.7,149.1,166.8,186.0
옥천군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,33.2,25.0,28.1,27.8,27.8,28.4,22.7,35.4,41.4,30.6,43.2,39.3,28.9,33.1,9.8,37.3,41.7,43.3,47.4,60.1,40.5,32.4,30.3
옥천군 - 생활계폐기물 총발생량＜br＞(B),Statistics,43.1,40.8,36.7,39.2,38.8,35.9,39.2,44.6,43.0,46.8,46.5,46.8,43.9,44.4,43.7,60.9,65.5,69.5,56.1,104.3,64.9,63.0,112.2
옥천군 - 총재활용량＜br＞(A),Statistics,14.3,10.2,10.3,10.9,10.8,10.2,8.9,15.8,17.8,14.3,20.1,18.4,12.7,14.7,4.3,22.7,27.3,30.1,26.6,62.7,26.3,20.4,34.0
옹진군 - 생활계폐기물 재활용률＜br＞(A÷B×100),Statistics,32.7,41.3,34.6,27.8,32.9,35.8,51.0,27.0,66.1,63.5,63.3,60.6,49.6,51.6,56.1,52.0,50.3,57.6,60.7,57.1,45.2,47.8,28.5
옹진군 - 생활계폐기물 총발생량＜br＞(B),Statistics,11.3,12.6,20.5,19.4,8.5,10.6,29.0,18.9,22.7,19.7,23.7,22.6,13.7,12.6,15.5,17.9,17.9,18.4,20.1,18.9,30.3,34.1,44.5
