item,category,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
충청남도 - 조이혼율 (천명당),Statistics,2.4,2.7,3.0,2.7,2.3,2.4,2.4,2.2,2.6,2.3,2.3,2.3,2.4,2.4,2.3,2.3,2.3,2.3,2.5,2.4,2.3,2.1,2.1,2.2
충청북도 - 조이혼율 (천명당),Statistics,2.6,2.8,3.1,2.6,2.3,2.3,2.4,2.2,2.5,2.3,2.4,2.2,2.4,2.3,2.2,2.2,2.2,2.2,2.3,2.2,2.0,2.1,2.0,2.0
칠곡군 - 조이혼율 (천명당),Statistics,2.3,2.7,3.3,2.5,2.2,2.6,2.4,2.2,2.2,3.1,2.9,2.6,2.4,2.3,2.4,2.5,2.6,2.7,2.9,2.6,2.5,2.4,2.8,2.3
태백시 - 조이혼율 (천명당),Statistics,3.2,3.3,3.1,2.9,2.5,3.0,3.1,2.2,2.7,2.4,2.6,2.2,2.4,2.3,2.7,2.3,2.5,2.7,2.5,2.7,2.1,2.1,1.8,2.4
태안군 - 조이혼율 (천명당),Statistics,2.2,2.3,2.6,2.3,2.1,2.2,2.3,2.5,2.7,2.6,2.5,2.6,2.5,2.4,2.3,2.1,2.5,2.0,2.1,2.3,2.6,2.1,2.0,2.4
통영시 - 조이혼율 (천명당),Statistics,3.2,3.6,4.2,3.3,2.9,3.3,3.1,2.7,3.1,2.8,2.9,2.8,3.3,3.0,2.8,3.1,3.0,3.2,3.1,3.0,2.9,2.5,2.5,2.6
파주시 - 조이혼율 (천명당),Statistics,3.2,3.4,3.9,3.5,3.3,3.1,2.8,2.6,2.7,2.4,2.4,2.5,2.7,2.5,2.4,2.3,2.4,2.3,2.4,2.3,2.3,2.0,2.1,2.1
팔달구 - 조이혼율 (천명당),Statistics,2.4,2.8,4.2,3.5,3.4,3.0,3.1,2.9,3.1,3.0,3.0,2.9,2.6,2.7,2.6,2.4,2.3,2.6,2.3,2.2,2.1,1.9,1.7,1.8
평창군 - 조이혼율 (천명당),Statistics,1.9,2.0,2.3,2.0,2.1,2.1,2.4,2.1,2.5,2.3,2.4,2.4,2.1,2.4,1.8,1.7,1.8,2.5,2.4,2.3,1.9,1.7,2.3,1.8
평택시 - 조이혼율 (천명당),Statistics,3.6,3.6,4.1,3.5,3.3,3.3,3.3,2.9,2.9,2.7,2.9,2.7,2.9,2.8,2.6,2.6,2.6,2.7,2.8,2.5,2.8,2.5,2.4,2.3
포천군 - 조이혼율 (천명당),Statistics,3.5,3.6,,,,,,,,,,,,,,,,,,,,,,
포천시 - 조이혼율 (천명당),Statistics,,,4.1,3.6,3.2,3.4,3.4,3.2,3.7,3.3,3.5,3.4,3.2,3.3,3.1,3.0,3.0,3.3,3.5,2.9,2.7,2.7,2.5,2.7
포항시 - 조이혼율 (천명당),Statistics,2.9,3.0,3.7,2.9,2.4,2.1,2.4,2.0,2.2,2.2,2.2,2.0,2.1,2.2,2.2,2.2,2.2,2.4,2.3,2.2,2.1,1.8,1.9,2.0
하남시 - 조이혼율 (천명당),Statistics,3.4,3.4,4.1,2.9,2.8,2.8,2.4,2.3,2.8,2.2,2.5,2.3,2.6,2.3,2.1,2.1,1.8,1.8,2.0,2.0,1.8,1.5,1.5,1.6
하동군 - 조이혼율 (천명당),Statistics,1.4,2.4,2.1,2.1,2.2,2.0,2.0,1.7,1.8,2.2,1.9,2.2,2.1,2.2,2.4,1.9,2.2,2.3,2.2,2.2,1.8,1.8,2.1,1.7
함안군 - 조이혼율 (천명당),Statistics,2.5,2.6,2.8,2.7,2.1,2.3,2.5,2.3,2.3,2.4,2.3,2.5,2.2,2.5,2.2,2.6,2.6,2.3,2.4,2.1,2.3,2.3,2.1,2.1
함양군 - 조이혼율 (천명당),Statistics,1.6,1.5,1.9,1.6,1.6,1.8,1.7,1.7,1.4,1.6,1.7,2.0,1.8,2.1,2.2,1.7,1.6,2.3,2.0,2.0,1.9,1.6,1.5,1.6
함평군 - 조이혼율 (천명당),Statistics,2.1,1.9,2.0,1.8,1.9,2.0,2.3,1.8,2.3,1.9,2.0,2.0,2.0,2.2,2.1,1.8,1.8,1.8,2.0,1.8,1.9,2.2,1.7,2.2
합천군 - 조이혼율 (천명당),Statistics,1.4,1.4,1.8,1.4,1.5,2.0,1.6,1.6,1.7,1.9,1.5,1.7,1.7,1.7,1.8,1.4,1.5,1.8,2.1,1.9,1.9,1.7,1.8,2.0
해남군 - 조이혼율 (천명당),Statistics,2.3,2.4,2.3,2.3,2.1,1.9,2.1,2.2,2.1,2.1,2.2,2.1,2.0,2.1,2.0,2.0,2.0,2.5,2.2,2.4,2.1,1.7,2.2,2.0
해운대구 - 조이혼율 (천명당),Statistics,3.1,3.4,4.0,3.1,2.8,2.5,2.5,2.2,2.2,2.1,2.0,2.0,2.0,1.9,1.9,1.8,1.8,1.8,1.8,1.9,1.7,1.7,1.6,1.5
홍성군 - 조이혼율 (천명당),Statistics,2.1,1.9,2.3,2.2,1.9,1.8,1.9,1.8,1.9,2.1,2.4,2.3,2.2,2.2,2.0,2.2,2.3,2.0,2.4,2.1,2.1,2.0,1.8,1.9
홍천군 - 조이혼율 (천명당),Statistics,2.2,2.6,3.3,2.4,2.6,2.3,2.2,2.3,2.5,2.1,2.4,2.4,2.0,2.5,2.4,2.4,2.1,2.1,2.3,2.1,2.4,2.1,2.1,1.8
화성시 - 조이혼율 (천명당),Statistics,2.8,3.1,3.5,2.9,2.9,2.6,2.6,2.4,2.4,2.3,2.4,2.2,2.2,2.4,2.3,2.0,2.1,2.1,2.1,2.0,2.0,1.8,1.9,1.9
화순군 - 조이혼율 (천명당),Statistics,2.9,2.8,3.5,2.9,2.4,2.3,2.3,2.4,2.3,2.9,2.3,2.0,2.2,1.9,2.4,1.8,2.2,2.3,2.1,1.7,2.0,1.6,1.9,1.8
화천군 - 조이혼율 (천명당),Statistics,2.8,2.3,2.8,3.0,2.7,2.5,2.6,1.9,2.3,2.6,2.3,2.1,2.5,2.2,1.7,2.6,1.9,2.4,2.4,2.4,2.5,2.2,2.2,2.0
횡성군 - 조이혼율 (천명당),Statistics,2.7,2.3,2.5,2.2,2.2,2.1,2.3,2.4,2.5,2.1,2.7,2.0,2.0,2.4,2.0,2.4,1.9,2.3,2.4,2.1,1.9,2.2,1.9,1.7
흥덕구 - 조이혼율 (천명당),Statistics,2.6,3.0,3.5,2.7,2.4,2.3,2.1,2.1,2.3,2.1,2.2,2.2,2.2,2.4,2.2,2.3,2.2,2.2,2.3,2.1,2.0,2.0,2.0,2.0
