item,category,2011,2013,2015,2017,2019,2021,2023
전북특별자치도 - 남자 - - 미술관,Statistics,16.5,16.8,12.4,16.4,15.0,14.035,21.445
전북특별자치도 - 남자 - - 박물관,Statistics,24.8,24.1,27.1,23.3,22.8,17.099,27.82
전북특별자치도 - 남자 - - 스포츠 경기,Statistics,32.5,24.6,22.7,30.5,28.5,36.441,38.599
전북특별자치도 - 남자 - - 연극·마당극·뮤지컬,Statistics,11.4,12.1,13.6,17.8,11.5,5.944,11.271
전북특별자치도 - 남자 - - 영화,Statistics,79.3,80.2,88.7,86.4,87.7,58.421,77.599
전북특별자치도 - 남자 - - 음악·연주회·콘서트,Statistics,22.8,20.0,19.9,16.6,22.1,11.22,25.325
전북특별자치도 - 남자 - · 관람 횟수(평균),Statistics,2.2,2.4,2.4,1.9,2.3,2.597,2.323
전북특별자치도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북특별자치도 - 남자 - 관람함,Statistics,49.6,54.3,56.7,62.9,63.2,21.196,47.038
전북특별자치도 - 남자 - 관람횟수(평균),Statistics,7.2,7.8,8.6,8.2,8.1,4.772,7.502
전북특별자치도 - 여자 - - 기타,Statistics,,,,,,0.284,0.191
전북특별자치도 - 여자 - - 무용,Statistics,3.6,2.2,2.6,1.3,1.8,1.394,3.873
전북특별자치도 - 여자 - - 문학행사,Statistics,,,,,,,10.78
전북특별자치도 - 여자 - - 미술관,Statistics,22.7,23.0,16.0,20.9,17.6,19.596,26.379
전북특별자치도 - 여자 - - 박물관,Statistics,26.2,30.2,26.1,25.6,24.0,22.913,34.57
전북특별자치도 - 여자 - - 스포츠 경기,Statistics,11.9,8.5,9.0,13.9,14.3,9.334,19.293
전북특별자치도 - 여자 - - 연극·마당극·뮤지컬,Statistics,19.0,16.2,17.3,20.6,21.7,13.64,17.46
전북특별자치도 - 여자 - - 영화,Statistics,82.7,87.3,92.0,91.6,89.6,75.382,79.551
전북특별자치도 - 여자 - - 음악·연주회·콘서트,Statistics,30.0,30.4,22.8,24.7,32.0,11.764,34.916
전북특별자치도 - 여자 - · 관람 횟수(평균),Statistics,2.6,2.2,2.3,2.2,2.5,2.238,3.028
전북특별자치도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
전북특별자치도 - 여자 - 관람함,Statistics,49.8,52.2,59.5,60.1,61.5,21.491,48.824
전북특별자치도 - 여자 - 관람횟수(평균),Statistics,7.2,7.8,7.5,8.1,8.6,4.419,6.998
제주특별자치도 - 계 - - 기타,Statistics,,,,,,,0.575
제주특별자치도 - 계 - - 무용,Statistics,3.7,1.8,2.0,2.5,1.6,1.033,2.028
제주특별자치도 - 계 - - 문학행사,Statistics,,,,,,,7.358
제주특별자치도 - 계 - - 미술관,Statistics,21.5,24.2,22.0,23.4,20.9,23.277,22.511
제주특별자치도 - 계 - - 박물관,Statistics,32.6,31.8,31.3,27.4,20.6,17.177,24.199
제주특별자치도 - 계 - - 스포츠 경기,Statistics,26.2,25.7,19.6,25.4,21.1,29.929,32.997
제주특별자치도 - 계 - - 연극·마당극·뮤지컬,Statistics,19.7,20.7,19.1,18.2,17.6,7.298,15.947
제주특별자치도 - 계 - - 영화,Statistics,72.6,78.8,84.7,86.6,90.3,61.381,70.904
제주특별자치도 - 계 - - 음악·연주회·콘서트,Statistics,27.9,19.4,23.9,22.2,27.4,14.936,25.016
제주특별자치도 - 계 - · 관람 횟수(평균),Statistics,2.9,2.7,3.2,2.5,2.0,2.074,1.782
제주특별자치도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주특별자치도 - 계 - 관람함,Statistics,51.0,54.9,62.2,63.9,64.1,25.94,54.019
제주특별자치도 - 계 - 관람횟수(평균),Statistics,8.2,8.5,7.8,8.6,8.3,3.874,6.607
제주특별자치도 - 남자 - - 기타,Statistics,,,,,,,0.156
제주특별자치도 - 남자 - - 무용,Statistics,3.6,1.3,2.6,1.4,1.1,1.45,1.524
제주특별자치도 - 남자 - - 문학행사,Statistics,,,,,,,6.797
제주특별자치도 - 남자 - - 미술관,Statistics,18.4,23.5,19.7,18.0,17.4,17.225,16.743
제주특별자치도 - 남자 - - 박물관,Statistics,27.6,32.0,29.7,24.3,17.0,15.709,20.439
제주특별자치도 - 남자 - - 스포츠 경기,Statistics,37.8,36.0,27.1,35.0,29.8,43.116,43.986
제주특별자치도 - 남자 - - 연극·마당극·뮤지컬,Statistics,13.7,16.6,14.5,10.9,13.5,5.426,9.886
제주특별자치도 - 남자 - - 영화,Statistics,68.4,73.5,81.1,84.6,89.2,59.788,67.309
제주특별자치도 - 남자 - - 음악·연주회·콘서트,Statistics,21.4,17.5,20.0,18.6,22.6,14.567,16.857
제주특별자치도 - 남자 - · 관람 횟수(평균),Statistics,3.4,3.0,3.8,1.9,1.9,2.288,1.789
제주특별자치도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주특별자치도 - 남자 - 관람함,Statistics,49.1,55.9,61.3,63.1,64.1,26.106,52.993
제주특별자치도 - 남자 - 관람횟수(평균),Statistics,8.5,8.8,8.1,7.9,8.4,4.182,6.786
제주특별자치도 - 여자 - - 기타,Statistics,,,,,,,0.977
제주특별자치도 - 여자 - - 무용,Statistics,3.8,2.3,1.5,3.6,2.1,0.61,2.511
제주특별자치도 - 여자 - - 문학행사,Statistics,,,,,,,7.895
제주특별자치도 - 여자 - - 미술관,Statistics,24.2,24.9,24.3,28.7,24.3,29.416,28.037
제주특별자치도 - 여자 - - 박물관,Statistics,37.1,31.7,32.8,30.4,24.2,18.666,27.802
제주특별자치도 - 여자 - - 스포츠 경기,Statistics,15.8,15.4,12.4,16.1,12.6,16.554,22.468
제주특별자치도 - 여자 - - 연극·마당극·뮤지컬,Statistics,25.0,24.7,23.5,25.3,21.8,9.196,21.755
제주특별자치도 - 여자 - - 영화,Statistics,76.3,84.1,88.2,88.5,91.3,62.997,74.348
제주특별자치도 - 여자 - - 음악·연주회·콘서트,Statistics,33.8,21.4,27.7,25.6,32.1,15.31,32.834
제주특별자치도 - 여자 - · 관람 횟수(평균),Statistics,2.6,2.5,2.7,2.9,2.1,1.869,1.776
제주특별자치도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
제주특별자치도 - 여자 - 관람함,Statistics,52.8,54.0,63.0,64.6,64.2,25.775,55.04
제주특별자치도 - 여자 - 관람횟수(평균),Statistics,8.0,8.1,7.6,9.3,8.1,3.561,6.435
충청남도 - 계 - - 기타,Statistics,,,,,0.2,,0.527
충청남도 - 계 - - 무용,Statistics,3.0,2.3,2.2,1.3,2.0,1.767,2.113
충청남도 - 계 - - 문학행사,Statistics,,,,,,,6.701
충청남도 - 계 - - 미술관,Statistics,17.0,15.9,15.5,14.2,16.7,12.374,17.973
충청남도 - 계 - - 박물관,Statistics,30.7,27.9,28.2,22.0,24.6,19.738,22.098
충청남도 - 계 - - 스포츠 경기,Statistics,20.4,18.9,18.1,17.2,21.7,21.378,26.102
충청남도 - 계 - - 연극·마당극·뮤지컬,Statistics,22.8,21.8,18.5,14.8,17.4,7.426,16.763
충청남도 - 계 - - 영화,Statistics,79.0,84.5,85.6,89.3,88.2,65.91,77.237
충청남도 - 계 - - 음악·연주회·콘서트,Statistics,28.3,21.3,18.6,19.1,22.4,10.42,25.084
충청남도 - 계 - · 관람 횟수(평균),Statistics,2.1,2.5,2.0,2.1,2.4,2.571,2.285
충청남도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청남도 - 계 - 관람함,Statistics,45.8,53.1,58.3,59.0,61.4,19.377,50.431
충청남도 - 계 - 관람횟수(평균),Statistics,7.3,9.3,8.3,7.6,8.0,4.036,6.12
충청남도 - 남자 - - 기타,Statistics,,,,,0.2,,0.882
충청남도 - 남자 - - 무용,Statistics,1.0,1.9,1.2,1.5,1.7,1.613,1.981
충청남도 - 남자 - - 문학행사,Statistics,,,,,,,5.762
충청남도 - 남자 - - 미술관,Statistics,13.0,15.8,14.7,10.9,13.7,8.874,13.652
충청남도 - 남자 - - 박물관,Statistics,28.8,29.7,26.6,20.7,22.4,18.292,21.131
충청남도 - 남자 - - 스포츠 경기,Statistics,27.2,25.5,25.1,25.3,32.0,31.462,36.735
충청남도 - 남자 - - 연극·마당극·뮤지컬,Statistics,19.8,17.5,16.2,11.0,13.2,7.565,12.927
충청남도 - 남자 - - 영화,Statistics,74.6,83.0,84.3,87.2,86.1,62.439,73.944
충청남도 - 남자 - - 음악·연주회·콘서트,Statistics,25.6,19.1,15.8,14.7,18.1,9.745,20.565
충청남도 - 남자 - · 관람 횟수(평균),Statistics,2.2,2.6,1.9,2.0,2.2,1.754,1.646
충청남도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청남도 - 남자 - 관람함,Statistics,47.3,53.7,57.7,58.4,62.2,20.637,50.956
충청남도 - 남자 - 관람횟수(평균),Statistics,7.0,9.7,8.6,7.7,8.2,4.153,6.245
충청남도 - 여자 - - 기타,Statistics,,,,,0.2,,0.149
충청남도 - 여자 - - 무용,Statistics,5.1,2.7,3.2,1.1,2.4,1.952,2.254
충청남도 - 여자 - - 문학행사,Statistics,,,,,,,7.702
충청남도 - 여자 - - 미술관,Statistics,21.3,16.1,16.2,17.5,19.9,16.57,22.581
충청남도 - 여자 - - 박물관,Statistics,32.8,26.1,29.8,23.3,26.9,21.472,23.129
충청남도 - 여자 - - 스포츠 경기,Statistics,13.0,12.1,11.1,9.1,10.6,9.284,14.761
충청남도 - 여자 - - 연극·마당극·뮤지컬,Statistics,26.0,26.2,20.8,18.6,21.8,7.26,20.853
충청남도 - 여자 - - 영화,Statistics,83.7,86.0,86.9,91.4,90.4,70.072,80.749
충청남도 - 여자 - - 음악·연주회·콘서트,Statistics,31.2,23.6,21.4,23.6,27.0,11.229,29.903
충청남도 - 여자 - · 관람 횟수(평균),Statistics,2.1,2.4,2.0,2.2,2.6,3.422,2.794
충청남도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청남도 - 여자 - 관람함,Statistics,44.4,52.4,58.8,59.7,60.5,18.054,49.883
충청남도 - 여자 - 관람횟수(평균),Statistics,7.6,8.9,8.1,7.5,7.9,3.896,5.988
충청북도 - 계 - - 기타,Statistics,,,,0.4,,0.404,0.973
충청북도 - 계 - - 무용,Statistics,1.8,1.1,2.0,2.7,1.9,2.636,2.044
충청북도 - 계 - - 문학행사,Statistics,,,,,,,9.115
충청북도 - 계 - - 미술관,Statistics,16.4,18.0,18.1,17.8,17.2,15.789,23.526
충청북도 - 계 - - 박물관,Statistics,27.4,29.8,30.5,27.0,22.9,14.722,27.479
충청북도 - 계 - - 스포츠 경기,Statistics,17.2,17.2,18.3,18.8,19.0,12.286,20.906
충청북도 - 계 - - 연극·마당극·뮤지컬,Statistics,16.0,21.0,19.3,16.5,15.4,7.302,16.523
충청북도 - 계 - - 영화,Statistics,79.5,77.6,83.8,88.0,87.0,75.614,76.704
충청북도 - 계 - - 음악·연주회·콘서트,Statistics,20.4,25.6,22.3,20.0,24.6,10.432,28.411
충청북도 - 계 - · 관람 횟수(평균),Statistics,2.3,2.2,2.3,2.3,2.0,2.522,2.061
충청북도 - 계 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청북도 - 계 - 관람함,Statistics,47.7,55.2,65.2,58.9,63.7,17.788,48.831
충청북도 - 계 - 관람횟수(평균),Statistics,7.0,7.7,7.8,8.1,7.5,3.867,6.225
충청북도 - 남자 - - 기타,Statistics,,,,0.3,,0.755,1.268
충청북도 - 남자 - - 무용,Statistics,1.1,0.8,1.5,2.1,1.5,2.188,1.274
충청북도 - 남자 - - 문학행사,Statistics,,,,,,,7.769
충청북도 - 남자 - - 미술관,Statistics,11.7,15.6,15.2,13.7,12.7,14.889,20.123
충청북도 - 남자 - - 박물관,Statistics,26.4,27.5,27.1,24.9,19.9,16.344,24.156
충청북도 - 남자 - - 스포츠 경기,Statistics,26.0,24.1,26.6,27.9,27.4,19.28,31.816
충청북도 - 남자 - - 연극·마당극·뮤지컬,Statistics,13.3,17.3,13.8,13.2,9.9,6.484,13.483
충청북도 - 남자 - - 영화,Statistics,76.0,72.6,81.2,87.0,86.8,76.398,75.902
충청북도 - 남자 - - 음악·연주회·콘서트,Statistics,18.4,22.8,19.4,14.8,19.1,6.58,24.02
충청북도 - 남자 - · 관람 횟수(평균),Statistics,2.4,2.3,2.2,2.6,1.9,2.467,1.764
충청북도 - 남자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청북도 - 남자 - 관람함,Statistics,45.4,53.1,64.4,58.4,62.7,18.786,47.329
충청북도 - 남자 - 관람횟수(평균),Statistics,7.1,7.1,7.5,8.0,7.1,3.867,6.308
충청북도 - 여자 - - 기타,Statistics,,,,0.5,,,0.686
충청북도 - 여자 - - 무용,Statistics,2.4,1.4,2.5,3.2,2.2,3.153,2.789
충청북도 - 여자 - - 문학행사,Statistics,,,,,,,10.418
충청북도 - 여자 - - 미술관,Statistics,20.6,20.2,20.9,21.9,21.6,16.827,26.819
충청북도 - 여자 - - 박물관,Statistics,28.3,32.0,33.8,29.1,26.0,12.853,30.693
충청북도 - 여자 - - 스포츠 경기,Statistics,9.3,10.9,10.3,9.7,10.6,4.228,10.351
충청북도 - 여자 - - 연극·마당극·뮤지컬,Statistics,18.5,24.3,24.7,19.7,20.9,8.245,19.465
충청북도 - 여자 - - 영화,Statistics,82.6,82.1,86.4,89.0,87.3,74.711,77.479
충청북도 - 여자 - - 음악·연주회·콘서트,Statistics,22.1,28.1,25.1,25.2,30.0,14.869,32.66
충청북도 - 여자 - · 관람 횟수(평균),Statistics,2.2,2.1,2.4,2.1,2.1,2.55,2.275
충청북도 - 여자 - 계,Statistics,100.0,100.0,100.0,100.0,100.0,100.0,100.0
충청북도 - 여자 - 관람함,Statistics,50.0,57.3,66.1,59.5,64.6,16.762,50.378
충청북도 - 여자 - 관람횟수(평균),Statistics,6.9,8.3,8.1,8.3,7.9,3.868,6.145
